"z","replicate","N","perccom","sd","se","ci"
0.1,51,8573,0.244710287439604,0.155866930257259,0.00168340095940756,0.00329987119201822
0.1,52,8795,0.246424952701151,0.152157796989057,0.00162246855991749,0.00318041768015771
0.1,53,7553,0.245760562145303,0.156987921137482,0.0018063691024942,0.00354098589859113
0.1,54,8893,0.24549365082336,0.15865788438279,0.00168243197161823,0.0032979549820852
0.1,55,8765,0.238145082560585,0.143723770921984,0.00153515645541966,0.00300926696137977
0.1,56,8826,0.244019088032833,0.15409886738375,0.00164027809487421,0.00321532697746138
0.1,57,8084,0.259962388227232,0.164167633913899,0.00182588905990768,0.0035792127543466
0.1,58,7763,0.241852779496373,0.145284881146623,0.00164894294675639,0.00323237282577005
0.1,59,8920,0.239897642264836,0.155409357745256,0.00164548807195067,0.00322553508251132
0.1,60,8856,0.242202792520572,0.150179214653783,0.00159584616748987,0.00312822860080009
0.1,61,8228,0.248028684730714,0.156888699747205,0.00172959540246936,0.00339044350095237
0.1,62,8812,0.242090517890611,0.142999922481461,0.0015233460044315,0.00298611350532973
0.1,63,9176,0.235113074092082,0.142937164428255,0.00149217053477062,0.00292498636986446
0.1,64,7763,0.243053699147193,0.146409408921504,0.00166170602387898,0.00325739189859208
0.1,65,8739,0.245012651154351,0.150504051404484,0.00160996828596497,0.00315591700500843
0.1,66,9699,0.242112258311058,0.149390823757362,0.00151691219344742,0.00297346437108166
0.1,67,8658,0.239611451578171,0.150546043046378,0.00161793307868154,0.00317153398554272
0.1,68,8829,0.239587492696531,0.143258656900463,0.00152463230183046,0.00298863415758098
0.1,69,8588,0.247044622053133,0.155593589379906,0.00167898061428205,0.00329120543939629
0.1,70,9231,0.237808553881641,0.144921168612123,0.00150836849202546,0.00295673564681381
0.1,71,7570,0.272009146960145,0.184623545497889,0.00212196954796985,0.00415964906123152
0.1,72,7965,0.248554096872995,0.159109118521479,0.00178279817010784,0.00349475133428614
0.1,73,9268,0.240480997402749,0.153579727668864,0.00159529454660362,0.00312712829001294
0.1,74,9569,0.242456576442892,0.150638628749838,0.00153993743440242,0.00301860376643592
0.1,75,7716,0.251823432319631,0.157163606835452,0.0017891875918035,0.00350729348039221
0.1,76,9346,0.235982685716066,0.150044886178619,0.00155205929860186,0.0030423743746893
0.1,77,9793,0.239048715504898,0.149675584790629,0.00151249200054483,0.00296479631828205
0.1,78,9182,0.242039171183339,0.147267498856516,0.00153687401150291,0.00301261487443285
0.1,79,7850,0.241093802451023,0.152830488665516,0.00172494468722323,0.00338135088628642
0.1,80,8889,0.245058832829707,0.157552102609231,0.00167108195794819,0.00327570653631922
0.1,81,9372,0.24122784196961,0.146401962616388,0.00151227495152674,0.00296438732114584
0.1,82,10309,0.23216467138748,0.152671085187455,0.00150365610795162,0.00294745790634699
0.1,83,8643,0.240573975659867,0.14644171854893,0.0015751886010747,0.00308774538346932
0.1,84,9079,0.236717729751106,0.139654616586835,0.00146567030430085,0.00287304407014209
0.1,85,9247,0.238653627732062,0.147508405195262,0.00153396813730567,0.00300691592755608
0.1,86,9065,0.235493548518419,0.144029812425082,0.00151275463017641,0.002965340569578
0.1,87,10161,0.231966999172946,0.139514764680686,0.00138405052761685,0.00271301238846567
0.1,88,7826,0.25629622219796,0.168085358121932,0.00190002782926403,0.00372456222575199
0.1,89,9804,0.241283907976232,0.145880889683625,0.00147331887250872,0.00288800850607246
0.1,90,8278,0.244473740490488,0.157089698187841,0.0017265731952046,0.00338451620361209
0.1,91,8530,0.246878177311466,0.158690129456795,0.00171820666301028,0.00336810114922866
0.1,92,8742,0.242463562317892,0.1399188932833,0.00149648014908571,0.00293345338959481
0.1,93,8722,0.240975216271846,0.144096652798396,0.00154292867929474,0.00302450440416898
0.1,94,8147,0.24298277679908,0.142659941261553,0.00158053159812013,0.00309824535705336
0.1,95,9255,0.247491897486233,0.155012018358883,0.00161130279175917,0.00315850855207017
0.1,96,9442,0.231090332461271,0.141333023192688,0.00145449305138116,0.00285111951780334
0.1,97,8766,0.240594383429101,0.14433286658193,0.00154157445108732,0.00302184769160315
0.1,98,7726,0.255164769328057,0.16726157214925,0.00190291251618282,0.00373022445310815
0.1,99,10108,0.229654372868745,0.146266158376162,0.00145482661762448,0.00285174928509304
0.1,100,8012,0.252316443632394,0.159679000581788,0.00178392805471332,0.00349696308549621
0.2,1,8179,0.237655797384311,0.13622164906617,0.00150624642570168,0.00295262574120092
0.2,2,7595,0.240086037962854,0.138523923707503,0.00158950132910402,0.0031158619766897
0.2,3,8630,0.223279808739191,0.133135012091119,0.0014331342797482,0.00280928562268934
0.2,4,7968,0.234407567903534,0.138164234576501,0.00154782184840874,0.00303413602899777
0.2,5,8028,0.241337176692524,0.140428223330492,0.00156729489629361,0.00307230481135086
0.2,6,7818,0.239471788801299,0.138247872628077,0.00156354586020676,0.00306496814492253
0.2,7,8616,0.247372596764453,0.146408030444559,0.00157729182780405,0.0030918695668811
0.2,8,8440,0.23919987251227,0.140280207275771,0.00152695126325222,0.00299319878100949
0.2,9,8538,0.226879657203017,0.13340167312164,0.00144372075944579,0.00283004193092467
0.2,10,8866,0.23818709157543,0.143083270133013,0.00151958498554885,0.00297873853817245
0.2,11,8134,0.23095387678638,0.135178402567594,0.00149883983167115,0.00293810934120007
0.2,12,8033,0.234015033935366,0.140309397349908,0.00156548126951915,0.00306874934402538
0.2,13,8125,0.236443619978739,0.135411009600922,0.00150225027193376,0.00294479516177901
0.2,14,8254,0.24638888891496,0.145739594298952,0.0016041512866394,0.00314453991691383
0.2,15,7810,0.238107588157121,0.139650606266432,0.00158021910629195,0.00309765265889134
0.2,16,9264,0.232950719320053,0.132809171690729,0.00137984020458754,0.00270479053040468
0.2,17,8736,0.2388514402879,0.140866201477902,0.00150712922406561,0.00295432836456734
0.2,18,7169,0.250872651632,0.151838258325832,0.00179329576681329,0.00351538871175227
0.2,19,8058,0.24211655018579,0.140225123464446,0.00156211211122288,0.00306214348785346
0.2,20,8234,0.243910676733881,0.141138921360284,0.00155539737878135,0.00304897108379526
0.2,21,8268,0.242087656988581,0.141775012337362,0.00155919150442376,0.00305640667855613
0.2,22,7943,0.237828380420301,0.138447751064704,0.00155343692553505,0.00304514450661858
0.2,23,9131,0.228845700171661,0.135388684576296,0.00141684779067964,0.00277733883246902
0.2,24,8858,0.237664778405118,0.140132100518379,0.00148891461858697,0.00291861787502979
0.2,25,7750,0.249491425637591,0.152580628525189,0.00173319947295473,0.00339753922647346
0.2,26,8637,0.236603047602292,0.140175220060511,0.0015083071395168,0.00295664205350511
0.2,27,8232,0.241958472078883,0.148063675044829,0.00163190864765112,0.00319895257875975
0.2,28,7474,0.247153087718335,0.145898322663319,0.00168761645872022,0.00330820329059117
0.2,29,8078,0.241043675327695,0.140089140441608,0.00155866414852958,0.00305538345308523
0.2,30,7755,0.237306025763834,0.139528515440564,0.00158442640830461,0.00310590351278303
0.2,31,8029,0.244429428904036,0.142696038883887,0.00159250640854188,0.0031217258607364
0.2,32,7822,0.240943176889062,0.144374878275566,0.00163242307569685,0.00319998565894957
0.2,33,7898,0.240377155945197,0.141455140021198,0.00159169615889645,0.00312014536584693
0.2,34,7237,0.244488566666841,0.141591840029412,0.00166440472212335,0.00326271906406492
0.2,35,7457,0.238917107317078,0.141506486311415,0.00163868046246564,0.00321227614983079
0.2,36,7445,0.23544685530532,0.137861483479224,0.00159775651253569,0.00313205447878763
0.2,37,8255,0.232236877049181,0.137268332896364,0.00151081685223959,0.0029615809020989
0.2,38,7959,0.239621475544879,0.138674591354533,0.00155441737621792,0.00304706551376192
0.2,39,7672,0.245695227307182,0.149182384996161,0.00170319058966289,0.0033387190111559
0.2,40,7797,0.24658516915179,0.139651531611374,0.00158154639305409,0.00310025529782608
0.2,41,8643,0.23634489752815,0.143575663193995,0.00154436010650446,0.00302731418067644
0.2,42,7850,0.237461344294479,0.138254705291297,0.00156043287866322,0.00305886393711099
0.2,43,7918,0.242156411684971,0.141705039421854,0.00159249305319347,0.00312170628052237
0.2,44,8489,0.236539287272145,0.1392818274471,0.00151170200648628,0.00296330404578868
0.2,45,8162,0.237829099618379,0.142075656053848,0.00157261123826905,0.00308271858809576
0.2,46,8937,0.244030713087448,0.147247265534954,0.00155758357733113,0.0030532212667107
0.2,47,8093,0.228951895581439,0.134532287275055,0.00149544951350116,0.00293146566139774
0.2,48,8535,0.230286709565236,0.137490679265709,0.00148823493449897,0.00291730062762263
0.2,49,7930,0.239667060516216,0.14069364486127,0.00157993015091144,0.0030970789628648
0.2,50,7629,0.238378676099326,0.140028236140389,0.00160317824478262,0.00314267027905434
0.2,51,7927,0.239873294828096,0.141632707511027,0.00159077635939871,0.00311834056662328
0.2,52,8623,0.237503542302005,0.137803354120943,0.00148398870466943,0.00290897277805404
0.2,53,7909,0.23888633519703,0.141690619604435,0.00159323673633294,0.00312316463905299
0.2,54,7492,0.236308922033811,0.135306443061736,0.00156321816529352,0.0030643464269749
0.2,55,8311,0.247267229494845,0.145766438612551,0.00159893534191487,0.00313431220018133
0.2,56,7482,0.243930275205264,0.144099603471173,0.00166591920102857,0.00326566999244839
0.2,57,7863,0.24020972401131,0.141627301197945,0.00159717624269342,0.00313088991578518
0.2,58,7643,0.239300576111773,0.143579553838739,0.00164233092111367,0.00321941935676572
0.2,59,7344,0.243010312809012,0.137483950930569,0.00160430031967967,0.00314488922530896
0.2,60,8198,0.23767405591624,0.138403233607835,0.00152859445542674,0.0029964325301412
0.2,61,7790,0.242910747164094,0.144190526136575,0.00163368378191724,0.00320245901662897
0.2,62,7895,0.246817570108775,0.14559294055931,0.00163856717482378,0.00321202513835239
0.2,63,7732,0.237462306378172,0.143460668391964,0.00163149943314278,0.00319818083534251
0.2,64,7637,0.242963301144516,0.138970302961899,0.00159023244139556,0.00311729242566317
0.2,65,8353,0.2415849280818,0.138272434239574,0.0015129144392949,0.00296568759656065
0.2,66,7882,0.236593610741496,0.137506000746286,0.00154882887226748,0.00303611509347546
0.2,67,8459,0.240024192561691,0.136386058730976,0.00148289522554068,0.0029068372108564
0.2,68,8019,0.228556414385333,0.131542339295241,0.00146894472554862,0.00287951343588717
0.2,69,7521,0.242244468964409,0.135279188917887,0.00155988720721286,0.00305781490846106
0.2,70,8655,0.239210809228613,0.13845259580482,0.00148822147294135,0.00291726850166784
0.2,71,8031,0.242011664007384,0.148348507542932,0.00165538253354444,0.00324497926198557
0.2,72,8593,0.239173477332166,0.141347382238639,0.00152480870919637,0.00298899121488232
0.2,73,8090,0.233789650169419,0.134773485081802,0.00149840839668305,0.00293726599639439
0.2,74,8109,0.245129143852283,0.144841977935149,0.00160846196848969,0.00315299820807638
0.2,75,7693,0.246211460234989,0.1442999659409,0.00164519871780796,0.00322503770458885
0.2,76,8039,0.246273950374931,0.147886643125468,0.00164940739243739,0.00323326595002129
0.2,77,8355,0.235440287307387,0.14189571386254,0.00155237289121023,0.00304303584483856
0.2,78,8288,0.238687732941938,0.141163214083518,0.00155058888623344,0.00303954231363192
0.2,79,7856,0.242021172919461,0.150533153709875,0.00169836653154992,0.0033292502320178
0.2,80,8446,0.238298940114161,0.13722667322065,0.00149318286088052,0.00292700413633083
0.2,81,8230,0.23821460288017,0.143433253539086,0.00158106575483716,0.00309928779511735
0.2,82,7370,0.241895240983043,0.145256452361251,0.00169200518331851,0.00331681400904119
0.2,83,8044,0.24245372046611,0.148807005521548,0.00165915647555593,0.00325237637501074
0.2,84,7221,0.240759871295294,0.137704054406312,0.00162049634130431,0.00317664699933534
0.2,85,7263,0.244032984060357,0.144096700651916,0.00169081469986298,0.00331448834373601
0.2,86,8651,0.237065216996675,0.145319890668672,0.00156239883497094,0.00306267399443167
0.2,87,7389,0.242774712556573,0.136059865311093,0.0015828406801765,0.00310281905507725
0.2,88,8005,0.240607656474782,0.141609130389683,0.00158274367878846,0.00310258977953384
0.2,89,7751,0.240599642885344,0.146883224505674,0.00166837367866773,0.0032704630897254
0.2,90,7208,0.241354648115674,0.140591371473359,0.00165596547700662,0.00324617786564051
0.2,91,8796,0.238214208050044,0.143378327986714,0.00152876559805024,0.00299673792199986
0.2,92,9066,0.244895883219008,0.149604870219289,0.00157122316843206,0.00307995205807171
0.2,93,9690,0.233209644982,0.134814152680305,0.00136953645796353,0.00268457749393786
0.2,94,8117,0.245258496066942,0.142809257406813,0.00158510701468656,0.0031072160481901
0.2,95,8794,0.230887846235095,0.138134604157283,0.00147302208023561,0.00288746768740022
0.2,96,7185,0.240449075352017,0.141396832626893,0.00166811618012211,0.00326999856484047
0.2,97,8025,0.240594466012073,0.144969783297707,0.00161828485296743,0.00317225854049532
0.2,98,8003,0.235167762787172,0.141119609216865,0.00157746944803783,0.00309225103066783
0.2,99,8118,0.242799907915417,0.143866249601817,0.001596740712666,0.00313002102069833
0.2,100,8011,0.242725424441782,0.145808417382611,0.0016290680652312,0.00319339727871513
0.3,1,6943,0.243813150635912,0.140535004813883,0.00168659547281782,0.00330624283779892
0.3,2,8200,0.239485957731665,0.140147366917404,0.00154766876040604,0.00303382289268373
0.3,3,7664,0.242771768595379,0.139851971347015,0.00159749991789943,0.003131536926804
0.3,4,7117,0.242976781919161,0.143342961923844,0.0016991350208796,0.00333080998361922
0.3,5,6972,0.240967960542427,0.139021575741371,0.00166495890080429,0.00326382617308388
0.3,6,7133,0.242557516491499,0.14042863750586,0.00166272172070482,0.00325942784158741
0.3,7,7451,0.244918928365401,0.141622972105088,0.00164068959006449,0.00321621502746071
0.3,8,7683,0.238574619417306,0.144302330288304,0.00164629601835891,0.00322718937375664
0.3,9,7149,0.250672332169219,0.146518072671492,0.00173288023681516,0.00339695805601145
0.3,10,7107,0.243686045585859,0.140886333279881,0.00167118953939384,0.00327602931287859
0.3,11,8319,0.240341013131347,0.138100578736681,0.00151411874609677,0.0029680500950347
0.3,12,7258,0.238707714902502,0.132903997855541,0.00156001783371123,0.0030580888137191
0.3,13,7549,0.244355824218969,0.138166330121908,0.00159022109264946,0.0031172759405998
0.3,14,7634,0.244217728457221,0.139670766164544,0.00159856182584678,0.0031336205025379
0.3,15,7553,0.241904343557806,0.144393972286303,0.00166145782576457,0.00325691948783492
0.3,16,7342,0.236111668011777,0.136322359939848,0.00159096236265527,0.00311874314025628
0.3,17,7313,0.240729219643752,0.131433524064195,0.00153694513958234,0.00301285584026648
0.3,18,7680,0.240097623138371,0.140504257814549,0.00160327815480312,0.00314286281761777
0.3,19,7701,0.241516425074776,0.140023822912793,0.0015956159496609,0.00312784145926798
0.3,20,7141,0.243185560738377,0.144643080725868,0.00171166254189098,0.00335536573194437
0.3,21,7161,0.237762567676407,0.136389880310522,0.00161174121384791,0.0031594888268965
0.3,22,7283,0.248804629496141,0.146069441158624,0.00171160762577619,0.00335524698702872
0.3,23,8028,0.238668139043412,0.135624136997447,0.00151367732702895,0.0029672004583575
0.3,24,7842,0.238480146899346,0.140171703599091,0.00158287613997603,0.00310285919348483
0.3,25,7516,0.240726117703998,0.14270656517921,0.00164607859469748,0.00322677446368532
0.3,26,7467,0.233828385773337,0.131477463732892,0.00152152202022179,0.00298261189174947
0.3,27,6748,0.253039148672805,0.141906702944944,0.00172748932695225,0.00338642436353966
0.3,28,7697,0.238219864239802,0.134494032620301,0.00153300041431707,0.00300509821664985
0.3,29,7471,0.240240527566925,0.136832523011798,0.00158306944513709,0.00310326191788632
0.3,30,7761,0.242065059897225,0.140364932018641,0.00159330815119245,0.00312331374965773
0.3,31,7508,0.245758303825798,0.141996505494904,0.0016387606406983,0.0032124297784287
0.3,32,7573,0.243092327891797,0.139808298707179,0.00160656748275326,0.0031493178139029
0.3,33,8474,0.233937143570687,0.134169724677794,0.00145750582378012,0.00285706705177381
0.3,34,7231,0.234770855590023,0.138322498804741,0.00162664823064745,0.00318870576306218
0.3,35,7205,0.245306113107697,0.144174528314076,0.00169852344802236,0.00332960419977189
0.3,36,8534,0.236452125095575,0.138689560880696,0.00150129989364816,0.00294291115822416
0.3,37,7320,0.235690324026697,0.139135283041612,0.0016262291268751,0.00318787770657692
0.3,38,8033,0.234187063822081,0.135254192174004,0.00150907856830364,0.0029581854198658
0.3,39,7550,0.236001186446966,0.143027898341367,0.00164606613950421,0.00322674770697999
0.3,40,8277,0.239222840935504,0.140787905056291,0.00154749362651991,0.00303347541885098
0.3,41,8646,0.244999163290591,0.144330436333932,0.00155220939936294,0.00304270051904634
0.3,42,7163,0.243945224797079,0.140318513488707,0.00165793499909213,0.00325004213643535
0.3,43,8113,0.239089595148807,0.138373290024763,0.00153624870234889,0.00301144145398294
0.3,44,8234,0.242351672538254,0.141656161066742,0.00156109753063084,0.00306014481881592
0.3,45,7854,0.24201151358575,0.143788646287589,0.00162247923232781,0.00318049106146193
0.3,46,6751,0.247118779150354,0.14098459720595,0.00171588277229021,0.00336367158455554
0.3,47,7676,0.243545577751824,0.145143954559645,0.00165665268444699,0.00324749173175773
0.3,48,8143,0.239741729342313,0.144254116240011,0.001598585969944,0.00313363676291523
0.3,49,8094,0.241388230232878,0.143526509394929,0.00159532996568685,0.00312725697814701
0.3,50,8035,0.241637888242495,0.142805318019771,0.00159313082290294,0.00312294952324992
0.3,51,7992,0.245690047972741,0.141400967971611,0.00158170193112119,0.00310054844569493
0.3,52,7721,0.242857778329476,0.137511279066825,0.00156495388822472,0.00306773422565497
0.3,53,8737,0.243931814111822,0.141507418963461,0.00151390297294112,0.00296760646120783
0.3,54,7320,0.241676678643844,0.139563987071806,0.00163123986869032,0.00319770020444157
0.3,55,8650,0.235568027147744,0.145400168410994,0.00156335229606516,0.00306454305494659
0.3,56,7123,0.257298885403238,0.14772239862824,0.00175030961567785,0.00343112691760636
0.3,57,7697,0.236931076207424,0.134877281894007,0.00153736879619938,0.00301366143456003
0.3,58,7881,0.241840500869032,0.142427223415092,0.00160436191565939,0.00314497463838549
0.3,59,7882,0.238676589151066,0.140968734723781,0.00158783213272316,0.00311257182144882
0.3,60,7122,0.248420600404294,0.14567766190075,0.00172620344034203,0.0033838717320328
0.3,61,7680,0.242210688305877,0.136744637227875,0.00156037755057433,0.00305876592308948
0.3,62,7780,0.245404304499158,0.135101525110099,0.00153168850521308,0.00300252147844614
0.3,63,7223,0.235024781560665,0.130324362140227,0.00153344004541174,0.00300599104643169
0.3,64,6754,0.248744114813133,0.143632028845577,0.00174771561678489,0.00342607372987305
0.3,65,7016,0.241324334142319,0.140219311702967,0.00167402924500158,0.00328160323383899
0.3,66,8143,0.239365414034375,0.138999746038411,0.00154035842882348,0.00301949591162538
0.3,67,7520,0.238622812979842,0.13802621638044,0.0015916686517138,0.00312011548927132
0.3,68,7509,0.241884509051,0.138728809309736,0.00160094203076498,0.00313829464473635
0.3,69,6553,0.246769250268622,0.143098342055812,0.00176772424329245,0.00346531600453127
0.3,70,7886,0.237125749665533,0.137397677223417,0.00154721620158091,0.00303295359517275
0.3,71,6810,0.243754634961622,0.136706436118665,0.00165659141210109,0.00324743676593216
0.3,72,8296,0.247976883762944,0.144831121324093,0.00159011129108377,0.00311701568006453
0.3,73,8128,0.233560452695704,0.135442391248379,0.00150232109406417,0.00294493382930234
0.3,74,7677,0.236615648222748,0.132442643272168,0.00151158324526806,0.00296311594825512
0.3,75,7671,0.237245432483176,0.134050749659561,0.00153053496569883,0.00300026686582773
0.3,76,7100,0.241069060929453,0.138030253547322,0.00163811773185809,0.00321119925806877
0.3,77,7396,0.244101174405579,0.141437773534114,0.00164462527365249,0.00322393397514845
0.3,78,8041,0.241656628890475,0.143354899339352,0.00159866515502785,0.00313379789692508
0.3,79,8166,0.239209579102973,0.141145160514093,0.00156192905656138,0.00306177856859042
0.3,80,7507,0.239567557718259,0.141197347969651,0.00162964621298432,0.003194563016313
0.3,81,8224,0.237552345553751,0.134361847228318,0.00148161175542021,0.0029043331749584
0.3,82,7744,0.248528254394009,0.141890833730489,0.00161239583784647,0.00316073184669315
0.3,83,7550,0.228974404454532,0.13477020981649,0.00155103082381405,0.00304045204143783
0.3,84,7544,0.233073792880677,0.133634545533016,0.00153857227133532,0.00301603019627915
0.3,85,8163,0.243268166624558,0.140477743577513,0.0015548289721072,0.00304786076169276
0.3,86,7520,0.244256320237676,0.138031915871058,0.00159173437618836,0.00312024432761395
0.3,87,7894,0.236083801864044,0.138908757651672,0.00156343944962181,0.00306475498179305
0.3,88,7459,0.243911230637559,0.143675429736504,0.00166357429517802,0.00326107494511827
0.3,89,7614,0.242616697255262,0.143447055227223,0.00164393711638463,0.00322256988488517
0.3,90,8008,0.235974387551113,0.135942989786599,0.00151912945620517,0.00297788916847086
0.3,91,8594,0.242483166094459,0.14182705819962,0.00152989427726217,0.00299896010029312
0.3,92,8628,0.231910704149439,0.134129790674425,0.00144400992619192,0.00283060458041421
0.3,93,7426,0.245643989911157,0.14886294682025,0.00172746453241367,0.00338632027768504
0.3,94,8138,0.240091854823433,0.139046590644075,0.00154135083446486,0.00302144155616937
0.3,95,8409,0.243765936310449,0.138975946188045,0.00151554020935044,0.00297083188934813
0.3,96,7731,0.232917579056294,0.132152125406524,0.00150299077728663,0.00294626911866305
0.3,97,7650,0.240902069309782,0.143832831970372,0.0016444751453306,0.00322362215741235
0.3,98,7407,0.245358901473705,0.144086548276864,0.00167418044626175,0.00328186973371301
0.3,99,7778,0.238113737047645,0.137486826166829,0.00155893180364044,0.00305592579382457
0.3,100,8027,0.238655312101141,0.138737535975456,0.0015485218778071,0.00303550487933933
0.4,1,6924,0.239969695943897,0.137160628684724,0.00164835571227412,0.00323128276100518
0.4,2,7329,0.237895885738224,0.137433044364374,0.00160534657599022,0.00314694125001598
0.4,3,7276,0.238764077533694,0.142067959343404,0.00166551978887214,0.00326490199223462
0.4,4,7178,0.242411772924796,0.141714051586454,0.00167267354299102,0.00327893287599113
0.4,5,7616,0.241830833093722,0.138296096922244,0.00158469780241861,0.00310644437098411
0.4,6,7869,0.234774420716794,0.134593914831327,0.00151727971853089,0.00297427114516564
0.4,7,6550,0.234439852883523,0.132543407024446,0.00163771180650554,0.00321044950068723
0.4,8,6936,0.238399351939389,0.134450393591972,0.00161438656870929,0.00316469186343807
0.4,9,7165,0.24266439134689,0.140884392065057,0.00166438880091336,0.0032626933396596
0.4,10,7287,0.243199131725908,0.144004263860364,0.0016869451681278,0.00330690112081257
0.4,11,7789,0.232525492206989,0.133511251476929,0.0015127843217138,0.00296546366046513
0.4,12,7509,0.243141453413277,0.141865981747413,0.00163714526236644,0.00320926311559517
0.4,13,7261,0.24279524047093,0.139715609631917,0.00163963323091255,0.00321415793337313
0.4,14,7028,0.231931972758335,0.131359655517372,0.00156691747649665,0.00307163089179217
0.4,15,7821,0.234447109782463,0.137748011555281,0.00155759374840085,0.00305330023215854
0.4,16,7112,0.238534120646555,0.138172350955725,0.00163842012199309,0.00321179110866135
0.4,17,6987,0.242705166557841,0.137015784586099,0.00163917465476986,0.00321328000532982
0.4,18,7590,0.236947946072522,0.136909395561181,0.00157149268990681,0.00308056038943578
0.4,19,7863,0.243504861404103,0.138028460317448,0.00155659096635938,0.00305133198785774
0.4,20,7689,0.239822911372453,0.138936754531608,0.00158446342786548,0.00310598024391311
0.4,21,7329,0.24441622819789,0.13999794883992,0.00163530706065097,0.00320567242150226
0.4,22,7277,0.242550747625103,0.144200113941,0.00169039973548079,0.00331367383005631
0.4,23,7472,0.24224837513438,0.14172632007896,0.00163957798840905,0.00321403450625493
0.4,24,6647,0.242749153014236,0.136713268413292,0.00167686394453089,0.00328719159734841
