"z","replicate","N","perccom","sd","se","ci"
1.4,40,5458,0.255602815405614,0.143682024890493,0.00194484804271183,0.0038126777693201
1.4,41,6026,0.257587028825549,0.15159457293083,0.00195285091800313,0.00382828652986937
1.4,42,5300,0.257995962216967,0.150974681643463,0.00207379674125198,0.00406549553576129
1.4,43,5827,0.266224917253969,0.156290803946985,0.00204743873862743,0.00401374004890108
1.4,44,6533,0.249566164818671,0.14272360813977,0.0017657917658374,0.00346152967676885
1.4,45,6190,0.251771159418575,0.144296199688654,0.00183404323261294,0.00359536181410566
1.4,46,5682,0.260185614431826,0.15432405383197,0.00204730717409628,0.00401350341985436
1.4,47,5636,0.262568270594405,0.153629890716877,0.00204639859709271,0.00401172924089654
1.4,48,6039,0.260347262740761,0.144307518257733,0.0018569766511132,0.00364033708809068
1.4,49,6359,0.247817736013138,0.148196591599907,0.00185841970999506,0.00364312923556837
1.4,50,5568,0.262686490031032,0.15869740656267,0.00212676848527611,0.00416929611028296
1.4,51,5566,0.261985096537051,0.147532155755666,0.00197749360366948,0.00387665939726334
1.4,52,5841,0.262378076860089,0.150624539356315,0.00197084345133149,0.00386358292485243
1.4,53,6186,0.261490443530296,0.143292972322488,0.00182188069289283,0.00357151946324686
1.4,54,5998,0.24770149267814,0.146546770965646,0.0018922260752659,0.0037094436264952
1.4,55,5604,0.247761319472799,0.143018538446881,0.00191048341638337,0.00374528774635643
1.4,56,5176,0.26305724743935,0.148500261582198,0.00206409691538864,0.00404650203480172
1.4,57,5404,0.269014751434228,0.15772610915943,0.00214558596649778,0.00420621348046094
1.4,58,6198,0.245984601153762,0.149852039622823,0.0019034298359083,0.00373138271665329
1.4,59,5833,0.260689222774998,0.157629498216522,0.00206391356218741,0.00404603595447307
1.4,60,5818,0.267409518427098,0.159586267393518,0.00209222630740108,0.00410154162992309
1.4,61,6518,0.239946965002497,0.148931861225142,0.00184471992617086,0.00361625624108169
1.4,62,6126,0.256733048515618,0.149853050349277,0.00191459575408604,0.00375328040832228
1.4,63,6438,0.24515884114208,0.14238657282687,0.00177457169755176,0.00347875073101726
1.4,64,6032,0.245956442739178,0.142638917749982,0.00183656950388141,0.00360033263297534
1.4,65,5785,0.258202823788724,0.154079065406848,0.0020257784826972,0.00397128389798673
1.4,66,5150,0.267330849571141,0.161840751604549,0.00225519589401317,0.00442114199482185
1.4,67,5765,0.257806906553137,0.15619703438234,0.00205718395375157,0.00403285330240753
1.4,68,6707,0.244042188618225,0.151420945734065,0.00184893567065186,0.00362450150780653
1.4,69,5342,0.267568805007278,0.152075423644757,0.00208068862603339,0.00407899913956982
1.4,70,6444,0.24376748124878,0.146021561272726,0.00181902731989437,0.00356589791176341
1.4,71,5401,0.264482537712713,0.148850238423092,0.00202540764998165,0.003970616024851
1.4,72,5925,0.254638421422487,0.15007519205132,0.00194968625710334,0.00382209575555613
1.4,73,5843,0.260247413781869,0.159682749132549,0.00208900778169567,0.00409522847540675
1.4,74,5881,0.256712844199973,0.14817414364993,0.00193217668043917,0.00378777639501582
1.4,75,5962,0.254916768912517,0.150368012971123,0.00194741932317508,0.00381764689627177
1.4,76,5455,0.266524947078945,0.156463325336317,0.0021184351736221,0.0041529782792523
1.4,77,5702,0.260714080293572,0.153689616368799,0.00203531165734992,0.00398998464607269
1.4,78,6369,0.251037343452077,0.150109107116554,0.00188092473320725,0.00368724556660042
1.4,79,5336,0.26241796944102,0.152827062740056,0.00209214776992044,0.00410146478528602
1.4,80,6380,0.240374375844007,0.142541854732595,0.00178456374684488,0.00349834445292545
1.4,81,5872,0.252907304293118,0.142138418758991,0.00185489126605137,0.00363626972702515
1.4,82,5023,0.279842889221774,0.171919823578083,0.00242574065930209,0.00475551046075379
1.4,83,5939,0.256475835094716,0.151259104220707,0.00196274943706378,0.00384770249615828
1.4,84,6165,0.247015247193134,0.139456943553377,0.00177612530634872,0.00348182532234612
1.4,85,5836,0.262568368035827,0.154549875191685,0.0020230704987554,0.00396596798081719
1.4,86,5046,0.280568605641611,0.167821621002012,0.00236251344403261,0.0046315524317107
1.4,87,5932,0.264384228246357,0.161311213732167,0.00209442101925351,0.00410582765721262
1.4,88,6501,0.252114296243676,0.145709212452504,0.00180716134231017,0.00354263081621097
1.4,89,5455,0.27749235344687,0.164562735199043,0.00222809713243512,0.00436795947796043
1.4,90,5632,0.273555949974968,0.164139388892924,0.00218716470588396,0.00428768567217414
1.4,91,5911,0.262118423103551,0.146932221906588,0.001911113878574,0.00374648164703344
1.4,92,5210,0.268168717032469,0.16008124393201,0.0022177959636616,0.00434781046829498
1.4,93,5439,0.261062976909316,0.15660192282281,0.00212342810282122,0.00416276913153285
1.4,94,6374,0.249109096105808,0.145325328234963,0.001820267784713,0.00356833699916997
1.4,95,5666,0.264771754602199,0.15465656188762,0.0020546131634647,0.00402782837158007
1.4,96,5921,0.253090862224911,0.146889758775405,0.00190894751108664,0.00374223348016384
1.4,97,5877,0.25116253136283,0.141937562854137,0.00185148201835171,0.00362958570963108
1.4,98,5982,0.245038212820235,0.142585475988781,0.00184353796376136,0.00361399936943138
1.4,99,6558,0.258934082304092,0.149272913164327,0.00184329694068889,0.00361346262798123
1.4,100,5414,0.264477287527006,0.159117044135099,0.00216250727279542,0.00423938430772476
1.5,1,5717,0.255297664506356,0.155488835340221,0.00205643560431459,0.00403139336664857
1.5,2,5837,0.276911611874969,0.159973399049825,0.00209388548315711,0.00410479145021662
1.5,3,5149,0.265353221186307,0.159720105874248,0.00222586152972742,0.00436363437842162
1.5,4,5038,0.278552001119382,0.170409321410269,0.00240084578948018,0.0047067022710721
1.5,5,5333,0.270390036564853,0.164922274707909,0.0022583618272245,0.00442731284213033
1.5,6,5416,0.261035659626265,0.15856023333157,0.00215454192003428,0.00422376866266804
1.5,7,5722,0.257443895377079,0.149605399620408,0.00197775887395458,0.00387715643160536
1.5,8,4974,0.289689396310148,0.172823103267808,0.00245046728445134,0.00480399684946044
1.5,9,6654,0.246865437771918,0.143681276545586,0.00176140319426576,0.00345291500180472
1.5,10,6537,0.261794474272381,0.156181058258562,0.00193169750437173,0.00378675878372559
1.5,11,4808,0.281752283582566,0.161940707550303,0.00233546736487019,0.00457858476881301
1.5,12,5811,0.257038412508035,0.151711910292029,0.00199018862241471,0.00390151079934433
1.5,13,6278,0.251762149977082,0.148446708354446,0.00187352682792943,0.00367275330441513
1.5,14,6269,0.239326542963993,0.139492591659186,0.00176178134992161,0.00345369490843419
1.5,15,6099,0.250514384152734,0.140948596875762,0.00180480979878203,0.00353806445674762
1.5,16,5812,0.256064376765968,0.14792240964901,0.00194031021478234,0.00380373041044837
1.5,17,5981,0.247053024740579,0.144920523768953,0.00187388525451187,0.00367349112984786
1.5,18,6135,0.250853847121286,0.153301087869915,0.00195721237579389,0.00383682284838267
1.5,19,5778,0.257655616737606,0.148182174697498,0.00194942798091277,0.00382160931237653
1.5,20,5220,0.268841268556025,0.156426473155371,0.00216508525416933,0.00424447347506371
1.5,21,5271,0.27249841548571,0.164533656032683,0.0022662522066654,0.0044427930804467
1.5,22,4960,0.283920349543173,0.170933988359032,0.00242709953908905,0.00475818903057155
1.5,23,5661,0.259812706381334,0.1491142567952,0.00198185825894686,0.00388520163929078
1.5,24,6236,0.248291552676037,0.14690064952629,0.00186024721398014,0.00364672545724768
1.5,25,5634,0.250313936277179,0.14693845401317,0.00195761392164076,0.00383767738212744
1.5,26,5888,0.258977243942053,0.146907053605494,0.00191451488771255,0.00375315187151189
1.5,27,6203,0.249110507396122,0.144075722014777,0.00182932097522146,0.0035861030789613
1.5,28,6541,0.247788453999006,0.138452604445245,0.00171190261426294,0.00335588854487255
1.5,29,5560,0.26002260501348,0.151116417745577,0.00202662900603527,0.003972984899242
1.5,30,5315,0.270389299581929,0.163642977289524,0.00224463503859266,0.00440040610648173
1.5,31,6067,0.243128933752446,0.139383939275522,0.0017894754182766,0.00350800733045765
1.5,32,5529,0.269007556271767,0.15696730697463,0.00211098871842118,0.00413836795897394
1.5,33,6157,0.254674082513956,0.145041737823528,0.00184845302320467,0.00362361380866415
1.5,34,5708,0.26668834132422,0.157791155082165,0.0020885297846107,0.00409431149424017
1.5,35,6168,0.255325404975414,0.152206523138952,0.00193803262149179,0.00379921978941022
1.5,36,5201,0.265936196327835,0.161708961065,0.0022422842169663,0.00439581948597874
1.5,37,5956,0.25703417413973,0.157264280901317,0.00203775866678346,0.00399474553264507
1.5,38,5568,0.259367528709013,0.151929984265206,0.00203607550685545,0.00399150248357792
1.5,39,5908,0.259316722002085,0.150617267457583,0.00195954174967478,0.00384141837270998
1.5,40,5974,0.268563366538351,0.163330639334677,0.00211317299925644,0.00414258241886209
1.5,41,5685,0.264691112042113,0.159928871916415,0.00212110241961267,0.00415816979747888
1.5,42,5468,0.263992340887196,0.153286604134746,0.00207295536122224,0.00406381755373741
1.5,43,5505,0.271530965858182,0.160268038059781,0.00216007215640954,0.00423459484149306
1.5,44,6038,0.264562733926981,0.154002176145309,0.00198189345467889,0.00388521874144104
1.5,45,5844,0.254129831631465,0.151143007405993,0.00197711966533873,0.00387588621572981
1.5,46,5626,0.249231551092479,0.148787005773635,0.00198365042700202,0.00388872015081486
1.5,47,6045,0.253278679443089,0.151021374613974,0.00194240714245991,0.00380781058783686
1.5,48,5880,0.253043961142799,0.141653340165144,0.00184730308939052,0.00362139309117785
1.5,49,5837,0.269688419187684,0.157000313272018,0.00205497088118386,0.00402850441028381
1.5,50,5625,0.268574750729529,0.151438252376259,0.00201917669835012,0.00395836550055844
1.5,51,6803,0.229008762957829,0.133445796211003,0.00161791112681944,0.00317161190150822
1.5,52,6232,0.248561456980571,0.145010812536034,0.00183690486211409,0.00360096685419422
1.5,53,6010,0.256203614010211,0.143565786586282,0.00185188374114175,0.00363035667941227
1.5,54,6205,0.255971877250851,0.146410961769333,0.00185867176051377,0.00364364056063429
1.5,55,5575,0.27274486167566,0.169652928684125,0.00227216007974794,0.00445431915174811
1.5,56,5906,0.263779744361831,0.150573595618353,0.00195930523985736,0.00384095499359854
1.5,57,5318,0.264077243974873,0.158213871510076,0.00216955363657758,0.00425321519062729
1.5,58,5430,0.261728063415178,0.154447654167625,0.00209595233337308,0.00410890714074365
1.5,59,6631,0.252055737217344,0.147295280232124,0.001808836517176,0.00354590176106791
1.5,60,5356,0.274502080328689,0.163511626075451,0.00223423244024815,0.00438000510349412
1.5,61,5397,0.263772022486229,0.151980383028313,0.0020687657888443,0.00405561614130005
1.5,62,5566,0.251067056277428,0.145772414759031,0.00195390636231769,0.00383041919670225
1.5,63,5630,0.260628278932545,0.155970708493413,0.0020786857914382,0.0040750255075637
1.5,64,6078,0.250332869527095,0.143287262847031,0.00183792268741151,0.00360297988187008
1.5,65,7254,0.239240719020403,0.136108642393333,0.0015980741500297,0.00313269055371325
1.5,66,5403,0.266128470330384,0.154721016646226,0.00210490173774635,0.00412645616154962
1.5,67,5583,0.256315517834384,0.15543938258893,0.0020803061292013,0.00407820937927555
1.5,68,5551,0.257146914930489,0.150550870729679,0.00202068053506732,0.00396132497030849
1.5,69,5542,0.247216825805863,0.139233778963924,0.00187030032714239,0.00366652218609546
1.5,70,5343,0.258809121644773,0.150938883672562,0.00206494527533787,0.00404813557328158
1.5,71,5327,0.270198616557344,0.164217749295097,0.00224998046353019,0.00441088306957421
1.5,72,6396,0.247139101889562,0.147202428287166,0.00184060563275123,0.00360820366287753
1.5,73,6614,0.239984814848623,0.137035457342016,0.00168500369770647,0.00330315112885075
1.5,74,6001,0.25247872929105,0.147242433988661,0.00190073326113789,0.00372612039423146
1.5,75,5264,0.273187176503543,0.164584845192951,0.00226846406012855,0.00444713058822797
1.5,76,5401,0.26426165330072,0.149246031663643,0.0020307932151357,0.00398117390504057
1.5,77,5519,0.262440672517381,0.155573316686401,0.00209413614851502,0.00410533192460802
1.5,78,6193,0.257009628002614,0.150139357980995,0.00190784906886941,0.00374004653611993
1.5,79,5178,0.26431581623755,0.158142731187292,0.00219769900681619,0.00430841819148344
1.5,80,6399,0.24953058531069,0.140823421389142,0.00176043030635478,0.00345103285721962
1.5,81,6203,0.253250454610091,0.141866452060701,0.00180127000445135,0.00353111345493735
1.5,82,6280,0.248962768304042,0.141325872548578,0.00178337163016478,0.00349601807013546
1.5,83,5332,0.263966871934581,0.160775867557419,0.00220178947497954,0.00431640807770699
1.5,84,5735,0.256987816845502,0.142747720238225,0.00188496143784997,0.00369523653876682
1.5,85,6138,0.256049717143401,0.148917569387931,0.00190078281589401,0.0037262007559497
1.5,86,5867,0.244713129118387,0.137342439711678,0.00179306780891558,0.00351507360962893
1.5,87,6702,0.249867515149683,0.141708531759401,0.00173098692157987,0.00339328493247887
1.5,88,5880,0.250740122878755,0.151000641800518,0.00196920137409289,0.0038603585368499
1.5,89,5342,0.261078081721099,0.152625547495207,0.0020882153940746,0.00409375467770257
1.5,90,5380,0.259696873121048,0.148378230742683,0.00202292159428908,0.00396574582387764
1.5,91,5895,0.248894658493895,0.143572157263559,0.00186994279671535,0.00366577331840889
1.5,92,5164,0.27723948742539,0.164640351639807,0.00229109537273914,0.004491517360195
1.5,93,6177,0.258832863041581,0.145555981132784,0.00185200116415976,0.00363056709267085
1.5,94,5321,0.268441085784176,0.155230835332333,0.00212804773264371,0.00417184605539948
1.5,95,6328,0.241394999972742,0.140079900357444,0.00176093201335251,0.00345202370061575
1.5,96,6537,0.25515473597491,0.155408661055353,0.00192214424761665,0.00376803127652086
1.5,97,5322,0.260211684921961,0.15113982077778,0.00207176965535178,0.0040615177762015
1.5,98,5219,0.267664129424045,0.157744487994661,0.00218353694436594,0.00428064670263877
1.5,99,6178,0.248744615679232,0.145414934529173,0.00185005679106324,0.00362675532934114
1.5,100,5890,0.255829943650823,0.153086072423964,0.00199470204787468,0.00391034786373036
1.6,1,6059,0.260857033763348,0.153397444097213,0.00197068697972752,0.003863247364152
1.6,2,5870,0.259685316693376,0.149403450351938,0.0019500312746832,0.00382277943668119
1.6,3,6030,0.252317628634631,0.141463535704979,0.00182173772736066,0.00357125728779596
1.6,4,5086,0.272269778879619,0.159068167559906,0.00223046339457857,0.00437266872897606
1.6,5,5809,0.258024086597522,0.14112030063562,0.00185156432638008,0.00362975581913098
1.6,6,5563,0.265747084280514,0.159486292126337,0.00213830096201907,0.00419190508422481
1.6,7,5432,0.262673072827766,0.153577767495043,0.0020837637062532,0.00408501220796883
1.6,8,5396,0.260235146614627,0.155602378743874,0.0021182648583562,0.00415265447383343
1.6,9,5897,0.259291629838862,0.155553424191399,0.00202564815025623,0.00397101260924942
1.6,10,5067,0.275099452193016,0.163203366237108,0.00229273394066146,0.00449474982751968
1.6,11,5433,0.26945925882084,0.149081586789538,0.002022572761166,0.00396505326252732
1.6,12,6353,0.25580325727111,0.149154419707471,0.00187131413963661,0.00366840732505688
1.6,13,5463,0.261536616959865,0.154167620165231,0.00208582355761285,0.00408904516916062
1.6,14,5091,0.288907504865164,0.167245684731209,0.00234397714306747,0.00459520348228431
1.6,15,5571,0.264174212178146,0.153839169421369,0.00206110609346847,0.00404057172718515
1.6,16,5656,0.270540043558477,0.163467158070739,0.0021735809140794,0.0042610523176577
1.6,17,6703,0.247991699727095,0.150975409681931,0.0018440453914513,0.00361491539591581
1.6,18,6373,0.253564972781443,0.149330905825433,0.00187058626106591,0.00366697824382895
1.6,19,5786,0.255379032493804,0.147616841793948,0.00194064766865892,0.00380439550780138
1.6,20,5809,0.260913277169366,0.151523249098519,0.00198805587420358,0.0038973300983045
1.6,21,6069,0.262924998602211,0.154667523787801,0.00198536592523524,0.00389202203623988
1.6,22,5662,0.258105760070614,0.150100540638961,0.00199479065032585,0.00391055393435747
1.6,23,5960,0.249997967237816,0.148126950479565,0.00191871712674879,0.00376138045662144
1.6,24,5262,0.275481309331668,0.161601282213278,0.00222776502005978,0.00436734396835657
1.6,25,4978,0.287940087547773,0.175118255110557,0.00248201256132061,0.00486583855562898
1.6,26,5256,0.267231284961022,0.159305310152331,0.0021973668794616,0.00430775212927677
1.6,27,5481,0.248827554537252,0.151399433908087,0.00204500488741317,0.00400902139464098
1.6,28,5697,0.258776815804896,0.14792661349498,0.0019598516787731,0.00384205511538281
1.6,29,6003,0.253018376916722,0.148567887158818,0.00191752385476837,0.00375903574025133
1.6,30,5549,0.261411640766182,0.154271327866765,0.0020709893008915,0.00405995016708038
1.6,31,5262,0.27363361385722,0.164598476183649,0.00226908303309829,0.00444834442100906
1.6,32,5640,0.2605199314521,0.147744082589406,0.00196729978120033,0.00385666451605338
1.6,33,5491,0.251890677328221,0.143996374676098,0.00194323729241279,0.00380951497633241
1.6,34,5695,0.250954093792497,0.149453819376165,0.00198043299803935,0.0038824026232352
1.6,35,6060,0.244455361421727,0.141534117232371,0.00181812956241676,0.00356418045092408
1.6,36,6145,0.253430432171996,0.146375985504978,0.0018672776044726,0.00366051797156031
1.6,37,5101,0.272689940464569,0.16054670161342,0.00224788311836063,0.00440681580299538
1.6,38,7011,0.233670953715406,0.139193394142427,0.00166237363111157,0.00325875510924599
1.6,39,5589,0.248077900123936,0.14441105305854,0.00193167197971851,0.00378682773669838
1.6,40,6846,0.238187591270305,0.142896517175184,0.00172704318152775,0.00338554108084067
1.6,41,4893,0.270376960455674,0.162732846105999,0.00232641726488728,0.00456082247313364
1.6,42,6005,0.248412155291227,0.142290672191501,0.00183619975515578,0.00359961104262145
1.6,43,5540,0.257190555088596,0.151811978561038,0.00203962890527433,0.00399847292652607
1.6,44,6355,0.252117623496922,0.1409840371985,0.00176852891722034,0.00346691338877981
1.6,45,6188,0.244283139314544,0.139484874152625,0.00177317648155518,0.0034760420589867
1.6,46,5590,0.274783476438252,0.166935103566886,0.00223275858011602,0.00437707430742117
1.6,47,6836,0.242926473838089,0.142955211297283,0.0017290158112066,0.00338940892474478
1.6,48,4905,0.290404761876912,0.175053048872286,0.00249948291979709,0.00490010590127961
1.6,49,5296,0.273100018077944,0.162089819457199,0.00222731555617861,0.00436645638073661
1.6,50,5698,0.268443866567434,0.157765974270217,0.00209002808141099,0.00409725025055528
1.6,51,5836,0.251330963882077,0.147684258586638,0.00193319901621807,0.00378978656630351
1.6,52,5331,0.278065247199642,0.165781945413228,0.00227055951747913,0.00445122568306586
1.6,53,6043,0.254173523116737,0.152220462431928,0.00195815352979119,0.00383867937608106
1.6,54,6008,0.248254218682373,0.14375621370803,0.00185464871807436,0.00363577727028512
1.6,55,5614,0.261387585271361,0.159416501669529,0.00212763472760722,0.0041709868498593
1.6,56,5396,0.26122718089916,0.152143080411432,0.00207117232576552,0.00406033409407762
1.6,57,5398,0.261530125915105,0.159378116759344,0.00216926320942365,0.00425263148133185
1.6,58,5039,0.27529251956015,0.166867027489676,0.00235070618749443,0.0046084066173443
1.6,59,7083,0.224133392369421,0.131830248634095,0.00156641361852528,0.00307063906996296
1.6,60,5549,0.265801400809563,0.153672030020495,0.00206294412850054,0.00404417847816879
1.6,61,5713,0.26445521853157,0.161170651160781,0.00213232720837494,0.00418017030063232
1.6,62,5918,0.255495369626799,0.154160747323439,0.00200394743998706,0.00392846840281612
1.6,63,5476,0.267965558521004,0.158051033861705,0.00213582478191493,0.00418706528581142
1.6,64,6330,0.252256974844113,0.149315104988185,0.00187673040016053,0.0036790275718664
1.6,65,5759,0.248744105366181,0.14363221530751,0.00189268490997758,0.00371037419683196
1.6,66,5833,0.260508152525328,0.150016177181783,0.00196422894278133,0.00385061713383335
1.6,67,5281,0.276203663210636,0.165207333699766,0.00227337583009748,0.00445675639416927
1.6,68,5289,0.26424937921176,0.156588469525383,0.00215314360305213,0.00422105006342081
1.6,69,6769,0.235814150274165,0.13876999952589,0.00168668246419698,0.0033064281910693
1.6,70,5868,0.256625115567811,0.152098991353538,0.00198555207350478,0.00389241355731919
1.6,71,5620,0.260186783798622,0.158791252799018,0.00211815831697719,0.00415240846405284
1.6,72,5163,0.277925141440283,0.168820576065711,0.00234949386512624,0.00460600335010487
1.6,73,5351,0.280547625741639,0.172685496858423,0.0023606868944388,0.00462790828911714
1.6,74,5639,0.260139069682507,0.151103620676526,0.00201221241195893,0.00394471070328398
1.6,75,5628,0.255470833249743,0.159760466875043,0.00212957174823231,0.00417478191910477
1.6,76,5877,0.257834672126019,0.151979068282695,0.00198246684269495,0.00388636414004652
1.6,77,5508,0.256416015246353,0.149922037160419,0.00202007972163459,0.00396015388572691
1.6,78,5776,0.265106238093593,0.155901154003451,0.00205133097372961,0.00402137765419519
1.6,79,6037,0.249473513464442,0.146792364040879,0.00188926499020084,0.00370363400414214
1.6,80,5193,0.273575545396067,0.161146699363584,0.00223620829102537,0.00438390969008679
1.6,81,5979,0.243418062884823,0.144114049952447,0.00186376883910418,0.00365365955346508
1.6,82,6777,0.250856677245086,0.14788022712414,0.00179635168671531,0.00352141362100919
1.6,83,4886,0.27735552072433,0.163249894523793,0.00233548013708931,0.00457859139583653
1.6,84,5325,0.266894827701373,0.16000147855553,0.00219262413323922,0.00429844154197818
1.6,85,6487,0.235438914179296,0.135192557100898,0.00167853667062391,0.00329048546290408
1.6,86,6609,0.236083892518634,0.137647663826003,0.00169317157514094,0.00331916326478112
1.6,87,6197,0.251081777091085,0.149141943086792,0.00189456298878163,0.00371400073775981
1.6,88,5699,0.254514761209692,0.149172700049407,0.00197601402222839,0.00387373917017958
1.6,89,5340,0.262359224029746,0.153471435195101,0.00210018197093002,0.00411721440323747
1.6,90,5084,0.269219252269306,0.160024876942733,0.00224431974840301,0.00439983356141955
1.6,91,6274,0.252765910736949,0.14721140462814,0.00185852838928092,0.00364335168344866
1.6,92,6160,0.252002475060272,0.150854412718145,0.00192206319394438,0.00376791510312842
1.6,93,5475,0.267974520231847,0.153433668003354,0.00207361729149607,0.00406511404939097
1.6,94,5608,0.256997362582477,0.148502522454924,0.00198303248266282,0.00388751142744849
1.6,95,5366,0.260650590940707,0.14929600360955,0.0020380876081162,0.00399547970141771
1.6,96,5727,0.251590253308102,0.146710615134004,0.00193864346918425,0.00380047472179152
1.6,97,5446,0.267516401099063,0.15756450364666,0.0021351066204837,0.00418566250335222
1.6,98,5454,0.264699056093931,0.157153177117742,0.00212797047837584,0.00417167145134342
1.6,99,6368,0.254358034850225,0.145782852378097,0.00182685852428691,0.00358125770621435
1.6,100,5155,0.276336523809138,0.15945614994378,0.00222088943983171,0.00435388577760315
1.7,1,5221,0.272874660791811,0.161246617129007,0.00223158670576549,0.00437484396550774
1.7,2,5584,0.264246206820891,0.158661126301105,0.00212323384379406,0.00416236423968564
1.7,3,5161,0.258370128443045,0.152206066534862,0.00211867837131552,0.00415350757369895
1.7,4,5899,0.253259829440062,0.15083521907004,0.00196387372785791,0.00384991183801077
1.7,5,5193,0.274821205638567,0.15906960197291,0.00220738472576071,0.00432740336749882
1.7,6,5793,0.253940802350528,0.151562145685209,0.00199131048631535,0.00390371259818364
1.7,7,5187,0.285552746212597,0.16924531422165,0.00234994950029563,0.00460689158791534
1.7,8,6061,0.260882844367801,0.142632827899367,0.0018320923056877,0.00359155227433066
1.7,9,4820,0.299369636004979,0.186122608052907,0.00268086910833407,0.00525572694922597
1.7,10,5604,0.264156681593938,0.163028922734959,0.00217778797530969,0.00426930825368288
1.7,11,4859,0.290264216905652,0.172775675854722,0.00247861544142982,0.00485920765717336
1.7,12,5591,0.266267138366863,0.159583102698037,0.00213423461034127,0.00418392888516686
1.7,13,5532,0.269442615264014,0.16437731390621,0.00221004335599956,0.00433255348368597
1.7,14,5513,0.263739786963237,0.159938398608626,0.0021540647165534,0.00422281653784584
1.7,15,4846,0.292418652047728,0.184687725899,0.0026530554612731,0.00520119249528971
1.7,16,5880,0.256852375206177,0.142844282698716,0.00186283418677932,0.00365183975101685
1.7,17,5646,0.255960912043303,0.149033308380043,0.00198341185870653,0.0038882495000536
1.7,18,6338,0.255708303165273,0.147284503051483,0.00185003922412949,0.00362670294597444
1.7,19,6249,0.241588931167734,0.13913797821635,0.00176011249541068,0.00345042551515215
1.7,20,6307,0.255138788710147,0.154298509025765,0.00194289939944287,0.00380874389100675
1.7,21,6418,0.234879686585572,0.141122340823739,0.00176155381457067,0.00345323337488035
1.7,22,5349,0.263786401023295,0.154049304403341,0.00210631559228531,0.00412923723044461
1.7,23,6695,0.249200801733929,0.146443526754705,0.00178976037499544,0.0035085002577517
1.7,24,5421,0.265433463391974,0.160611947938869,0.00218141424946848,0.00427644835370081
1.7,25,5847,0.266399494307412,0.157851466218136,0.00206434401889778,0.00404687779749891
1.7,26,5139,0.272268311451262,0.162423947209984,0.00226574354624094,0.00444182210989283
1.7,27,5301,0.274213760053002,0.167351723408242,0.00229853587773426,0.00450607658938549
1.7,28,5107,0.264907663573225,0.157940489845441,0.0022100930135124,0.00433272976771952
1.7,29,5501,0.278787163634972,0.165935032689248,0.00223726414593291,0.00438592234005485
1.7,30,4953,0.275412450652056,0.165427888691987,0.00235057743665324,0.00460817344085228
1.7,31,5018,0.279938924084119,0.167078306481531,0.0023586023997991,0.00462389127903763
1.7,32,5698,0.258149489614348,0.153168504684273,0.00202912242299823,0.00397785198676572
1.7,33,5521,0.264833221257321,0.159766466351012,0.00215018959624887,0.00421521843172163
1.7,34,5032,0.285863265777557,0.175545992733569,0.00247468886310182,0.00485146821254029
1.7,35,5190,0.277129157882303,0.16291157644588,0.00226135250934023,0.00443320354128777
1.7,36,6105,0.240569868591259,0.145657980603042,0.00186419547932949,0.00365448064566979
1.7,37,5432,0.262768485349947,0.142676843934667,0.00193585851626218,0.00379505874303318
1.7,38,6374,0.249325800276954,0.143413877655743,0.00179632597117172,0.00352140299319347
1.7,39,5582,0.257640069670203,0.152296473115574,0.00203842590559435,0.00399610800233275
1.7,40,6387,0.237048803130533,0.13934707345787,0.00174361017248112,0.0034180609781283
1.7,41,5428,0.268849759358938,0.159218262185003,0.00216109052844778,0.00423660447447652
1.7,42,5372,0.262653515153543,0.154430763851243,0.00210700621953833,0.00413058713731048
1.7,43,5736,0.259271334775362,0.155461565921453,0.00205266684032827,0.00402400233699734
1.7,44,5622,0.273165282956594,0.160196052283742,0.0021365171776826,0.00418839860127543
1.7,45,5794,0.260139031101513,0.159418586915707,0.00209435216385098,0.00410571263911825
1.7,46,6468,0.253098094332399,0.146868872810067,0.00182618493654514,0.00357992672223139
1.7,47,5597,0.266205332626551,0.160280857498172,0.00214241699005833,0.00419996855263111
1.7,48,5879,0.255796579327571,0.151718570814394,0.00197873216258471,0.00387904252153539
1.7,49,4771,0.303787247255971,0.187008373720047,0.00270742444136962,0.0053078012193124
1.7,50,5866,0.249234151939172,0.142321946414766,0.00185823589630478,0.00364282720203298
1.7,51,5616,0.258496556205047,0.153428954779431,0.00204735793908954,0.00401361299195847
1.7,52,5550,0.266496411261117,0.153535147263334,0.00206092087547927,0.00404021195092959
1.7,53,5319,0.261712185081101,0.15531318013986,0.0021295768501421,0.0041748441099253
1.7,54,5821,0.248169525646106,0.149927095318158,0.00196508494048451,0.00385229685555015
1.7,55,5695,0.26068673250063,0.154114249931563,0.00204218900063271,0.00400346789871099
1.7,56,5756,0.257048707732266,0.152945097468051,0.00201592870079024,0.00395197880768323
1.7,57,6870,0.238497449761933,0.139179423451179,0.00167917772523522,0.00329170788476805
1.7,58,5213,0.2754083140956,0.166809193470307,0.00231034118497395,0.00452923731947589
1.7,59,4933,0.283591979005521,0.172442106361312,0.00245520500837495,0.004813294619288
1.7,60,5375,0.264224388470627,0.157099277368106,0.00214281635799901,0.00420078901057484
1.7,61,5082,0.276709875332792,0.163207082639551,0.00228939996262024,0.00448821062264893
1.7,62,5487,0.259444141770148,0.155006704592748,0.00209258449583032,0.00410229532386605
1.7,63,5453,0.26224745375675,0.159768421022063,0.00216358117609944,0.00424148280450965
1.7,64,5213,0.256012613098264,0.151138896148562,0.0020933043866415,0.00410375420334557
