"slope","z"
-0.6528,4.2
-0.6633,4.3
-0.9032,4.4
-0.9468,4.5
-0.632,4.6
-0.6357,4.7
-0.6628,4.8
-0.6467,4.9
-1.5386,5
-2.262,0.1
-1.9582,0.2
-1.5312,0.3
-1.0986,0.4
-1.7492,0.5
-1.401,0.6
-0.9284,0.7
-0.9111,0.8
-0.9109,0.9
-1.1012,1
-0.911,1.1
-0.911,1.2
-1.1662,1.3
-1.5789,1.4
-0.6476,1.5
-0.9341,1.6
-0.5821,1.7
-1.3319,1.8
-0.8843,1.9
-0.7636,2
-0.5972,2.1
-1.1082,2.2
-1.0157,2.3
-0.8224,2.4
-0.7096,2.5
-0.6502,2.6
-0.8277,2.7
-1.134,2.8
-0.8607,2.9
-0.9122,3
-0.6092,3.1
-0.6468,3.2
-1.0117,3.3
-0.5605,3.4
-0.3982,3.5
-0.4921,3.6
-0.4708,3.7
-0.5237,3.8
-0.4651,3.9
-0.4859,4
-0.5098,4.1
-0.5043,4.2
-0.5402,4.3
-0.5141,4.4
-0.5129,4.5
-0.6887,4.6
-0.6102,4.7
-0.6771,4.8
-0.8148,4.9
-0.4929,5
-1.3535,0.1
-1.8688,0.2
-1.7664,0.3
-1.7984,0.4
-1.748,0.5
-1.3347,0.6
-1.2461,0.7
-1.5301,0.8
-0.8359,0.9
-1.391,1
-0.8556,1.1
-1.1449,1.2
-1.109,1.3
-0.9348,1.4
-1.0645,1.5
-0.6712,1.6
-0.5522,1.7
-1.3804,1.8
-0.9159,1.9
-0.8582,2
-0.9999,2.1
-1.2115,2.2
-0.5899,2.3
-0.6567,2.4
-0.7074,2.5
-0.6941,2.6
-0.9864,2.7
-0.5717,2.8
-0.8711,2.9
-0.7641,3
-1.342,3.1
-0.3721,3.2
-0.6305,3.3
-0.9331,3.4
-0.5328,3.5
-1.4417,3.6
-0.7066,3.7
-0.5712,3.8
-0.5477,3.9
-0.5604,4
-0.4552,4.1
-0.6173,4.2
-0.415,4.3
-0.6706,4.4
-0.4678,4.5
-0.5125,4.6
-0.5409,4.7
-0.5526,4.8
-0.6859,4.9
-0.5952,5
-1.5009,0.1
-1.3318,0.2
-1.4832,0.3
-2.0866,0.4
-1.1248,0.5
-1.3561,0.6
-1.238,0.7
-1.7758,0.8
-0.9355,0.9
-1.2067,1
-1.5823,1.1
-0.8052,1.2
-0.6255,1.3
-0.7513,1.4
-1.1642,1.5
-0.8675,1.6
-0.8394,1.7
-0.7137,1.8
-0.5898,1.9
-0.9882,2
-1.1628,2.1
-0.5724,2.2
-0.6094,2.3
-0.7159,2.4
-0.5753,2.5
-0.6319,2.6
-1.0107,2.7
-0.7056,2.8
-0.4655,2.9
-0.6651,3
-1.1739,3.1
-0.6534,3.2
-0.7664,3.3
-0.6692,3.4
-0.6124,3.5
-0.7016,3.6
-1.4668,3.7
-0.6993,3.8
-0.4081,3.9
-0.4189,4
-0.4624,4.1
-1.0927,4.2
-0.6261,4.3
-0.9071,4.4
-0.5643,4.5
-0.5677,4.6
-0.5164,4.7
-0.4977,4.8
-0.6686,4.9
-0.5637,5
-2.2978,0.1
-1.9176,0.2
-1.8936,0.3
-1.4457,0.4
-1.5981,0.5
-1.0509,0.6
-1.5502,0.7
-0.8215,0.8
-2.0178,0.9
-1.3447,1
-0.9511,1.1
-1.7377,1.2
-0.4629,1.3
-0.834,1.4
-0.8431,1.5
-0.8533,1.6
-0.5385,1.7
-1.236,1.8
-0.4615,1.9
-1.029,2
-0.7243,2.1
-0.816,2.2
-0.8537,2.3
-0.3516,2.4
-0.2573,2.5
-0.8147,2.6
-0.5385,2.7
-0.6032,2.8
-0.7701,2.9
-0.7188,3
-0.7252,3.1
-0.4611,3.2
-0.7612,3.3
-0.5564,3.4
-0.5491,3.5
-0.8595,3.6
-1.0101,3.7
-0.9334,3.8
-0.8679,3.9
-0.6119,4
-0.6842,4.1
-0.4945,4.2
-0.9613,4.3
-1.1885,4.4
-0.6804,4.5
-0.6009,4.6
-0.584,4.7
-0.5538,4.8
-0.3901,4.9
-0.9415,5
-1.3112,0.1
-1.7872,0.2
-1.4288,0.3
-1.5288,0.4
-1.1655,0.5
-1.5944,0.6
-1.3444,0.7
-0.975,0.8
-0.9175,0.9
-0.6644,1
-1.1049,1.1
-0.9687,1.2
-1.1458,1.3
-0.6873,1.4
-0.6176,1.5
-1.3417,1.6
-0.6519,1.7
-0.5103,1.8
-0.497,1.9
-1.0129,2
-0.906,2.1
-0.9203,2.2
-0.8005,2.3
-0.7362,2.4
-0.6073,2.5
-0.8269,2.6
-0.6489,2.7
-0.8791,2.8
-0.6565,2.9
-0.7472,3
-0.4721,3.1
-0.5972,3.2
-0.887,3.3
-0.6317,3.4
-0.4915,3.5
-0.6416,3.6
-1.1183,3.7
-0.7547,3.8
-0.7323,3.9
-0.7875,4
-0.7169,4.1
-0.6267,4.2
-1.1611,4.3
-0.6482,4.4
-1.2528,4.5
-0.7933,4.6
-0.5196,4.7
-0.8074,4.8
-0.4779,4.9
-0.8834,5
-1.4634,0.1
-1.6668,0.2
-1.5233,0.3
-1.8182,0.4
-1.6546,0.5
-1.499,0.6
-1.1903,0.7
-0.9298,0.8
-0.8892,0.9
-0.9176,1
-1.3391,1.1
-0.8154,1.2
-0.6093,1.3
-0.8795,1.4
-0.908,1.5
-0.9794,1.6
-0.7754,1.7
-1.1815,1.8
-1.0471,1.9
-0.7182,2
-0.7663,2.1
-0.9605,2.2
-0.6433,2.3
-0.5186,2.4
-0.6931,2.5
-0.8589,2.6
-0.8468,2.7
-0.5238,2.8
-0.5558,2.9
-0.7648,3
-0.6354,3.1
-0.5837,3.2
-0.4944,3.3
-0.5099,3.4
-0.7075,3.5
-0.8707,3.6
-0.6931,3.7
-0.5568,3.8
-0.5618,3.9
-0.5706,4
-0.7524,4.1
-0.8189,4.2
-0.7175,4.3
-0.5155,4.4
-0.5146,4.5
-0.7365,4.6
-0.7842,4.7
-0.5898,4.8
-0.4399,4.9
-0.651,5
-1.5007,0.1
-1.4142,0.2
-1.7726,0.3
-2.1308,0.4
-1.2269,0.5
-1.3386,0.6
-1.9833,0.7
-1.2565,0.8
-0.6953,0.9
-0.9886,1
-0.9343,1.1
-1.1189,1.2
-0.4895,1.3
-0.8344,1.4
-0.7146,1.5
-1.3339,1.6
-0.9977,1.7
-0.9814,1.8
-0.8041,1.9
-0.8957,2
-0.7905,2.1
-1.4139,2.2
-0.9188,2.3
-0.5606,2.4
-0.828,2.5
-0.7153,2.6
-1.1831,2.7
-0.5834,2.8
-1.2669,2.9
-0.5943,3
-0.691,3.1
-0.8903,3.2
-0.9474,3.3
-0.8746,3.4
-0.3759,3.5
-0.7933,3.6
-0.6677,3.7
-0.5606,3.8
-0.483,3.9
-0.6217,4
-0.4738,4.1
-0.5853,4.2
-0.3791,4.3
-0.7076,4.4
-0.5422,4.5
-0.45,4.6
-0.5622,4.7
-0.5973,4.8
-1.0232,4.9
-0.8244,5
-1.637,0.1
-1.4265,0.2
-1.5728,0.3
-1.4367,0.4
-1.4391,0.5
-1.2541,0.6
-1.3165,0.7
-0.971,0.8
-1.4855,0.9
-1.709,1
-1.0326,1.1
-0.7259,1.2
-0.8526,1.3
-1.3838,1.4
-0.8101,1.5
-0.6051,1.6
-0.7022,1.7
-0.4486,1.8
-1.069,1.9
-0.7645,2
-0.7121,2.1
-1.0318,2.2
-0.9919,2.3
-0.6783,2.4
-0.7222,2.5
-0.5408,2.6
-0.6569,2.7
-0.8489,2.8
-0.5733,2.9
-1.3953,3
-0.7114,3.1
-0.7518,3.2
-0.6568,3.3
-0.8471,3.4
-0.6161,3.5
-0.9186,3.6
-0.9774,3.7
-0.7599,3.8
-0.9843,3.9
-0.6481,4
-0.6061,4.1
-0.7269,4.2
-0.6615,4.3
-0.5483,4.4
-0.7957,4.5
-0.8624,4.6
-0.5463,4.7
-0.3989,4.8
-0.6631,4.9
-0.6807,5
-0.9045,0.1
-2.0679,0.2
-1.7719,0.3
-1.9135,0.4
-1.3279,0.5
-1.3291,0.6
-1.1932,0.7
-1.3002,0.8
-1.1651,0.9
-1.5763,1
-0.9986,1.1
-0.6567,1.2
-0.6783,1.3
-1.1942,1.4
-0.6981,1.5
-1.2364,1.6
-1.3055,1.7
-0.939,1.8
-1.2666,1.9
-0.734,2
-0.8641,2.1
-0.5079,2.2
-0.7257,2.3
-1.0922,2.4
-0.5282,2.5
-1.0824,2.6
-0.9645,2.7
-0.9109,2.8
-0.6354,2.9
-0.8327,3
-0.4792,3.1
-0.5129,3.2
-0.5882,3.3
-0.4952,3.4
-0.6735,3.5
-0.6961,3.6
-0.4741,3.7
-0.8605,3.8
-0.5002,3.9
-0.5451,4
-0.6656,4.1
-0.6914,4.2
-1.3915,4.3
-0.568,4.4
-0.4761,4.5
-0.5126,4.6
-0.7543,4.7
-0.4667,4.8
-1.2493,4.9
-0.5653,5
-1.717,0.1
-1.2775,0.2
-1.5032,0.3
-1.6199,0.4
-1.8741,0.5
-1.6601,0.6
-1.3367,0.7
-1.2692,0.8
-0.9551,0.9
-0.5553,1
-1.0478,1.1
-1.2534,1.2
-1.2926,1.3
-1.4999,1.4
-0.7446,1.5
-1.4762,1.6
-1.1067,1.7
-0.9512,1.8
-0.5071,1.9
-0.627,2
-0.7207,2.1
-1.0454,2.2
-0.6458,2.3
-0.6742,2.4
-1.0965,2.5
-0.8589,2.6
-0.3643,2.7
-0.8177,2.8
-0.6856,2.9
-0.6624,3
-0.7454,3.1
-0.4865,3.2
-0.793,3.3
-0.6617,3.4
-0.4894,3.5
-0.4764,3.6
-0.696,3.7
-0.66,3.8
-0.5496,3.9
-1.3675,4
-0.7009,4.1
-0.604,4.2
-0.6176,4.3
-0.6002,4.4
-0.8981,4.5
-0.4494,4.6
-0.4821,4.7
-0.5458,4.8
-0.6603,4.9
-1.0542,5
-1.8096,0.1
-1.6978,0.2
-1.9403,0.3
-2.2858,0.4
-1.476,0.5
-1.7372,0.6
-0.9136,0.7
-0.7969,0.8
-1.0067,0.9
-0.6676,1
-0.5704,1.1
-1.1312,1.2
-1.1292,1.3
-0.7929,1.4
-0.5842,1.5
-1.0805,1.6
-1.6221,1.7
-0.6789,1.8
-0.697,1.9
-0.4395,2
-0.7762,2.1
-0.7766,2.2
-0.7723,2.3
-0.5832,2.4
-1.1802,2.5
-0.8194,2.6
-0.7272,2.7
-0.4708,2.8
-0.6598,2.9
-0.5631,3
-1.1926,3.1
-0.3759,3.2
-0.4325,3.3
-1.321,3.4
-0.9372,3.5
-0.7747,3.6
-0.914,3.7
-0.5789,3.8
-0.538,3.9
-0.7407,4
-0.6472,4.1
-0.6327,4.2
-0.54,4.3
-0.6434,4.4
-0.8363,4.5
-0.5907,4.6
-0.9511,4.7
-0.6932,4.8
-0.8288,4.9
-0.4663,5
-2.068,0.1
-1.3811,0.2
-1.4842,0.3
-1.7344,0.4
-1.2407,0.5
-1.4154,0.6
-1.2431,0.7
-1.132,0.8
-1.0785,0.9
-0.7339,1
-1.5766,1.1
-1.3276,1.2
-0.6568,1.3
-0.8815,1.4
-0.8806,1.5
-0.5802,1.6
-0.8,1.7
-0.4925,1.8
-0.5174,1.9
-0.4821,2
-0.6178,2.1
-0.7819,2.2
-0.8647,2.3
-0.8444,2.4
-0.7207,2.5
-0.9772,2.6
-0.9726,2.7
-0.6071,2.8
-0.519,2.9
-0.6758,3
-0.8046,3.1
-0.3708,3.2
-0.6442,3.3
-0.6475,3.4
-1.1379,3.5
-0.8686,3.6
-0.5508,3.7
-0.5711,3.8
-0.4448,3.9
-0.9941,4
-0.647,4.1
-0.6284,4.2
-0.5817,4.3
-0.8884,4.4
-0.7312,4.5
-0.5105,4.6
-0.5441,4.7
-0.5465,4.8
-0.6327,4.9
-0.4424,5
-1.9179,0.1
-1.7143,0.2
-1.991,0.3
-1.6383,0.4
-1.3531,0.5
-1.4361,0.6
-1.1982,0.7
-1.0052,0.8
-0.9866,0.9
-1.1692,1
-0.9661,1.1
-0.8425,1.2
-0.6811,1.3
-0.6336,1.4
-0.8855,1.5
-0.7345,1.6
-0.6586,1.7
-0.7344,1.8
-0.5396,1.9
-0.6938,2
-0.9263,2.1
-0.5921,2.2
-1.108,2.3
-0.9756,2.4
-0.8807,2.5
-0.7511,2.6
-0.8664,2.7
-0.58,2.8
-0.7586,2.9
-0.6847,3
-0.7255,3.1
-0.5668,3.2
-0.6138,3.3
-0.6076,3.4
-0.6251,3.5
-0.842,3.6
-0.5072,3.7
-0.6287,3.8
-0.4387,3.9
-1.6473,4
-1.1421,4.1
-1.2369,4.2
-0.5065,4.3
-0.7039,4.4
-0.6763,4.5
-0.5359,4.6
-1.0301,4.7
-0.5029,4.8
-0.6057,4.9
-0.6835,5
-1.6522,0.1
-1.9265,0.2
-1.726,0.3
-1.1386,0.4
-1.5377,0.5
-1.352,0.6
-1.4268,0.7
-1.106,0.8
-0.7775,0.9
-0.8255,1
-0.982,1.1
-0.6542,1.2
-0.7682,1.3
-0.8603,1.4
-0.9506,1.5
-0.9953,1.6
-1.0208,1.7
-0.699,1.8
-1.0236,1.9
-1.3729,2
-0.8841,2.1
-0.8732,2.2
-0.9315,2.3
-0.8622,2.4
-1.0796,2.5
-1.4232,2.6
-0.6073,2.7
-0.6186,2.8
-0.9283,2.9
-0.7809,3
-0.9594,3.1
-0.9793,3.2
-0.9966,3.3
-0.7961,3.4
-0.6135,3.5
-0.4317,3.6
-0.4934,3.7
-0.8543,3.8
-0.5889,3.9
-1.0476,4
-0.5809,4.1
-0.6401,4.2
-0.8467,4.3
-0.5679,4.4
-0.8117,4.5
-0.9463,4.6
-0.6683,4.7
-0.4975,4.8
-0.6477,4.9
-0.8364,5
-1.6125,0.1
-2.027,0.2
-1.9341,0.3
-1.8344,0.4
-1.9292,0.5
-1.1588,0.6
-1.3508,0.7
-1.3111,0.8
-0.8652,0.9
-0.9406,1
-0.8106,1.1
-0.6839,1.2
-0.8026,1.3
-1.2544,1.4
-1.2468,1.5
-1.9446,1.6
-0.5505,1.7
-0.537,1.8
-0.781,1.9
-0.4587,2
-0.9055,2.1
-0.9844,2.2
-0.6959,2.3
-1.099,2.4
-0.8575,2.5
-0.775,2.6
-1.1277,2.7
-0.8798,2.8
-0.4913,2.9
-0.7317,3
-0.6051,3.1
-0.8359,3.2
-0.7899,3.3
-0.3974,3.4
-0.966,3.5
-0.6079,3.6
-0.7978,3.7
-0.8113,3.8
-0.7467,3.9
-0.2189,4
-0.5621,4.1
-0.5878,4.2
-0.5027,4.3
-1.031,4.4
-0.7701,4.5
-0.7742,4.6
-0.5836,4.7
-0.9449,4.8
-0.9058,4.9
-0.557,5
-0.8648,0.1
-1.1379,0.2
-1.6472,0.3
-2.0394,0.4
-1.7704,0.5
-1.2855,0.6
-1.2467,0.7
-1.1606,0.8
-1.1475,0.9
-1.0445,1
-0.9898,1.1
-0.998,1.2
-0.8248,1.3
-0.9904,1.4
-0.7636,1.5
-1.1674,1.6
-1.0044,1.7
-0.5507,1.8
-0.805,1.9
-0.7416,2
-0.4362,2.1
-0.7864,2.2
-0.5543,2.3
-0.675,2.4
-0.5983,2.5
-0.5676,2.6
-0.5961,2.7
-0.7714,2.8
-0.7185,2.9
-0.8147,3
-0.6157,3.1
-1.7273,3.2
-1.1179,3.3
-1.2564,3.4
-0.5196,3.5
-0.7865,3.6
-0.5635,3.7
-0.6273,3.8
-0.604,3.9
-0.474,4
-0.8842,4.1
-0.7088,4.2
-0.5481,4.3
-0.6756,4.4
-0.4449,4.5
-0.6221,4.6
-0.8286,4.7
-0.8229,4.8
-0.507,4.9
-0.5044,5
-1.8963,0.1
-1.8231,0.2
-1.5861,0.3
-1.3093,0.4
-1.5788,0.5
-1.2482,0.6
-0.7213,0.7
-1.1357,0.8
-1.3118,0.9
-0.9063,1
-1.0136,1.1
-0.7976,1.2
-0.5778,1.3
-0.8256,1.4
-1.0346,1.5
-0.7648,1.6
-0.861,1.7
-1.3586,1.8
-0.6885,1.9
-0.8876,2
-1.0251,2.1
-0.8868,2.2
-0.6872,2.3
-0.9359,2.4
-0.871,2.5
-0.5736,2.6
-0.4765,2.7
-0.6304,2.8
-1.4567,2.9
-0.8732,3
-0.9969,3.1
-0.5571,3.2
-0.6766,3.3
-0.6209,3.4
-0.8506,3.5
-0.5246,3.6
-0.6691,3.7
-0.9884,3.8
-0.6301,3.9
-0.6267,4
-0.7643,4.1
-0.5135,4.2
-0.6824,4.3
-0.7296,4.4
-0.6926,4.5
-0.7992,4.6
-0.623,4.7
-0.5228,4.8
-0.8356,4.9
-0.8534,5
-1.8523,0.1
-1.625,0.2
-1.6235,0.3
-1.2606,0.4
-1.4778,0.5
-1.1451,0.6
-1.0521,0.7
-1.2301,0.8
-0.8347,0.9
-1.007,1
-0.8236,1.1
-1.003,1.2
-0.5385,1.3
-0.598,1.4
-0.8862,1.5
-0.8148,1.6
-0.7767,1.7
-0.9321,1.8
-0.8342,1.9
-0.8799,2
-1.2976,2.1
-0.672,2.2
-1.0716,2.3
-0.9655,2.4
-0.6046,2.5
-0.626,2.6
-0.7873,2.7
-0.6403,2.8
-0.5073,2.9
-0.5999,3
-0.7085,3.1
-1.1149,3.2
-0.8153,3.3
-0.4926,3.4
-0.6223,3.5
-0.6291,3.6
-0.9808,3.7
-0.8075,3.8
-0.2795,3.9
-0.7676,4
-0.7101,4.1
-0.9041,4.2
-0.7701,4.3
-0.6756,4.4
-0.5627,4.5
-1.3515,4.6
-0.5446,4.7
-0.6361,4.8
-0.5983,4.9
-0.4185,5
-1.8467,0.1
-1.6022,0.2
-1.7852,0.3
-1.1921,0.4
-1.3736,0.5
-1.0908,0.6
-1.6062,0.7
-0.9649,0.8
-0.962,0.9
-1.0578,1
-0.9578,1.1
-1.0147,1.2
-1.2743,1.3
-0.972,1.4
-0.8258,1.5
-0.5824,1.6
-0.7771,1.7
-0.7939,1.8
-0.9075,1.9
-0.723,2
-0.8182,2.1
-0.6,2.2
-1.0022,2.3
-1.0906,2.4
-1.1346,2.5
-0.9485,2.6
-0.7538,2.7
-0.5669,2.8
-0.8391,2.9
-0.7947,3
-1.4171,3.1
-0.898,3.2
-1.3335,3.3
-1.1686,3.4
-0.5422,3.5
-0.543,3.6
-0.7403,3.7
-0.6231,3.8
-0.8369,3.9
-0.6087,4
-0.5867,4.1
-0.59,4.2
-0.7458,4.3
-0.7303,4.4
-0.8289,4.5
-0.6713,4.6
-0.4728,4.7
-0.7498,4.8
-0.7592,4.9
-0.4772,5
-1.6098,0.1
-2.0858,0.2
-1.3037,0.3
-1.373,0.4
-1.4583,0.5
-1.2975,0.6
-0.8506,0.7
-0.9567,0.8
-1.3281,0.9
-0.7384,1
-0.6101,1.1
-0.9455,1.2
-0.8206,1.3
-1.0448,1.4
-0.8003,1.5
-0.664,1.6
-0.4379,1.7
-0.7805,1.8
-0.4931,1.9
-1.0282,2
-0.6093,2.1
-0.5932,2.2
-0.5728,2.3
-1.3723,2.4
-0.878,2.5
-0.466,2.6
-0.5502,2.7
-0.6454,2.8
-0.7057,2.9
-1.0007,3
-0.6777,3.1
-0.5139,3.2
-0.8097,3.3
-0.4462,3.4
-0.6261,3.5
-0.6916,3.6
-0.5522,3.7
-1.2593,3.8
-1.1798,3.9
-0.6618,4
-0.757,4.1
-0.4521,4.2
-0.8079,4.3
-0.5046,4.4
-0.6396,4.5
-0.5294,4.6
-0.4438,4.7
-0.8591,4.8
-0.5039,4.9
-0.6626,5
-1.9853,0.1
-1.4322,0.2
-1.6777,0.3
-1.6443,0.4
-1.2777,0.5
-1.6471,0.6
-0.9448,0.7
-1.0523,0.8
-0.9461,0.9
-1.0556,1
-0.8059,1.1
-1.5216,1.2
-1.1519,1.3
-0.6834,1.4
-0.8353,1.5
-0.7885,1.6
-0.9643,1.7
-1.3706,1.8
-0.8879,1.9
-0.6864,2
-0.7347,2.1
-0.9185,2.2
-0.609,2.3
-1.5075,2.4
-0.5095,2.5
-1.063,2.6
-1.0335,2.7
-0.6899,2.8
-0.8165,2.9
-0.7357,3
-0.9779,3.1
-0.8611,3.2
-0.6506,3.3
-0.6442,3.4
-0.5076,3.5
-0.7205,3.6
-0.866,3.7
-0.6162,3.8
-0.5453,3.9
-0.78,4
-0.7378,4.1
-0.6535,4.2
-0.7179,4.3
-0.6425,4.4
-0.629,4.5
-0.613,4.6
-0.6958,4.7
-0.6261,4.8
-0.6293,4.9
-0.5381,5
-1.6436,0.1
-1.7784,0.2
-1.8947,0.3
-0.8708,0.4
-1.9419,0.5
-1.4444,0.6
-1.5783,0.7
-1.386,0.8
-1.2705,0.9
-1.7886,1
-0.9451,1.1
-1.4869,1.2
-0.6883,1.3
-0.4333,1.4
-1.573,1.5
-1.0207,1.6
-0.8708,1.7
-0.5832,1.8
-0.6037,1.9
-0.5095,2
-0.6883,2.1
-0.6149,2.2
-0.7853,2.3
-0.7861,2.4
-0.757,2.5
-0.6516,2.6
-0.6594,2.7
-0.4677,2.8
-1.5012,2.9
-0.4941,3
-0.6928,3.1
-0.7146,3.2
-0.6585,3.3
-0.6596,3.4
-0.4476,3.5
-0.6831,3.6
-0.5912,3.7
-0.4959,3.8
-0.511,3.9
-0.8231,4
-0.3822,4.1
-0.6707,4.2
-0.7015,4.3
-0.4757,4.4
-0.6056,4.5
-0.5703,4.6
-0.442,4.7
-0.5702,4.8
-0.4975,4.9
-0.6741,5
-1.7449,0.1
-1.523,0.2
-1.8426,0.3
-2.1819,0.4
-1.4527,0.5
-1.8411,0.6
-1.1511,0.7
-1.0813,0.8
-1.401,0.9
-1.2815,1
-1.3401,1.1
-1.0977,1.2
-1.0397,1.3
-0.8565,1.4
-1.2403,1.5
-0.5779,1.6
-0.678,1.7
-0.8669,1.8
-0.4944,1.9
-0.8283,2
-1.0475,2.1
-0.9534,2.2
-2.1458,2.3
-0.6841,2.4
-0.7276,2.5
-0.5965,2.6
-0.8895,2.7
-1.1639,2.8
-0.7157,2.9
-0.5176,3
-0.6707,3.1
-0.5691,3.2
-0.6694,3.3
-0.6314,3.4
-0.5301,3.5
-0.4784,3.6
-0.6006,3.7
-1.0508,3.8
-0.9737,3.9
-0.6182,4
-1.0459,4.1
-0.4345,4.2
-0.939,4.3
-1.6266,4.4
-1.3312,4.5
-0.7102,4.6
-0.5329,4.7
-1.2416,4.8
-0.6247,4.9
-0.4926,5
-1.3223,0.1
-1.779,0.2
-1.9353,0.3
-1.4875,0.4
-1.751,0.5
-1.1703,0.6
-1.3572,0.7
-1.0804,0.8
-1.5546,0.9
-1.0043,1
-1.1195,1.1
-1.0462,1.2
-0.8407,1.3
-1.2982,1.4
-1.1862,1.5
-0.8371,1.6
-0.7405,1.7
-0.8028,1.8
-0.8902,1.9
-0.9935,2
-1.1955,2.1
-0.805,2.2
-0.7861,2.3
-0.5084,2.4
-0.5343,2.5
-0.7031,2.6
-0.7218,2.7
-0.739,2.8
-0.565,2.9
-0.602,3
-0.4592,3.1
-0.4909,3.2
-0.9445,3.3
-0.66,3.4
-0.9546,3.5
-0.7347,3.6
-0.6861,3.7
-0.9943,3.8
-1.4384,3.9
-0.5894,4
-0.492,4.1
-0.7218,4.2
-0.6769,4.3
-0.7672,4.4
-0.6897,4.5
-1.0948,4.6
-0.7601,4.7
-1.1007,4.8
-0.8937,4.9
-0.646,5
-1.85,0.1
-1.7483,0.2
-1.5592,0.3
-1.7713,0.4
-1.1987,0.5
-1.2038,0.6
-1.1142,0.7
-1.6156,0.8
-0.7736,0.9
-1.8752,1
-0.791,1.1
-0.9685,1.2
-0.7939,1.3
-0.6947,1.4
-1.4068,1.5
-1.2379,1.6
-0.933,1.7
-0.9379,1.8
-1.1116,1.9
-0.741,2
-0.6581,2.1
-0.6807,2.2
-0.6991,2.3
-1.1479,2.4
-0.7003,2.5
-1.4424,2.6
-1.4424,2.7
-0.8236,2.8
-0.5763,2.9
-0.5674,3
-0.5422,3.1
-0.8371,3.2
-0.5523,3.3
-0.6299,3.4
-0.6762,3.5
-0.6615,3.6
-1.7445,3.7
-0.8048,3.8
-0.5901,3.9
-0.7311,4
-0.6644,4.1
-1.3243,4.2
-0.5684,4.3
-0.375,4.4
-0.5341,4.5
-0.5194,4.6
-1.1653,4.7
-0.6547,4.8
-0.5718,4.9
-1.7899,5
-2.2099,0.1
-1.8233,0.2
-1.7903,0.3
-1.5618,0.4
-1.4355,0.5
-1.286,0.6
-1.1359,0.7
-0.9471,0.8
-1.2393,0.9
-0.5378,1
-1.0853,1.1
-0.6192,1.2
-0.8298,1.3
-1.027,1.4
-0.7001,1.5
-0.7516,1.6
-0.8608,1.7
-0.7507,1.8
-1.1586,1.9
-1.1447,2
-1.0351,2.1
-0.8504,2.2
-0.6944,2.3
-0.8726,2.4
-0.8476,2.5
-0.5639,2.6
-0.6774,2.7
-0.8044,2.8
-0.5724,2.9
-0.8698,3
-0.4231,3.1
-0.6112,3.2
-0.6964,3.3
-0.5668,3.4
-0.6578,3.5
-0.7502,3.6
-0.4962,3.7
-0.4912,3.8
-1.1743,3.9
-0.793,4
-0.7466,4.1
-0.572,4.2
-0.6634,4.3
-0.6145,4.4
-0.5893,4.5
-0.4077,4.6
-0.3872,4.7
-0.479,4.8
-0.5964,4.9
-0.5473,5
-1.5554,0.1
-1.6105,0.2
-1.4727,0.3
-1.12,0.4
-1.2521,0.5
-1.5203,0.6
-1.1187,0.7
-1.5206,0.8
-1.2056,0.9
-0.7813,1
-0.5099,1.1
-0.7625,1.2
-0.7708,1.3
-0.6751,1.4
-0.8977,1.5
-1.0265,1.6
-0.7642,1.7
-0.6278,1.8
-1.2619,1.9
-0.564,2
-1.0973,2.1
-0.7053,2.2
-0.6307,2.3
-0.5391,2.4
-0.7722,2.5
-0.951,2.6
-1.2179,2.7
-0.5137,2.8
-0.9435,2.9
-0.5334,3
-0.5953,3.1
-0.5599,3.2
-0.6041,3.3
-0.4982,3.4
-0.4646,3.5
-0.8517,3.6
-0.8175,3.7
-0.6693,3.8
-0.5829,3.9
-0.5716,4
-1.0939,4.1
-0.7139,4.2
-0.456,4.3
-0.4629,4.4
-0.7247,4.5
-0.7592,4.6
-0.4648,4.7
-0.5212,4.8
-0.7256,4.9
-0.6156,5
-1.0942,0.1
-1.7228,0.2
-1.4305,0.3
-1.3192,0.4
-1.827,0.5
-1.0427,0.6
-0.8953,0.7
-1.1606,0.8
-1.0507,0.9
-1.1686,1
-1.3432,1.1
-1.3268,1.2
-1.0266,1.3
-0.7232,1.4
-0.8343,1.5
-0.5931,1.6
-1.6822,1.7
-0.7521,1.8
-0.6748,1.9
-0.9029,2
-0.5191,2.1
-1.0151,2.2
-0.4987,2.3
-0.4826,2.4
-0.5043,2.5
-0.732,2.6
-0.6159,2.7
-0.5629,2.8
-0.5367,2.9
-0.7588,3
-0.9886,3.1
-0.833,3.2
-0.7015,3.3
-0.6412,3.4
-0.6664,3.5
-0.8977,3.6
-1.1222,3.7
-0.7338,3.8
-0.45,3.9
-0.5457,4
-0.5462,4.1
-0.6153,4.2
-0.5412,4.3
-0.7822,4.4
-0.5966,4.5
-0.7206,4.6
-0.5198,4.7
-0.7054,4.8
-0.6037,4.9
-0.8603,5
-1.499,0.1
-1.2682,0.2
-2.1698,0.3
-1.3603,0.4
-1.3449,0.5
-1.2201,0.6
-1.0907,0.7
-1.1947,0.8
-0.8642,0.9
-0.8798,1
-0.5937,1.1
-1.1116,1.2
-1.7031,1.3
-1.2887,1.4
-0.7338,1.5
-0.3567,1.6
-0.6708,1.7
-0.7888,1.8
-1.8513,1.9
-1.002,2
-1.3221,2.1
-0.707,2.2
-0.562,2.3
-1.158,2.4
-0.743,2.5
-1.0652,2.6
-0.3877,2.7
-0.7775,2.8
-0.9821,2.9
-0.7011,3
-0.8346,3.1
-0.7193,3.2
-0.7954,3.3
