"slope","z"
-0.9309,2.5
-0.8588,2.6
-0.848,2.7
-1.5602,2.8
-0.5631,2.9
-0.7111,3
-0.4034,3.1
-0.4346,3.2
-1.2564,3.3
-0.6368,3.4
-0.5998,3.5
-0.5847,3.6
-0.7878,3.7
-0.6771,3.8
-0.583,3.9
-0.586,4
-0.8289,4.1
-0.5438,4.2
-0.541,4.3
-0.6315,4.4
-0.8138,4.5
-0.7023,4.6
-0.6216,4.7
-0.8116,4.8
-0.4854,4.9
-0.6105,5
-0.9175,0.1
-1.6483,0.2
-1.4405,0.3
-1.2665,0.4
-1.1976,0.5
-1.5704,0.6
-0.8611,0.7
-1.0468,0.8
-1.298,0.9
-1.0882,1
-1.0843,1.1
-1.8757,1.2
-1.2406,1.3
-1.621,1.4
-1.0285,1.5
-0.5606,1.6
-0.965,1.7
-0.665,1.8
-0.8937,1.9
-0.899,2
-0.957,2.1
-1.2886,2.2
-0.5108,2.3
-0.7881,2.4
-0.6519,2.5
-0.6025,2.6
-0.6011,2.7
-0.497,2.8
-0.9618,2.9
-0.7598,3
-0.7797,3.1
-0.835,3.2
-0.8499,3.3
-0.9438,3.4
-0.95,3.5
-0.6825,3.6
-0.5464,3.7
-1.0354,3.8
-1.1474,3.9
-0.5518,4
-0.7659,4.1
-0.4124,4.2
-0.7229,4.3
-1.3163,4.4
-0.8101,4.5
-0.6372,4.6
-0.7956,4.7
-0.5498,4.8
-0.6672,4.9
-0.66,5
-1.6171,0.1
-1.4383,0.2
-1.5338,0.3
-1.5362,0.4
-1.2932,0.5
-1.1595,0.6
-1.0757,0.7
-0.9215,0.8
-0.9337,0.9
-1.2707,1
-0.9009,1.1
-0.602,1.2
-1.2354,1.3
-0.5665,1.4
-1.1616,1.5
-0.6584,1.6
-0.468,1.7
-0.8404,1.8
-0.5893,1.9
-1.3472,2
-0.5985,2.1
-1.1934,2.2
-1.5492,2.3
-0.8317,2.4
-0.63,2.5
-0.6901,2.6
-0.6167,2.7
-0.7667,2.8
-0.6902,2.9
-1.2379,3
-0.7126,3.1
-0.6898,3.2
-0.5813,3.3
-0.6866,3.4
-1.0798,3.5
-0.5503,3.6
-0.6935,3.7
-0.3759,3.8
-0.7066,3.9
-1.0605,4
-0.728,4.1
-0.6466,4.2
-1.1393,4.3
-0.5648,4.4
-0.54,4.5
-0.5966,4.6
-0.6366,4.7
-0.5804,4.8
-1.0044,4.9
-0.4983,5
-1.0622,0.1
-1.3796,0.2
-1.9598,0.3
-1.4465,0.4
-1.8364,0.5
-0.8792,0.6
-1.0317,0.7
-1.0926,0.8
-1.3576,0.9
-0.7382,1
-0.9057,1.1
-1.0869,1.2
-1.3235,1.3
-0.6888,1.4
-0.9408,1.5
-0.7504,1.6
-0.8304,1.7
-0.7845,1.8
-0.6087,1.9
-0.5871,2
-0.5937,2.1
-0.856,2.2
-1.6384,2.3
-0.5852,2.4
-0.5646,2.5
-0.8385,2.6
-1.14,2.7
-0.7612,2.8
-0.693,2.9
-0.9854,3
-0.7376,3.1
-0.8246,3.2
-0.6698,3.3
-0.5495,3.4
-0.4464,3.5
-1.1613,3.6
-0.6135,3.7
-0.7657,3.8
-0.7406,3.9
-0.7169,4
-0.523,4.1
-1.5059,4.2
-1.2365,4.3
-0.6613,4.4
-0.9325,4.5
-0.6397,4.6
-0.6366,4.7
-0.6614,4.8
-1.7661,4.9
-0.9203,5
-1.1823,0.1
-1.5676,0.2
-1.4553,0.3
-1.0304,0.4
-1.4093,0.5
-1.7323,0.6
-1.1393,0.7
-1.0999,0.8
-1.1499,0.9
-1.4002,1
-0.8811,1.1
-1.1652,1.2
-0.655,1.3
-1.0598,1.4
-1.0545,1.5
-0.8739,1.6
-0.8815,1.7
-0.8069,1.8
-0.7435,1.9
-0.7571,2
-1.2924,2.1
-0.7959,2.2
-0.9322,2.3
-0.8675,2.4
-0.4849,2.5
-0.6774,2.6
-0.6248,2.7
-1.1876,2.8
-0.7642,2.9
-0.6683,3
-0.5701,3.1
-0.4798,3.2
-0.814,3.3
-0.9962,3.4
-0.5012,3.5
-0.8008,3.6
-0.984,3.7
-0.6506,3.8
-0.4296,3.9
-0.6018,4
-0.6126,4.1
-0.5572,4.2
-0.5338,4.3
-0.621,4.4
-0.4735,4.5
-0.5392,4.6
-0.519,4.7
-0.6093,4.8
-0.5567,4.9
-0.6198,5
-1.9732,0.1
-1.3296,0.2
-1.5368,0.3
-1.3464,0.4
-1.4275,0.5
-1.0659,0.6
-1.2011,0.7
-0.7941,0.8
-0.8648,0.9
-0.5813,1
-0.5846,1.1
-1.086,1.2
-0.972,1.3
-0.6822,1.4
-0.637,1.5
-0.839,1.6
-0.5314,1.7
-0.8928,1.8
-0.6781,1.9
-0.7277,2
-1.0813,2.1
-0.7974,2.2
-0.7201,2.3
-0.8177,2.4
-1.2364,2.5
-1.7552,2.6
-0.6756,2.7
-0.5591,2.8
-0.7343,2.9
-1.0469,3
-0.6816,3.1
-0.8905,3.2
-0.5851,3.3
-0.7731,3.4
-0.7646,3.5
-0.4452,3.6
-0.8083,3.7
-0.7395,3.8
-0.6265,3.9
-0.9569,4
-0.699,4.1
-0.6261,4.2
-0.6888,4.3
-0.9863,4.4
-0.7051,4.5
-0.9616,4.6
-0.6633,4.7
-0.5498,4.8
-0.5412,4.9
-0.724,5
-2.0134,0.1
-2.1125,0.2
-1.394,0.3
-1.2917,0.4
-1.645,0.5
-1.1377,0.6
-1.1897,0.7
-1.3858,0.8
-0.8718,0.9
-0.967,1
-0.6804,1.1
-1.0878,1.2
-1.1156,1.3
-0.7805,1.4
-0.8833,1.5
-0.5898,1.6
-0.6333,1.7
-0.8323,1.8
-0.6594,1.9
-0.6282,2
-0.9177,2.1
-1.3291,2.2
-0.6738,2.3
-0.6474,2.4
-0.8735,2.5
-0.7421,2.6
-0.7988,2.7
-0.9387,2.8
-1.0107,2.9
-0.6486,3
-0.4165,3.1
-0.8446,3.2
-0.4973,3.3
-0.9916,3.4
-0.6088,3.5
-0.7235,3.6
-0.6142,3.7
-0.4834,3.8
-0.4671,3.9
-0.7193,4
-0.7122,4.1
-0.7948,4.2
-1.198,4.3
-0.777,4.4
-0.7476,4.5
-0.6558,4.6
-1.134,4.7
-0.6183,4.8
-0.4995,4.9
-0.6031,5
-1.5703,0.1
-1.7962,0.2
-1.2889,0.3
-1.4198,0.4
-1.3651,0.5
-1.0793,0.6
-0.9112,0.7
-0.9546,0.8
-1.223,0.9
-0.9427,1
-1.161,1.1
-1.1624,1.2
-0.775,1.3
-1.3476,1.4
-0.9458,1.5
-0.9992,1.6
-0.8411,1.7
-0.7926,1.8
-0.9825,1.9
-0.662,2
-0.9514,2.1
-0.8966,2.2
-0.9648,2.3
-0.6864,2.4
-0.7097,2.5
-0.7784,2.6
-0.9367,2.7
-0.5589,2.8
-0.9945,2.9
-0.676,3
-0.5688,3.1
-0.5316,3.2
-0.7796,3.3
-0.9334,3.4
-0.5344,3.5
-0.549,3.6
-0.7757,3.7
-1.2616,3.8
-0.8522,3.9
-1.3402,4
-0.4481,4.1
-0.4465,4.2
-0.4383,4.3
-0.5616,4.4
-0.8252,4.5
-0.4953,4.6
-0.6638,4.7
-0.6456,4.8
-0.6738,4.9
-0.8342,5
-1.8789,0.1
-1.5679,0.2
-1.3369,0.3
-1.3414,0.4
-1.5499,0.5
-1.5173,0.6
-1.4968,0.7
-1.0744,0.8
-1.102,0.9
-0.6449,1
-1.1402,1.1
-1.3149,1.2
-0.7725,1.3
-0.5267,1.4
-1.4815,1.5
-1.0723,1.6
-0.5415,1.7
-0.6593,1.8
-0.9154,1.9
-0.6462,2
-0.8048,2.1
-0.9115,2.2
-0.6561,2.3
-0.8923,2.4
-0.92,2.5
-0.576,2.6
-0.9073,2.7
-0.6528,2.8
-0.9453,2.9
-0.6252,3
-0.7416,3.1
-0.5924,3.2
-0.5496,3.3
-0.7964,3.4
-0.5724,3.5
-0.4889,3.6
-1.1277,3.7
-0.6031,3.8
-1.0064,3.9
-0.7049,4
-0.5313,4.1
-0.6841,4.2
-0.5607,4.3
-0.6003,4.4
-0.5411,4.5
-0.5679,4.6
-0.5835,4.7
-0.5452,4.8
-0.5128,4.9
-0.7019,5
-1.8456,0.1
-1.5002,0.2
-1.6201,0.3
-1.949,0.4
-1.3979,0.5
-1.4013,0.6
-1.2904,0.7
-1.7461,0.8
-1.285,0.9
-1.4684,1
-0.9465,1.1
-1.2117,1.2
-0.6802,1.3
-0.9882,1.4
-0.9072,1.5
-0.997,1.6
-0.5674,1.7
-0.6502,1.8
-0.6257,1.9
-0.755,2
-0.729,2.1
-0.9892,2.2
-0.7714,2.3
-0.7785,2.4
-0.9936,2.5
-1.0646,2.6
-1.4409,2.7
-0.8242,2.8
-1.0782,2.9
-0.3856,3
-0.4647,3.1
-0.9786,3.2
-0.895,3.3
-0.567,3.4
-0.2035,3.5
-0.9555,3.6
-0.6002,3.7
-0.4784,3.8
-0.6405,3.9
-0.6837,4
-0.4655,4.1
-0.447,4.2
-0.7816,4.3
-0.6283,4.4
-0.5778,4.5
-0.7753,4.6
-0.8256,4.7
-0.5597,4.8
-0.8335,4.9
-0.5449,5
-1.4095,0.1
-1.9841,0.2
-1.635,0.3
-1.6757,0.4
-1.0078,0.5
-1.3792,0.6
-1.1132,0.7
-1.326,0.8
-1.0914,0.9
-0.831,1
-1.1682,1.1
-0.5005,1.2
-0.8608,1.3
-0.9261,1.4
-0.7782,1.5
-0.8334,1.6
-0.9176,1.7
-0.6787,1.8
-1.0628,1.9
-1.014,2
-0.736,2.1
-0.8039,2.2
-0.4153,2.3
-0.5179,2.4
-0.8129,2.5
-0.8304,2.6
-1.4372,2.7
-0.6598,2.8
-0.4707,2.9
-0.8818,3
-0.8851,3.1
-0.6242,3.2
-0.6676,3.3
-1.3354,3.4
-0.557,3.5
-0.7065,3.6
-0.5868,3.7
-0.7661,3.8
-0.62,3.9
-0.5507,4
-0.6095,4.1
-1.0121,4.2
-0.7372,4.3
-1.3177,4.4
-0.8783,4.5
-1.1466,4.6
-0.7442,4.7
-0.9878,4.8
-0.6167,4.9
-0.6319,5
-1.0435,0.1
-1.9157,0.2
-1.6907,0.3
-1.2119,0.4
-1.3626,0.5
-1.4301,0.6
-1.3006,0.7
-1.2494,0.8
-1.4117,0.9
-0.5756,1
-0.9954,1.1
-1.1096,1.2
-0.5895,1.3
-1.3922,1.4
-0.8044,1.5
-0.8432,1.6
-0.9491,1.7
-0.8601,1.8
-0.7202,1.9
-1.1546,2
-0.8444,2.1
-0.7281,2.2
-0.7911,2.3
-0.7738,2.4
-1.1894,2.5
-0.5313,2.6
-0.559,2.7
-1.0416,2.8
-0.7231,2.9
-0.8124,3
-1.0816,3.1
-0.5455,3.2
-0.5477,3.3
-0.5994,3.4
-0.5467,3.5
-0.7155,3.6
-0.7777,3.7
-1.1257,3.8
-0.4038,3.9
-0.6634,4
-0.4881,4.1
-0.5051,4.2
-1.033,4.3
-0.8892,4.4
-0.349,4.5
-0.4552,4.6
-0.5315,4.7
-0.7426,4.8
-0.5571,4.9
-0.6944,5
-2.3081,0.1
-1.86,0.2
-2.3801,0.3
-1.4881,0.4
-1.7873,0.5
-1.5226,0.6
-1.0297,0.7
-1.28,0.8
-0.9494,0.9
-0.6171,1
-0.9213,1.1
-0.7878,1.2
-0.7485,1.3
-0.9954,1.4
-1.0879,1.5
-0.9472,1.6
-0.6399,1.7
-0.5385,1.8
-0.7534,1.9
-1.4275,2
-0.6144,2.1
-0.6789,2.2
-0.4365,2.3
-0.7955,2.4
-0.7723,2.5
-0.7072,2.6
-0.7409,2.7
-0.6602,2.8
-0.7684,2.9
-0.9121,3
-0.7734,3.1
-0.6224,3.2
-0.5342,3.3
-0.836,3.4
-1.2008,3.5
-0.3809,3.6
-0.9016,3.7
-0.8697,3.8
-0.6911,3.9
-0.5365,4
-0.7336,4.1
-0.382,4.2
-0.5137,4.3
-0.6293,4.4
-0.9048,4.5
-0.9604,4.6
-0.4273,4.7
-0.6442,4.8
-0.6424,4.9
-0.4774,5
-1.1422,0.1
-1.7947,0.2
-2.0882,0.3
-1.1678,0.4
-1.2825,0.5
-1.0651,0.6
-0.7991,0.7
-0.9376,0.8
-1.3405,0.9
-0.8908,1
-0.7698,1.1
-1.0783,1.2
-1.2868,1.3
-0.6647,1.4
-1.1927,1.5
-0.6827,1.6
-0.9479,1.7
-0.9295,1.8
-0.5641,1.9
-1.5777,2
-0.5905,2.1
-0.6873,2.2
-1.1488,2.3
-0.7103,2.4
-0.6586,2.5
-0.6309,2.6
-0.7825,2.7
-0.8539,2.8
-0.7692,2.9
-0.6338,3
-0.7067,3.1
-1.0922,3.2
-0.6287,3.3
-1.48,3.4
-1.0868,3.5
-0.598,3.6
-0.639,3.7
-0.6669,3.8
-0.4186,3.9
-0.6672,4
-0.7721,4.1
-1.0886,4.2
-0.4952,4.3
-0.5972,4.4
-0.8526,4.5
-1.2892,4.6
-0.4002,4.7
-0.6599,4.8
-0.58,4.9
-0.5045,5
