"z","time","maxtrop","replicate"
0.2,18500000,3.76574,12
0.2,18550000,3.76508,12
0.2,18600000,3.764961,12
0.2,18650000,3.764938,12
0.2,18700000,3.752999,12
0.2,18750000,3.759976,12
0.2,18800000,3.758773,12
0.2,18850000,3.758756,12
0.2,18900000,3.758752,12
0.2,18950000,3.758723,12
0.2,1.9e+07,3.75856,12
0.2,19050000,4.043258,12
0.2,19100000,4.061186,12
0.2,19150000,4.077797,12
0.2,19200000,3.998031,12
0.2,19250000,3.998025,12
0.2,19300000,3.814943,12
0.2,19350000,3.810189,12
0.2,19400000,3.777146,12
0.2,19450000,3.772034,12
0.2,19500000,3.935886,12
0.2,19550000,3.932572,12
0.2,19600000,3.938284,12
0.2,19650000,3.972178,12
0.2,19700000,3.971877,12
0.2,19750000,3.95309,12
0.2,19800000,3.950141,12
0.2,19850000,3.945262,12
0.2,19900000,3.945263,12
0.2,19950000,3.945262,12
0.2,2e+07,3.945253,12
0.2,20050000,3.943869,12
0.2,20100000,3.911013,12
0.2,20150000,3.820839,12
0.2,20200000,3.819068,12
0.2,20250000,3.872589,12
0.2,20300000,3.87255,12
0.2,20350000,3.874189,12
0.2,20400000,3.878722,12
0.2,20450000,3.878755,12
0.2,20500000,3.878754,12
0.2,20550000,3.877629,12
0.2,20600000,3.872834,12
0.2,20650000,3.872972,12
0.2,20700000,3.872974,12
0.2,20750000,3.872978,12
0.2,20800000,3.873034,12
0.2,20850000,3.923567,12
0.2,20900000,3.930504,12
0.2,20950000,3.941283,12
0.2,2.1e+07,3.944615,12
0.2,21050000,3.895241,12
0.2,21100000,3.88639,12
0.2,21150000,3.886231,12
0.2,21200000,3.885659,12
0.2,21250000,3.884372,12
0.2,21300000,3.882568,12
0.2,21350000,3.880615,12
0.2,21400000,3.878732,12
0.2,21450000,3.877018,12
0.2,21500000,3.923442,12
0.2,21550000,3.922439,12
0.2,21600000,3.97073,12
0.2,21650000,3.976318,12
0.2,21700000,3.803303,12
0.2,21750000,3.799242,12
0.2,21800000,3.790583,12
0.2,21850000,3.787321,12
0.2,21900000,3.786628,12
0.2,21950000,3.786492,12
0.2,2.2e+07,3.786465,12
0.2,22050000,3.78646,12
0.2,22100000,3.786461,12
0.2,22150000,3.786481,12
0.2,22200000,3.784211,12
0.2,22250000,3.804546,12
0.2,22300000,3.798783,12
0.2,22350000,3.837361,12
0.2,22400000,3.810185,12
0.2,22450000,3.809381,12
0.2,22500000,3.810328,12
0.2,22550000,3.810492,12
0.2,22600000,3.810401,12
0.2,22650000,3.810419,12
0.2,22700000,3.810421,12
0.2,22750000,3.810414,12
0.2,22800000,3.810316,12
0.2,22850000,3.808941,12
0.2,22900000,3.805172,12
0.2,22950000,3.802955,12
0.2,2.3e+07,3.801526,12
0.2,23050000,3.800668,12
0.2,23100000,3.800109,12
0.2,23150000,3.799733,12
0.2,23200000,3.79947,12
0.2,23250000,3.799281,12
0.2,23300000,3.79914,12
0.2,23350000,3.798749,12
0.2,23400000,3.808331,12
0.2,23450000,3.795718,12
0.2,23500000,3.784799,12
0.2,23550000,3.778611,12
0.2,23600000,3.781726,12
0.2,23650000,3.78074,12
0.2,23700000,3.777358,12
0.2,23750000,3.780713,12
0.2,23800000,3.778027,12
0.2,23850000,3.779733,12
0.2,23900000,3.778868,12
0.2,23950000,3.779973,12
0.2,2.4e+07,3.77941,12
0.2,24050000,3.779541,12
0.2,24100000,3.810043,12
0.2,24150000,3.814023,12
0.2,24200000,3.812051,12
0.2,24250000,3.807575,12
0.2,24300000,3.80933,12
0.2,24350000,3.815521,12
0.2,24400000,3.815159,12
0.2,24450000,3.815462,12
0.2,24500000,3.816017,12
0.2,24550000,3.815846,12
0.2,24600000,3.815941,12
0.2,24650000,3.815948,12
0.2,24700000,3.815891,12
0.2,24750000,3.815964,12
0.2,24800000,3.8159,12
0.2,24850000,3.815943,12
0.2,24900000,3.815922,12
0.2,24950000,3.815926,12
0.2,2.5e+07,3.815933,12
0.5,50000,3.552978,12
0.5,1e+05,3.058186,12
0.5,150000,2.332781,12
0.5,2e+05,2.585041,12
0.5,250000,3.452654,12
0.5,3e+05,3.33446,12
0.5,350000,3.289142,12
0.5,4e+05,3.175036,12
0.5,450000,3.855695,12
0.5,5e+05,3.273622,12
0.5,550000,3.266996,12
0.5,6e+05,3.160724,12
0.5,650000,3.350351,12
0.5,7e+05,2.964276,12
0.5,750000,3.023016,12
0.5,8e+05,3.680762,12
0.5,850000,3.913994,12
0.5,9e+05,3.476216,12
0.5,950000,3.417301,12
0.5,1e+06,3.311167,12
0.5,1050000,3.373359,12
0.5,1100000,3.417925,12
0.5,1150000,3.466436,12
0.5,1200000,3.777921,12
0.5,1250000,3.817654,12
0.5,1300000,3.760184,12
0.5,1350000,3.939186,12
0.5,1400000,3.934153,12
0.5,1450000,3.924432,12
0.5,1500000,3.695867,12
0.5,1550000,3.709779,12
0.5,1600000,3.746252,12
0.5,1650000,3.526971,12
0.5,1700000,3.598342,12
0.5,1750000,3.421114,12
0.5,1800000,3.415962,12
0.5,1850000,3.457083,12
0.5,1900000,3.490099,12
0.5,1950000,3.980476,12
0.5,2e+06,3.980395,12
0.5,2050000,3.979909,12
0.5,2100000,3.979866,12
0.5,2150000,3.982316,12
0.5,2200000,3.992732,12
0.5,2250000,4.052718,12
0.5,2300000,3.591266,12
0.5,2350000,3.296843,12
0.5,2400000,3.584303,12
0.5,2450000,3.55206,12
0.5,2500000,3.462851,12
0.5,2550000,3.276113,12
0.5,2600000,3.1726,12
0.5,2650000,4.053642,12
0.5,2700000,3.828084,12
0.5,2750000,3.834716,12
0.5,2800000,3.74729,12
0.5,2850000,3.73333,12
0.5,2900000,3.73962,12
0.5,2950000,3.721231,12
0.5,3e+06,3.721117,12
0.5,3050000,3.72707,12
0.5,3100000,3.706162,12
0.5,3150000,3.415769,12
0.5,3200000,3.411459,12
0.5,3250000,3.320397,12
0.5,3300000,3.348827,12
0.5,3350000,3.335085,12
0.5,3400000,3.232171,12
0.5,3450000,3.242568,12
0.5,3500000,3.244373,12
0.5,3550000,3.244373,12
0.5,3600000,3.264073,12
0.5,3650000,3.284288,12
0.5,3700000,3.284288,12
0.5,3750000,3.267413,12
0.5,3800000,3.266368,12
0.5,3850000,3.267441,12
0.5,3900000,3.700047,12
0.5,3950000,3.935593,12
0.5,4e+06,3.935051,12
0.5,4050000,3.865892,12
0.5,4100000,3.995563,12
0.5,4150000,3.994417,12
0.5,4200000,3.994358,12
0.5,4250000,4.021856,12
0.5,4300000,4.019168,12
0.5,4350000,3.99819,12
0.5,4400000,4.003302,12
0.5,4450000,3.999916,12
0.5,4500000,4.060068,12
0.5,4550000,4.049763,12
0.5,4600000,4.034018,12
0.5,4650000,4.03396,12
0.5,4700000,4.030502,12
0.5,4750000,4.03144,12
0.5,4800000,4.031543,12
0.5,4850000,3.838808,12
0.5,4900000,3.664572,12
0.5,4950000,3.482941,12
0.5,5e+06,3.70969,12
0.5,5050000,3.716168,12
0.5,5100000,3.716181,12
0.5,5150000,3.738424,12
0.5,5200000,3.73795,12
0.5,5250000,3.737934,12
0.5,5300000,3.653964,12
0.5,5350000,3.65517,12
0.5,5400000,3.651801,12
0.5,5450000,3.644205,12
0.5,5500000,3.633494,12
0.5,5550000,3.648437,12
0.5,5600000,3.648448,12
0.5,5650000,3.746477,12
0.5,5700000,3.734285,12
0.5,5750000,3.715266,12
0.5,5800000,3.172031,12
0.5,5850000,3.176903,12
0.5,5900000,3.205824,12
0.5,5950000,3.203308,12
0.5,6e+06,3.242404,12
0.5,6050000,3.713289,12
0.5,6100000,3.718444,12
0.5,6150000,3.700588,12
0.5,6200000,3.698251,12
0.5,6250000,3.792466,12
0.5,6300000,3.751328,12
0.5,6350000,3.662221,12
0.5,6400000,3.713454,12
0.5,6450000,3.752091,12
0.5,6500000,3.732157,12
0.5,6550000,3.732146,12
0.5,6600000,3.733368,12
0.5,6650000,3.733474,12
0.5,6700000,3.716997,12
0.5,6750000,3.644746,12
0.5,6800000,3.624792,12
0.5,6850000,3.328343,12
0.5,6900000,3.328316,12
0.5,6950000,3.330952,12
0.5,7e+06,3.333708,12
0.5,7050000,3.407101,12
0.5,7100000,3.388806,12
0.5,7150000,3.270702,12
0.5,7200000,3.253252,12
0.5,7250000,3.126343,12
0.5,7300000,3.165097,12
0.5,7350000,3.141359,12
0.5,7400000,3.569799,12
0.5,7450000,3.569782,12
0.5,7500000,3.593192,12
0.5,7550000,3.59718,12
0.5,7600000,3.602059,12
0.5,7650000,3.604287,12
0.5,7700000,3.599956,12
0.5,7750000,3.599237,12
0.5,7800000,3.600528,12
0.5,7850000,3.577787,12
0.5,7900000,3.612751,12
0.5,7950000,3.612736,12
0.5,8e+06,3.612739,12
0.5,8050000,3.613424,12
0.5,8100000,3.677702,12
0.5,8150000,3.685995,12
0.5,8200000,3.669399,12
0.5,8250000,3.64632,12
0.5,8300000,3.692207,12
0.5,8350000,3.745922,12
0.5,8400000,3.609848,12
0.5,8450000,3.609851,12
0.5,8500000,3.599912,12
0.5,8550000,3.607703,12
0.5,8600000,3.605005,12
0.5,8650000,3.603624,12
0.5,8700000,3.602943,12
0.5,8750000,3.602649,12
0.5,8800000,3.719356,12
0.5,8850000,3.950345,12
0.5,8900000,3.967585,12
0.5,8950000,3.962211,12
0.5,9e+06,3.962307,12
0.5,9050000,3.348874,12
0.5,9100000,3.337303,12
0.5,9150000,3.358269,12
0.5,9200000,3.786186,12
0.5,9250000,3.769116,12
0.5,9300000,3.771018,12
0.5,9350000,3.7458,12
0.5,9400000,3.728314,12
0.5,9450000,3.682778,12
0.5,9500000,3.579865,12
0.5,9550000,3.755032,12
0.5,9600000,3.704664,12
0.5,9650000,3.675656,12
0.5,9700000,3.686386,12
0.5,9750000,3.751884,12
0.5,9800000,3.765446,12
0.5,9850000,3.804696,12
0.5,9900000,3.783178,12
0.5,9950000,3.321191,12
0.5,1e+07,3.202189,12
0.5,10050000,3.252021,12
0.5,10100000,3.315466,12
0.5,10150000,3.736901,12
0.5,10200000,3.734883,12
0.5,10250000,3.81763,12
0.5,10300000,3.538875,12
0.5,10350000,3.492469,12
0.5,10400000,3.827746,12
0.5,10450000,3.833425,12
0.5,10500000,3.595623,12
0.5,10550000,3.697143,12
0.5,10600000,3.898396,12
0.5,10650000,3.849445,12
0.5,10700000,4.025679,12
0.5,10750000,4.035247,12
0.5,10800000,4.019855,12
0.5,10850000,3.97499,12
0.5,10900000,4.015932,12
0.5,10950000,3.297105,12
0.5,1.1e+07,3.278913,12
0.5,11050000,3.277116,12
0.5,11100000,3.277116,12
0.5,11150000,3.285445,12
0.5,11200000,3.321149,12
0.5,11250000,3.505242,12
0.5,11300000,3.763843,12
0.5,11350000,3.788648,12
0.5,11400000,3.695432,12
0.5,11450000,3.657753,12
0.5,11500000,3.74965,12
0.5,11550000,3.763507,12
0.5,11600000,3.765216,12
0.5,11650000,3.798884,12
0.5,11700000,3.783024,12
0.5,11750000,3.72654,12
0.5,11800000,3.727031,12
0.5,11850000,3.833422,12
0.5,11900000,3.813268,12
0.5,11950000,3.830681,12
0.5,1.2e+07,3.80222,12
0.5,12050000,3.802677,12
0.5,12100000,3.798009,12
0.5,12150000,3.749714,12
0.5,12200000,3.749743,12
0.5,12250000,3.732134,12
0.5,12300000,3.734557,12
0.5,12350000,3.739942,12
0.5,12400000,3.744919,12
0.5,12450000,3.762728,12
0.5,12500000,3.762659,12
0.5,12550000,3.763079,12
0.5,12600000,3.768666,12
0.5,12650000,3.769447,12
0.5,12700000,3.769477,12
0.5,12750000,3.769503,12
0.5,12800000,3.770043,12
0.5,12850000,3.773637,12
0.5,12900000,3.76151,12
0.5,12950000,3.759016,12
0.5,1.3e+07,3.758533,12
0.5,13050000,3.758558,12
0.5,13100000,3.758558,12
0.5,13150000,3.758558,12
0.5,13200000,3.758077,12
0.5,13250000,3.752834,12
0.5,13300000,3.752824,12
0.5,13350000,3.759136,12
0.5,13400000,3.784953,12
0.5,13450000,3.785122,12
0.5,13500000,3.797012,12
0.5,13550000,3.797018,12
0.5,13600000,3.797018,12
0.5,13650000,3.797025,12
0.5,13700000,3.792207,12
0.5,13750000,3.875334,12
0.5,13800000,3.878419,12
0.5,13850000,3.881085,12
0.5,13900000,3.881087,12
0.5,13950000,4.049681,12
0.5,1.4e+07,4.052202,12
0.5,14050000,4.052259,12
0.5,14100000,4.052229,12
0.5,14150000,4.049743,12
0.5,14200000,4.049559,12
0.5,14250000,3.998514,12
0.5,14300000,3.998589,12
0.5,14350000,4.00809,12
0.5,14400000,4.009921,12
0.5,14450000,4.010356,12
0.5,14500000,4.063966,12
0.5,14550000,4.042202,12
0.5,14600000,4.045798,12
0.5,14650000,3.974762,12
0.5,14700000,3.965622,12
0.5,14750000,3.992545,12
0.5,14800000,3.996718,12
0.5,14850000,3.977872,12
0.5,14900000,3.907486,12
0.5,14950000,3.907486,12
0.5,1.5e+07,3.907486,12
0.5,15050000,3.907486,12
0.5,15100000,3.879409,12
0.5,15150000,3.862531,12
0.5,15200000,3.789169,12
0.5,15250000,3.770058,12
0.5,15300000,3.77016,12
0.5,15350000,3.974037,12
0.5,15400000,4.011262,12
0.5,15450000,4.025357,12
0.5,15500000,3.916075,12
0.5,15550000,3.824046,12
0.5,15600000,3.824046,12
0.5,15650000,3.824046,12
0.5,15700000,3.824046,12
0.5,15750000,3.824046,12
0.5,15800000,3.824046,12
0.5,15850000,3.824046,12
0.5,15900000,3.824046,12
0.5,15950000,3.82403,12
0.5,1.6e+07,3.810191,12
0.5,16050000,3.804704,12
0.5,16100000,3.797945,12
0.5,16150000,3.902929,12
0.5,16200000,3.904962,12
0.5,16250000,3.9075,12
0.5,16300000,3.956102,12
0.5,16350000,4.047121,12
0.5,16400000,4.048262,12
0.5,16450000,3.825384,12
0.5,16500000,3.859811,12
0.5,16550000,3.777453,12
0.5,16600000,3.626449,12
0.5,16650000,3.715885,12
0.5,16700000,3.743587,12
0.5,16750000,3.749082,12
0.5,16800000,3.366316,12
0.5,16850000,3.386813,12
0.5,16900000,3.328174,12
0.5,16950000,3.485576,12
0.5,1.7e+07,3.378063,12
0.5,17050000,3.58123,12
0.5,17100000,3.278556,12
0.5,17150000,3.672932,12
0.5,17200000,3.601519,12
0.5,17250000,3.537077,12
0.5,17300000,3.476186,12
0.5,17350000,3.370114,12
0.5,17400000,3.344524,12
0.5,17450000,3.369303,12
0.5,17500000,3.370099,12
0.5,17550000,3.385609,12
0.5,17600000,3.350334,12
0.5,17650000,3.34678,12
0.5,17700000,3.276835,12
0.5,17750000,3.315872,12
0.5,17800000,3.318059,12
0.5,17850000,3.302702,12
0.5,17900000,3.296357,12
0.5,17950000,3.296357,12
0.5,1.8e+07,3.814161,12
0.5,18050000,3.8121,12
0.5,18100000,3.946693,12
0.5,18150000,3.925508,12
0.5,18200000,3.925508,12
0.5,18250000,3.925508,12
0.5,18300000,3.92759,12
0.5,18350000,3.926811,12
0.5,18400000,3.929752,12
0.5,18450000,3.929754,12
0.5,18500000,3.919412,12
0.5,18550000,3.766406,12
0.5,18600000,3.673156,12
0.5,18650000,3.376797,12
0.5,18700000,3.24328,12
0.5,18750000,3.199989,12
0.5,18800000,3.626367,12
0.5,18850000,3.427329,12
0.5,18900000,3.206251,12
0.5,18950000,3.641782,12
0.5,1.9e+07,3.654943,12
0.5,19050000,3.546332,12
0.5,19100000,3.464404,12
0.5,19150000,3.433141,12
0.5,19200000,3.421,12
0.5,19250000,3.484909,12
0.5,19300000,3.505769,12
0.5,19350000,3.328316,12
0.5,19400000,3.333242,12
0.5,19450000,3.419312,12
0.5,19500000,3.627805,12
0.5,19550000,3.628712,12
0.5,19600000,3.602151,12
0.5,19650000,3.620156,12
0.5,19700000,3.845215,12
0.5,19750000,3.417571,12
0.5,19800000,3.416991,12
0.5,19850000,3.320401,12
0.5,19900000,3.25206,12
0.5,19950000,3.309681,12
0.5,2e+07,3.189521,12
0.5,20050000,3.065505,12
0.5,20100000,3.222427,12
0.5,20150000,3.011567,12
0.5,20200000,3.00958,12
0.5,20250000,3.362954,12
0.5,20300000,3.624557,12
0.5,20350000,3.951263,12
0.5,20400000,3.870475,12
0.5,20450000,4.092211,12
0.5,20500000,3.530259,12
0.5,20550000,3.230172,12
0.5,20600000,3.033331,12
0.5,20650000,2.984693,12
0.5,20700000,3.33563,12
0.5,20750000,3.335822,12
0.5,20800000,3.344409,12
0.5,20850000,3.968309,12
0.5,20900000,3.782202,12
0.5,20950000,3.511206,12
0.5,2.1e+07,3.681363,12
0.5,21050000,3.69727,12
0.5,21100000,3.960224,12
0.5,21150000,3.367377,12
0.5,21200000,3.317708,12
0.5,21250000,3.558546,12
0.5,21300000,3.752905,12
0.5,21350000,3.697224,12
0.5,21400000,3.801153,12
0.5,21450000,3.726089,12
0.5,21500000,3.780334,12
0.5,21550000,3.763148,12
0.5,21600000,3.571861,12
0.5,21650000,3.599993,12
0.5,21700000,3.399232,12
0.5,21750000,3.30919,12
0.5,21800000,3.348615,12
0.5,21850000,3.342093,12
0.5,21900000,3.293241,12
0.5,21950000,3.286422,12
0.5,2.2e+07,3.234194,12
0.5,22050000,3.255549,12
0.5,22100000,3.4605,12
0.5,22150000,3.506252,12
0.5,22200000,3.507891,12
0.5,22250000,3.530859,12
0.5,22300000,3.350639,12
0.5,22350000,3.428107,12
0.5,22400000,3.381451,12
0.5,22450000,3.495214,12
0.5,22500000,3.361065,12
0.5,22550000,3.353981,12
0.5,22600000,3.92254,12
0.5,22650000,3.686096,12
0.5,22700000,3.686273,12
0.5,22750000,3.233148,12
0.5,22800000,3.265449,12
0.5,22850000,3.260515,12
0.5,22900000,3.260515,12
0.5,22950000,3.652536,12
0.5,2.3e+07,3.774222,12
0.5,23050000,3.669287,12
0.5,23100000,3.589955,12
0.5,23150000,3.661537,12
0.5,23200000,3.36906,12
0.5,23250000,3.272404,12
0.5,23300000,3.71514,12
0.5,23350000,3.327447,12
0.5,23400000,3.63129,12
0.5,23450000,3.576909,12
0.5,23500000,3.808598,12
0.5,23550000,3.809269,12
0.5,23600000,3.811561,12
0.5,23650000,3.801326,12
0.5,23700000,3.779944,12
0.5,23750000,3.777525,12
0.5,23800000,3.905897,12
0.5,23850000,3.934145,12
0.5,23900000,4.017316,12
0.5,23950000,4.079071,12
0.5,2.4e+07,3.475022,12
0.5,24050000,3.424461,12
0.5,24100000,3.421572,12
0.5,24150000,3.501152,12
0.5,24200000,3.946111,12
0.5,24250000,3.997007,12
0.5,24300000,4.004218,12
0.5,24350000,4.004464,12
0.5,24400000,4.011654,12
0.5,24450000,4.032707,12
0.5,24500000,4.024213,12
0.5,24550000,4.021418,12
0.5,24600000,4.071613,12
0.5,24650000,4.07147,12
0.5,24700000,4.071469,12
0.5,24750000,4.044088,12
0.5,24800000,4.044537,12
0.5,24850000,3.991705,12
0.5,24900000,3.780069,12
0.5,24950000,3.781766,12
0.5,2.5e+07,3.339113,12
1,50000,2.63044,12
1,1e+05,2.708682,12
1,150000,2.801812,12
1,2e+05,2.707798,12
1,250000,3.228376,12
1,3e+05,3.205016,12
1,350000,3.517024,12
1,4e+05,3.586134,12
1,450000,3.599489,12
1,5e+05,3.601785,12
1,550000,3.692508,12
1,6e+05,3.652431,12
1,650000,3.069611,12
1,7e+05,3.083491,12
1,750000,3.08695,12
1,8e+05,3.091386,12
1,850000,3.09141,12
1,9e+05,3.056378,12
1,950000,3.718372,12
1,1e+06,3.39738,12
1,1050000,3.570322,12
1,1100000,3.547156,12
1,1150000,3.566615,12
1,1200000,3.611783,12
1,1250000,3.616827,12
1,1300000,3.618911,12
1,1350000,3.753522,12
1,1400000,3.637364,12
1,1450000,3.669131,12
1,1500000,3.890457,12
1,1550000,3.941063,12
1,1600000,3.84785,12
1,1650000,3.813566,12
1,1700000,3.811104,12
1,1750000,3.811104,12
1,1800000,3.800502,12
1,1850000,3.743935,12
1,1900000,3.735565,12
1,1950000,3.702303,12
1,2e+06,3.661972,12
1,2050000,3.677324,12
1,2100000,3.586402,12
1,2150000,3.30101,12
1,2200000,3.314212,12
1,2250000,3.312505,12
1,2300000,3.238345,12
1,2350000,3.229265,12
1,2400000,3.299827,12
1,2450000,3.315615,12
1,2500000,3.280522,12
1,2550000,3.328558,12
1,2600000,3.198487,12
1,2650000,3.606318,12
1,2700000,3.283977,12
1,2750000,3.328834,12
1,2800000,3.301605,12
1,2850000,3.767078,12
1,2900000,3.870294,12
1,2950000,3.913249,12
1,3e+06,3.913808,12
1,3050000,3.872611,12
1,3100000,3.917511,12
1,3150000,3.31496,12
1,3200000,3.316436,12
1,3250000,3.307767,12
1,3300000,3.288658,12
1,3350000,3.303017,12
1,3400000,3.273455,12
1,3450000,3.274083,12
1,3500000,3.27984,12
1,3550000,3.275682,12
1,3600000,3.276291,12
1,3650000,3.273826,12
1,3700000,3.242623,12
1,3750000,3.299316,12
1,3800000,3.272658,12
1,3850000,3.272661,12
1,3900000,3.250282,12
1,3950000,3.249852,12
1,4e+06,3.249941,12
1,4050000,3.260965,12
1,4100000,3.260971,12
1,4150000,3.260971,12
1,4200000,3.261837,12
1,4250000,3.3757,12
1,4300000,3.418162,12
1,4350000,3.417294,12
1,4400000,3.293974,12
1,4450000,3.562403,12
1,4500000,3.395105,12
1,4550000,3.305117,12
1,4600000,3.307219,12
1,4650000,3.327548,12
1,4700000,3.328293,12
1,4750000,3.337292,12
1,4800000,3.343628,12
1,4850000,3.347592,12
1,4900000,3.354851,12
1,4950000,3.355086,12
1,5e+06,3.360216,12
1,5050000,3.360133,12
1,5100000,3.368629,12
1,5150000,3.370101,12
1,5200000,3.370231,12
1,5250000,3.370028,12
1,5300000,3.36974,12
1,5350000,3.367047,12
1,5400000,3.313723,12
1,5450000,3.312371,12
1,5500000,3.311415,12
1,5550000,3.311331,12
1,5600000,3.311455,12
1,5650000,3.311494,12
1,5700000,3.31154,12
1,5750000,3.317831,12
1,5800000,3.322936,12
1,5850000,3.32299,12
1,5900000,3.322984,12
1,5950000,3.322609,12
1,6e+06,3.323247,12
1,6050000,3.323466,12
1,6100000,3.327192,12
1,6150000,3.327343,12
1,6200000,3.337767,12
1,6250000,3.380902,12
1,6300000,3.380904,12
1,6350000,3.356266,12
1,6400000,3.277302,12
1,6450000,3.261179,12
1,6500000,3.706007,12
1,6550000,3.595789,12
1,6600000,3.195352,12
1,6650000,3.192523,12
1,6700000,3.361617,12
1,6750000,3.36432,12
1,6800000,3.364336,12
1,6850000,3.821402,12
1,6900000,3.592998,12
1,6950000,3.405731,12
1,7e+06,3.099559,12
1,7050000,3.79967,12
1,7100000,3.795223,12
1,7150000,3.839812,12
1,7200000,3.989325,12
1,7250000,3.972423,12
1,7300000,3.945483,12
1,7350000,3.879376,12
1,7400000,3.754322,12
1,7450000,3.754422,12
1,7500000,3.753559,12
1,7550000,3.77349,12
1,7600000,3.278099,12
1,7650000,3.270732,12
1,7700000,3.225176,12
1,7750000,3.373106,12
1,7800000,3.404286,12
1,7850000,3.394744,12
1,7900000,3.353017,12
1,7950000,3.348651,12
1,8e+06,3.32351,12
1,8050000,3.381123,12
1,8100000,3.410279,12
1,8150000,3.460468,12
1,8200000,3.462929,12
1,8250000,3.493275,12
1,8300000,3.517159,12
1,8350000,3.544332,12
1,8400000,3.544431,12
1,8450000,3.544431,12
1,8500000,3.54013,12
1,8550000,3.449543,12
1,8600000,3.443272,12
1,8650000,3.419558,12
1,8700000,3.419859,12
1,8750000,3.422438,12
1,8800000,3.421325,12
1,8850000,3.424426,12
1,8900000,3.427353,12
1,8950000,3.427355,12
1,9e+06,3.466858,12
1,9050000,3.47495,12
1,9100000,3.445718,12
1,9150000,3.271065,12
1,9200000,3.14611,12
1,9250000,3.146106,12
1,9300000,3.146474,12
1,9350000,3.140714,12
1,9400000,3.324597,12
1,9450000,3.324497,12
1,9500000,3.324495,12
1,9550000,3.324285,12
1,9600000,3.648887,12
1,9650000,3.649032,12
1,9700000,3.644617,12
1,9750000,3.841324,12
1,9800000,3.821653,12
1,9850000,3.821653,12
1,9900000,3.821653,12
1,9950000,3.821653,12
1,1e+07,3.834774,12
1,10050000,3.830647,12
1,10100000,3.617523,12
1,10150000,3.379764,12
1,10200000,3.380296,12
1,10250000,3.382538,12
1,10300000,3.37616,12
1,10350000,3.361572,12
1,10400000,3.319498,12
1,10450000,3.319588,12
1,10500000,3.354225,12
1,10550000,3.352008,12
1,10600000,3.352393,12
1,10650000,3.389137,12
1,10700000,3.399334,12
1,10750000,3.399338,12
1,10800000,3.374696,12
1,10850000,3.361828,12
1,10900000,3.361661,12
1,10950000,3.361654,12
1,1.1e+07,3.257173,12
1,11050000,3.258423,12
1,11100000,3.382092,12
1,11150000,3.381632,12
1,11200000,3.270025,12
1,11250000,3.265199,12
1,11300000,3.265051,12
1,11350000,3.282442,12
1,11400000,3.282766,12
1,11450000,3.207133,12
1,11500000,3.218801,12
1,11550000,3.196162,12
1,11600000,3.202311,12
1,11650000,3.202332,12
1,11700000,3.202386,12
1,11750000,3.16131,12
1,11800000,3.160653,12
1,11850000,3.191027,12
1,11900000,3.190586,12
1,11950000,3.187365,12
1,1.2e+07,3.811682,12
1,12050000,3.824708,12
1,12100000,3.873506,12
1,12150000,3.873418,12
1,12200000,3.88294,12
1,12250000,3.884879,12
1,12300000,3.884884,12
1,12350000,3.868535,12
1,12400000,3.868537,12
1,12450000,3.828853,12
1,12500000,3.852005,12
1,12550000,3.855117,12
1,12600000,3.85377,12
1,12650000,3.855563,12
1,12700000,3.854974,12
1,12750000,3.863111,12
1,12800000,3.929457,12
1,12850000,3.929675,12
1,12900000,3.929686,12
1,12950000,3.929688,12
1,1.3e+07,3.929689,12
1,13050000,3.92273,12
1,13100000,3.827233,12
1,13150000,3.826488,12
1,13200000,3.826485,12
1,13250000,3.826486,12
1,13300000,3.826485,12
1,13350000,3.82775,12
1,13400000,3.844937,12
1,13450000,3.823414,12
1,13500000,3.829345,12
1,13550000,3.829023,12
1,13600000,3.868229,12
1,13650000,3.869193,12
1,13700000,3.868333,12
1,13750000,3.905849,12
1,13800000,3.863793,12
1,13850000,3.861492,12
1,13900000,3.931316,12
1,13950000,3.896837,12
1,1.4e+07,3.896643,12
1,14050000,3.896641,12
1,14100000,3.896641,12
1,14150000,3.914685,12
1,14200000,3.920364,12
1,14250000,3.899389,12
1,14300000,3.901284,12
1,14350000,3.901283,12
1,14400000,3.910865,12
1,14450000,3.844074,12
1,14500000,3.83698,12
1,14550000,3.83698,12
1,14600000,3.820147,12
1,14650000,3.812508,12
1,14700000,3.817022,12
1,14750000,3.830904,12
1,14800000,3.831656,12
1,14850000,3.753989,12
1,14900000,3.753441,12
1,14950000,3.862568,12
1,1.5e+07,3.870298,12
1,15050000,3.75278,12
1,15100000,3.752778,12
1,15150000,3.752763,12
1,15200000,3.752654,12
1,15250000,3.753866,12
1,15300000,3.748915,12
1,15350000,3.74518,12
1,15400000,3.745266,12
1,15450000,3.745373,12
1,15500000,3.74538,12
1,15550000,3.745376,12
1,15600000,3.745375,12
1,15650000,3.745375,12
1,15700000,3.745375,12
1,15750000,3.748761,12
1,15800000,3.753886,12
1,15850000,3.752104,12
1,15900000,3.752058,12
1,15950000,3.770788,12
1,1.6e+07,3.741877,12
1,16050000,3.741877,12
1,16100000,3.741877,12
1,16150000,3.741877,12
1,16200000,3.741877,12
1,16250000,3.741877,12
1,16300000,3.760759,12
1,16350000,3.75971,12
1,16400000,3.427781,12
1,16450000,3.942259,12
1,16500000,3.819265,12
1,16550000,3.817401,12
1,16600000,3.348947,12
1,16650000,3.312055,12
1,16700000,3.170823,12
1,16750000,3.164269,12
1,16800000,3.164035,12
1,16850000,3.112848,12
1,16900000,3.132257,12
1,16950000,3.14659,12
