"z","time","maxtrop","replicate"
2,11250000,4.080545,13
2,11300000,4.080568,13
2,11350000,4.080568,13
2,11400000,4.080568,13
2,11450000,4.001706,13
2,11500000,4.000595,13
2,11550000,4.000595,13
2,11600000,4.000595,13
2,11650000,4.000595,13
2,11700000,4.000595,13
2,11750000,4.000185,13
2,11800000,3.984474,13
2,11850000,3.981473,13
2,11900000,3.981202,13
2,11950000,3.981172,13
2,1.2e+07,3.981168,13
2,12050000,3.981168,13
2,12100000,3.981168,13
2,12150000,3.981168,13
2,12200000,3.999853,13
2,12250000,4.0001,13
2,12300000,3.965959,13
2,12350000,3.949229,13
2,12400000,3.949429,13
2,12450000,3.947564,13
2,12500000,3.935683,13
2,12550000,4.03544,13
2,12600000,4.035501,13
2,12650000,4.035441,13
2,12700000,4.053626,13
2,12750000,4.057246,13
2,12800000,4.057246,13
2,12850000,4.057246,13
2,12900000,3.915983,13
2,12950000,3.899068,13
2,1.3e+07,3.974997,13
2,13050000,3.975258,13
2,13100000,3.975051,13
2,13150000,3.990823,13
2,13200000,4.020988,13
2,13250000,4.022425,13
2,13300000,4.012586,13
2,13350000,3.746489,13
2,13400000,3.742743,13
2,13450000,3.759476,13
2,13500000,3.766614,13
2,13550000,3.587563,13
2,13600000,3.587567,13
2,13650000,3.579879,13
2,13700000,3.579874,13
2,13750000,3.387878,13
2,13800000,3.402319,13
2,13850000,3.499368,13
2,13900000,3.544347,13
2,13950000,3.578314,13
2,1.4e+07,3.578314,13
2,14050000,3.478955,13
2,14100000,3.475882,13
2,14150000,3.519802,13
2,14200000,3.524456,13
2,14250000,3.524522,13
2,14300000,3.411109,13
2,14350000,3.441528,13
2,14400000,3.492128,13
2,14450000,3.326651,13
2,14500000,3.26288,13
2,14550000,3.311655,13
2,14600000,3.322035,13
2,14650000,3.334007,13
2,14700000,3.189334,13
2,14750000,3.189357,13
2,14800000,2.868557,13
2,14850000,2.839185,13
2,14900000,3.716223,13
2,14950000,2.871744,13
2,1.5e+07,2.899263,13
2,15050000,3.056028,13
2,15100000,3.16532,13
2,15150000,3.208062,13
2,15200000,3.152711,13
2,15250000,3.234178,13
2,15300000,3.233473,13
2,15350000,3.224253,13
2,15400000,3.14036,13
2,15450000,3.126401,13
2,15500000,3.126401,13
2,15550000,3.127528,13
2,15600000,3.731937,13
2,15650000,3.67534,13
2,15700000,3.6284,13
2,15750000,3.764963,13
2,15800000,3.78117,13
2,15850000,3.211436,13
2,15900000,3.136662,13
2,15950000,3.175211,13
2,1.6e+07,3.166429,13
2,16050000,3.166429,13
2,16100000,3.22601,13
2,16150000,3.3002,13
2,16200000,3.144276,13
2,16250000,3.147656,13
2,16300000,3.158951,13
2,16350000,3.110877,13
2,16400000,3.170438,13
2,16450000,3.237688,13
2,16500000,3.237688,13
2,16550000,3.237685,13
2,16600000,3.237494,13
2,16650000,3.519103,13
2,16700000,3.485156,13
2,16750000,3.38869,13
2,16800000,3.024579,13
2,16850000,2.93262,13
2,16900000,3.105953,13
2,16950000,3.117713,13
2,1.7e+07,3.404444,13
2,17050000,3.346725,13
2,17100000,3.36457,13
2,17150000,2.801137,13
2,17200000,2.841851,13
2,17250000,2.84935,13
2,17300000,2.774772,13
2,17350000,2.769246,13
2,17400000,3.179587,13
2,17450000,2.726144,13
2,17500000,3.806804,13
2,17550000,3.731089,13
2,17600000,3.973878,13
2,17650000,3.665738,13
2,17700000,3.78207,13
2,17750000,3.002337,13
2,17800000,2.908175,13
2,17850000,2.744369,13
2,17900000,2.709591,13
2,17950000,2.763907,13
2,1.8e+07,2.992335,13
2,18050000,3.190625,13
2,18100000,3.08282,13
2,18150000,3.063879,13
2,18200000,3.096277,13
2,18250000,3.096268,13
2,18300000,3.365042,13
2,18350000,3.276729,13
2,18400000,3.108792,13
2,18450000,3.094071,13
2,18500000,3.118784,13
2,18550000,2.921417,13
2,18600000,2.77119,13
2,18650000,3.133855,13
2,18700000,3.155697,13
2,18750000,3.195808,13
2,18800000,2.930664,13
2,18850000,3.487351,13
2,18900000,3.289901,13
2,18950000,3.273288,13
2,1.9e+07,3.27721,13
2,19050000,3.406673,13
2,19100000,3.35881,13
2,19150000,3.357096,13
2,19200000,3.336968,13
2,19250000,3.589819,13
2,19300000,3.27319,13
2,19350000,3.26629,13
2,19400000,3.26629,13
2,19450000,3.266268,13
2,19500000,3.251937,13
2,19550000,3.709728,13
2,19600000,3.704209,13
2,19650000,3.761329,13
2,19700000,3.714196,13
2,19750000,3.714196,13
2,19800000,3.714196,13
2,19850000,3.714197,13
2,19900000,3.765974,13
2,19950000,3.765973,13
2,2e+07,3.765973,13
2,20050000,3.744155,13
2,20100000,3.74404,13
2,20150000,3.744047,13
2,20200000,3.715173,13
2,20250000,3.762732,13
2,20300000,3.429116,13
2,20350000,3.554404,13
2,20400000,3.554265,13
2,20450000,3.534546,13
2,20500000,3.537985,13
2,20550000,3.537828,13
2,20600000,3.550611,13
2,20650000,3.550556,13
2,20700000,3.550556,13
2,20750000,3.550556,13
2,20800000,3.550556,13
2,20850000,3.550556,13
2,20900000,3.550556,13
2,20950000,3.550556,13
2,2.1e+07,3.550556,13
2,21050000,3.550556,13
2,21100000,3.550556,13
2,21150000,3.583255,13
2,21200000,3.583249,13
2,21250000,3.605448,13
2,21300000,3.608568,13
2,21350000,3.612606,13
2,21400000,3.671993,13
2,21450000,3.664547,13
2,21500000,3.570426,13
2,21550000,3.570443,13
2,21600000,3.566926,13
2,21650000,3.56746,13
2,21700000,3.56746,13
2,21750000,3.56746,13
2,21800000,3.567448,13
2,21850000,3.546446,13
2,21900000,3.536359,13
2,21950000,4.02305,13
2,2.2e+07,4.022804,13
2,22050000,4.022802,13
2,22100000,4.022802,13
2,22150000,4.022802,13
2,22200000,4.022802,13
2,22250000,4.075398,13
2,22300000,4.078797,13
2,22350000,4.079086,13
2,22400000,4.094118,13
2,22450000,4.099353,13
2,22500000,4.099442,13
2,22550000,4.099444,13
2,22600000,4.097284,13
2,22650000,4.098895,13
2,22700000,3.563929,13
2,22750000,3.565959,13
2,22800000,3.547882,13
2,22850000,3.547882,13
2,22900000,3.547882,13
2,22950000,3.511718,13
2,2.3e+07,3.511795,13
2,23050000,3.511795,13
2,23100000,3.511795,13
2,23150000,3.448834,13
2,23200000,3.444241,13
2,23250000,3.443957,13
2,23300000,3.443892,13
2,23350000,3.434305,13
2,23400000,3.422929,13
2,23450000,3.422929,13
2,23500000,3.422929,13
2,23550000,3.422929,13
2,23600000,3.422929,13
2,23650000,3.422929,13
2,23700000,3.422929,13
2,23750000,3.422929,13
2,23800000,3.422854,13
2,23850000,3.408368,13
2,23900000,3.408521,13
2,23950000,3.408521,13
2,2.4e+07,3.408521,13
2,24050000,3.408521,13
2,24100000,3.408521,13
2,24150000,3.407082,13
2,24200000,3.408029,13
2,24250000,3.4081,13
2,24300000,3.408106,13
2,24350000,3.408106,13
2,24400000,3.408106,13
2,24450000,3.40123,13
2,24500000,3.450795,13
2,24550000,3.450627,13
2,24600000,3.488919,13
2,24650000,3.710454,13
2,24700000,3.710454,13
2,24750000,3.710454,13
2,24800000,3.710452,13
2,24850000,3.705157,13
2,24900000,3.695285,13
2,24950000,3.695448,13
2,2.5e+07,3.695448,13
5,50000,1.002152,13
5,1e+05,2.430343,13
5,150000,1.993947,13
5,2e+05,2.700643,13
5,250000,2.731932,13
5,3e+05,1.000001,13
5,350000,2.70492,13
5,4e+05,2.126099,13
5,450000,2.480789,13
5,5e+05,2.746334,13
5,550000,2.75179,13
5,6e+05,2.795285,13
5,650000,2.729625,13
5,7e+05,2.632282,13
5,750000,2.678115,13
5,8e+05,2.71403,13
5,850000,2.654622,13
5,9e+05,2.654979,13
5,950000,2.658271,13
5,1e+06,2.657688,13
5,1050000,2.678251,13
5,1100000,2.376582,13
5,1150000,2.347675,13
5,1200000,2.335274,13
5,1250000,2.254159,13
5,1300000,3.15893,13
5,1350000,3.129322,13
5,1400000,3.127708,13
5,1450000,3.12311,13
5,1500000,3.118844,13
5,1550000,3.032585,13
5,1600000,3.025731,13
5,1650000,3.023116,13
5,1700000,3.024592,13
5,1750000,3.02464,13
5,1800000,3.023988,13
5,1850000,3.026692,13
5,1900000,3.283331,13
5,1950000,3.312669,13
5,2e+06,3.318146,13
5,2050000,3.096823,13
5,2100000,2.897856,13
5,2150000,2.845583,13
5,2200000,2.375969,13
5,2250000,2.665398,13
5,2300000,2.553765,13
5,2350000,2.528586,13
5,2400000,2.668368,13
5,2450000,2.703464,13
5,2500000,2.736956,13
5,2550000,2.826606,13
5,2600000,2.740315,13
5,2650000,2.630331,13
5,2700000,2.802858,13
5,2750000,2.697978,13
5,2800000,2.708167,13
5,2850000,2.692335,13
5,2900000,2.685174,13
5,2950000,2.676849,13
5,3e+06,2.643976,13
5,3050000,2.621502,13
5,3100000,2.406527,13
5,3150000,2.391306,13
5,3200000,2.37587,13
5,3250000,2.391277,13
5,3300000,2.425026,13
5,3350000,2.433909,13
5,3400000,2.430628,13
5,3450000,2.526289,13
5,3500000,2.526382,13
5,3550000,2.532872,13
5,3600000,2.549038,13
5,3650000,2.557804,13
5,3700000,2.671428,13
5,3750000,2.859083,13
5,3800000,2.719348,13
5,3850000,2.708481,13
5,3900000,3.324789,13
5,3950000,3.284773,13
5,4e+06,3.235653,13
5,4050000,3.153125,13
5,4100000,3.161655,13
5,4150000,3.160398,13
5,4200000,3.178729,13
5,4250000,3.191966,13
5,4300000,3.200244,13
5,4350000,3.177106,13
5,4400000,3.221565,13
5,4450000,3.251497,13
5,4500000,3.2543,13
5,4550000,3.084909,13
5,4600000,3.121395,13
5,4650000,3.110456,13
5,4700000,3.136174,13
5,4750000,3.174453,13
5,4800000,3.040255,13
5,4850000,3.161772,13
5,4900000,3.269089,13
5,4950000,3.183511,13
5,5e+06,3.203005,13
5,5050000,3.295965,13
5,5100000,3.258057,13
5,5150000,3.080902,13
5,5200000,2.585432,13
5,5250000,2.912624,13
5,5300000,2.51108,13
5,5350000,2.632073,13
5,5400000,2.645373,13
5,5450000,2.637309,13
5,5500000,2.5057,13
5,5550000,2.676775,13
5,5600000,2.700366,13
5,5650000,2.5935,13
5,5700000,2.432589,13
5,5750000,2.523473,13
5,5800000,2.56251,13
5,5850000,2.419981,13
5,5900000,1.5477,13
5,5950000,2.479926,13
5,6e+06,2.23636,13
5,6050000,2.1593,13
5,6100000,2.296273,13
5,6150000,2.311481,13
5,6200000,2.089998,13
5,6250000,2.034206,13
5,6300000,2.732189,13
5,6350000,2.530607,13
5,6400000,2.533273,13
5,6450000,2.306263,13
5,6500000,3.13504,13
5,6550000,3.16874,13
5,6600000,3.157002,13
5,6650000,3.180928,13
5,6700000,3.179412,13
5,6750000,3.27217,13
5,6800000,3.27532,13
5,6850000,3.217389,13
5,6900000,3.128441,13
5,6950000,3.133717,13
5,7e+06,3.114153,13
5,7050000,3.126623,13
5,7100000,3.095354,13
5,7150000,3.205956,13
5,7200000,2.771955,13
5,7250000,3.4276,13
5,7300000,3.278387,13
5,7350000,3.41662,13
5,7400000,3.449647,13
5,7450000,3.377596,13
5,7500000,2.970772,13
5,7550000,2.862922,13
5,7600000,2.887547,13
5,7650000,2.796497,13
5,7700000,2.604834,13
5,7750000,3.335176,13
5,7800000,3.224084,13
5,7850000,3.259599,13
5,7900000,3.244575,13
5,7950000,3.165358,13
5,8e+06,3.170031,13
5,8050000,3.189598,13
5,8100000,3.169464,13
5,8150000,3.169464,13
5,8200000,3.207022,13
5,8250000,3.243275,13
5,8300000,3.239743,13
5,8350000,3.006006,13
5,8400000,2.882702,13
5,8450000,3.035371,13
5,8500000,2.984065,13
5,8550000,3.03663,13
5,8600000,3.011014,13
5,8650000,3.002992,13
5,8700000,3.003021,13
5,8750000,3.338783,13
5,8800000,3.349113,13
5,8850000,3.351973,13
5,8900000,3.397953,13
5,8950000,3.285757,13
5,9e+06,2.918436,13
5,9050000,2.89687,13
5,9100000,2.889,13
5,9150000,3.029872,13
5,9200000,3.138773,13
5,9250000,3.628795,13
5,9300000,2.667924,13
5,9350000,2.719803,13
5,9400000,2.815199,13
5,9450000,2.71023,13
5,9500000,2.464577,13
5,9550000,2.589963,13
5,9600000,3.000238,13
5,9650000,3.063199,13
5,9700000,2.952033,13
5,9750000,3.06817,13
5,9800000,2.795206,13
5,9850000,2.791946,13
5,9900000,2.797455,13
5,9950000,2.792224,13
5,1e+07,2.662453,13
5,10050000,2.614467,13
5,10100000,2.612053,13
5,10150000,2.675469,13
5,10200000,2.620303,13
5,10250000,2.648312,13
5,10300000,2.523448,13
5,10350000,2.494846,13
5,10400000,2.572998,13
5,10450000,2.63718,13
5,10500000,2.646092,13
5,10550000,2.644024,13
5,10600000,3.372653,13
5,10650000,3.40726,13
5,10700000,3.485376,13
5,10750000,3.559192,13
5,10800000,3.175104,13
5,10850000,3.453911,13
5,10900000,3.179556,13
5,10950000,3.205487,13
5,1.1e+07,2.971561,13
5,11050000,3.220182,13
5,11100000,3.185048,13
5,11150000,2.865157,13
5,11200000,2.819739,13
5,11250000,2.668561,13
5,11300000,2.695448,13
5,11350000,2.624835,13
5,11400000,2.500085,13
5,11450000,2.306421,13
5,11500000,2.701195,13
5,11550000,2.111467,13
5,11600000,2.139461,13
5,11650000,1.000314,13
5,11700000,1.014703,13
5,11750000,2.105046,13
5,11800000,2.479668,13
5,11850000,2.165333,13
5,11900000,1.725692,13
5,11950000,2.17893,13
5,1.2e+07,1.982772,13
5,12050000,2.002204,13
5,12100000,2.004145,13
5,12150000,2.160992,13
5,12200000,2.119823,13
5,12250000,2.331985,13
5,12300000,2.408872,13
5,12350000,2.417402,13
5,12400000,2.861455,13
5,12450000,2.992475,13
5,12500000,3.021525,13
5,12550000,3.048744,13
5,12600000,2.819779,13
5,12650000,2.866436,13
5,12700000,3.087403,13
5,12750000,2.779482,13
5,12800000,2.501895,13
5,12850000,2.0203,13
5,12900000,2.4698,13
5,12950000,2.736467,13
5,1.3e+07,3.031834,13
5,13050000,3.429058,13
5,13100000,2.40121,13
5,13150000,2.495512,13
5,13200000,1.002126,13
5,13250000,2.301431,13
5,13300000,2.999412,13
5,13350000,3.4359,13
5,13400000,3.392475,13
5,13450000,3.324504,13
5,13500000,2.588976,13
5,13550000,2.187612,13
5,13600000,1.968554,13
5,13650000,2.093593,13
5,13700000,2.368597,13
5,13750000,1.937502,13
5,13800000,2.481278,13
5,13850000,2.516273,13
5,13900000,2.361431,13
5,13950000,2.973093,13
5,1.4e+07,2.538131,13
5,14050000,2.680558,13
5,14100000,2.9026,13
5,14150000,2.893389,13
5,14200000,2.950086,13
5,14250000,3.101132,13
5,14300000,2.952544,13
5,14350000,2.905322,13
5,14400000,2.810424,13
5,14450000,3.079943,13
5,14500000,3.105728,13
5,14550000,3.030641,13
5,14600000,3.054345,13
5,14650000,3.051655,13
5,14700000,3.017873,13
5,14750000,2.813125,13
5,14800000,2.766791,13
5,14850000,2.76118,13
5,14900000,2.858225,13
5,14950000,2.822109,13
5,1.5e+07,2.723912,13
5,15050000,2.765124,13
5,15100000,2.758789,13
5,15150000,2.970034,13
5,15200000,2.907241,13
5,15250000,2.84971,13
5,15300000,2.965746,13
5,15350000,2.933416,13
5,15400000,3.004698,13
5,15450000,2.788768,13
5,15500000,2.849921,13
5,15550000,2.838309,13
5,15600000,2.870879,13
5,15650000,2.879221,13
5,15700000,2.996745,13
5,15750000,2.791711,13
5,15800000,2.737965,13
5,15850000,3.831351,13
5,15900000,2.917431,13
5,15950000,2.380299,13
5,1.6e+07,2.658275,13
5,16050000,2.287639,13
5,16100000,2.242392,13
5,16150000,2.015224,13
5,16200000,2.034478,13
5,16250000,2.027896,13
5,16300000,2.704472,13
5,16350000,2.823545,13
5,16400000,2.589934,13
5,16450000,2.277414,13
5,16500000,2.535215,13
5,16550000,2.351274,13
5,16600000,2.543404,13
5,16650000,2.465963,13
5,16700000,3.17758,13
5,16750000,3.162935,13
5,16800000,3.158897,13
5,16850000,3.109934,13
5,16900000,2.680437,13
5,16950000,2.452109,13
5,1.7e+07,2.594933,13
5,17050000,2.868704,13
5,17100000,3.078765,13
5,17150000,3.069526,13
5,17200000,2.772606,13
5,17250000,2.747849,13
5,17300000,2.549366,13
5,17350000,2.730426,13
5,17400000,2.609054,13
5,17450000,3.248252,13
5,17500000,3.40177,13
5,17550000,2.783622,13
5,17600000,3.031768,13
5,17650000,2.640293,13
5,17700000,2.668571,13
5,17750000,2.671893,13
5,17800000,2.510113,13
5,17850000,2.19207,13
5,17900000,2.168392,13
5,17950000,3.13835,13
5,1.8e+07,3.108211,13
5,18050000,2.908193,13
5,18100000,2.872113,13
5,18150000,3.019575,13
5,18200000,3.019571,13
5,18250000,3.161399,13
5,18300000,3.137448,13
5,18350000,3.037562,13
5,18400000,3.672453,13
5,18450000,2.930783,13
5,18500000,2.308123,13
5,18550000,2.946996,13
5,18600000,1.956295,13
5,18650000,2.396583,13
5,18700000,2.723167,13
5,18750000,3.118135,13
5,18800000,2.538771,13
5,18850000,3.472892,13
5,18900000,2.626431,13
5,18950000,3.211651,13
5,1.9e+07,2.84117,13
5,19050000,2.806996,13
5,19100000,2.81176,13
5,19150000,2.951507,13
5,19200000,2.885331,13
5,19250000,2.772591,13
5,19300000,2.701378,13
5,19350000,2.215308,13
5,19400000,2.676754,13
5,19450000,2.734305,13
5,19500000,2.785282,13
5,19550000,2.791118,13
5,19600000,2.769659,13
5,19650000,2.766009,13
5,19700000,2.565206,13
5,19750000,2.460182,13
5,19800000,2.708779,13
5,19850000,2.725243,13
5,19900000,2.959408,13
5,19950000,2.913212,13
5,2e+07,2.909104,13
5,20050000,2.884417,13
5,20100000,3.09139,13
5,20150000,2.716632,13
5,20200000,2.936559,13
5,20250000,2.615829,13
5,20300000,2.21506,13
5,20350000,2.058632,13
5,20400000,2.144164,13
5,20450000,2.31174,13
5,20500000,2.406186,13
5,20550000,2.711111,13
5,20600000,2.65006,13
5,20650000,2.650061,13
5,20700000,2.420975,13
5,20750000,2.421406,13
5,20800000,2.371503,13
5,20850000,2.354769,13
5,20900000,2.42176,13
5,20950000,2.464456,13
5,2.1e+07,3.145862,13
5,21050000,3.27826,13
5,21100000,3.400566,13
5,21150000,2.444554,13
5,21200000,2.408082,13
5,21250000,2.422115,13
5,21300000,2.43342,13
5,21350000,2.666518,13
5,21400000,2.34751,13
5,21450000,2.256171,13
5,21500000,2.18087,13
5,21550000,2.234122,13
5,21600000,3.059192,13
5,21650000,1.003156,13
5,21700000,1.012203,13
5,21750000,1.68394,13
5,21800000,2.167996,13
5,21850000,2.262871,13
5,21900000,2.475349,13
5,21950000,2.381326,13
5,2.2e+07,2.581171,13
5,22050000,2.5378,13
5,22100000,2.083076,13
5,22150000,3.142977,13
5,22200000,3.144147,13
5,22250000,3.369215,13
5,22300000,3.487671,13
5,22350000,2.135118,13
5,22400000,2.868602,13
5,22450000,2.091039,13
5,22500000,2.415288,13
5,22550000,2.418762,13
5,22600000,3.2928,13
5,22650000,3.30705,13
5,22700000,2.128609,13
5,22750000,1.525996,13
5,22800000,1.877594,13
5,22850000,1.952557,13
5,22900000,3.205439,13
5,22950000,1.903039,13
5,2.3e+07,1.978374,13
5,23050000,2.580577,13
5,23100000,2.646039,13
5,23150000,2.875004,13
5,23200000,2.859905,13
5,23250000,2.748798,13
5,23300000,2.672105,13
5,23350000,2.73375,13
5,23400000,2.375667,13
5,23450000,2.384581,13
5,23500000,2.447769,13
5,23550000,2.448197,13
5,23600000,2.555516,13
5,23650000,2.530145,13
5,23700000,2.493842,13
5,23750000,2.471472,13
5,23800000,2.991701,13
5,23850000,2.882526,13
5,23900000,3.041144,13
5,23950000,3.056982,13
5,2.4e+07,3.04619,13
5,24050000,3.381931,13
5,24100000,3.261146,13
5,24150000,3.285256,13
5,24200000,3.305004,13
5,24250000,3.295082,13
5,24300000,3.281567,13
5,24350000,3.240219,13
5,24400000,3.186183,13
5,24450000,3.217632,13
5,24500000,3.317029,13
5,24550000,3.320462,13
5,24600000,3.136517,13
5,24650000,2.717893,13
5,24700000,2.8041,13
5,24750000,2.501913,13
5,24800000,2.434784,13
5,24850000,2.968685,13
5,24900000,2.77378,13
5,24950000,3.056015,13
5,2.5e+07,3.141245,13
0.1,50000,1.001161,14
0.1,1e+05,2.651051,14
0.1,150000,2.751742,14
0.1,2e+05,2.658366,14
0.1,250000,2.682417,14
0.1,3e+05,2.71454,14
0.1,350000,2.806574,14
0.1,4e+05,2.607855,14
0.1,450000,2.395411,14
0.1,5e+05,2.877774,14
0.1,550000,2.947987,14
0.1,6e+05,3.405924,14
0.1,650000,3.46597,14
0.1,7e+05,3.580936,14
0.1,750000,3.458201,14
0.1,8e+05,3.842918,14
0.1,850000,3.132912,14
0.1,9e+05,3.363328,14
0.1,950000,2.725619,14
0.1,1e+06,2.780039,14
0.1,1050000,2.883956,14
0.1,1100000,2.525038,14
0.1,1150000,3.018248,14
0.1,1200000,2.810385,14
0.1,1250000,2.600203,14
0.1,1300000,3.479693,14
0.1,1350000,3.205759,14
0.1,1400000,2.999398,14
0.1,1450000,3.141072,14
0.1,1500000,3.434203,14
0.1,1550000,3.437023,14
0.1,1600000,3.555445,14
0.1,1650000,3.543954,14
0.1,1700000,3.454932,14
0.1,1750000,3.452116,14
0.1,1800000,3.664414,14
0.1,1850000,3.893066,14
0.1,1900000,3.699677,14
0.1,1950000,3.370211,14
0.1,2e+06,3.44282,14
0.1,2050000,3.467678,14
0.1,2100000,3.54049,14
0.1,2150000,3.913503,14
0.1,2200000,3.858618,14
0.1,2250000,3.942145,14
0.1,2300000,3.935372,14
0.1,2350000,4.044728,14
0.1,2400000,4.049123,14
0.1,2450000,4.125176,14
0.1,2500000,3.963628,14
0.1,2550000,3.955223,14
0.1,2600000,3.940206,14
0.1,2650000,3.858273,14
0.1,2700000,3.829275,14
0.1,2750000,3.843542,14
0.1,2800000,3.847412,14
0.1,2850000,3.856248,14
0.1,2900000,3.871446,14
0.1,2950000,3.997338,14
0.1,3e+06,3.91393,14
0.1,3050000,3.782187,14
0.1,3100000,3.619399,14
0.1,3150000,4.010794,14
0.1,3200000,3.33013,14
0.1,3250000,3.056837,14
0.1,3300000,3.083828,14
0.1,3350000,2.899404,14
0.1,3400000,2.918135,14
0.1,3450000,2.927602,14
0.1,3500000,3.279277,14
0.1,3550000,3.518734,14
0.1,3600000,3.084964,14
0.1,3650000,3.785657,14
0.1,3700000,3.0793,14
0.1,3750000,3.0149,14
0.1,3800000,3.066984,14
0.1,3850000,3.118591,14
0.1,3900000,2.94186,14
0.1,3950000,3.033623,14
0.1,4e+06,3.069006,14
0.1,4050000,3.069611,14
0.1,4100000,3.093247,14
0.1,4150000,3.083249,14
0.1,4200000,2.960357,14
0.1,4250000,2.970021,14
0.1,4300000,2.90888,14
0.1,4350000,3.269858,14
0.1,4400000,3.479555,14
0.1,4450000,3.172658,14
0.1,4500000,2.978773,14
0.1,4550000,2.698452,14
0.1,4600000,3.281231,14
0.1,4650000,3.271191,14
0.1,4700000,3.060775,14
0.1,4750000,2.959708,14
0.1,4800000,2.964896,14
0.1,4850000,3.228307,14
0.1,4900000,2.975971,14
0.1,4950000,3.140751,14
0.1,5e+06,3.249069,14
0.1,5050000,3.148243,14
0.1,5100000,3.110826,14
0.1,5150000,3.241711,14
0.1,5200000,3.175319,14
0.1,5250000,3.720845,14
0.1,5300000,3.904073,14
0.1,5350000,4.085617,14
0.1,5400000,4.125513,14
0.1,5450000,4.05719,14
0.1,5500000,3.95796,14
0.1,5550000,3.927587,14
0.1,5600000,4.024558,14
0.1,5650000,4.039895,14
0.1,5700000,4.094012,14
0.1,5750000,4.057231,14
0.1,5800000,3.486297,14
0.1,5850000,3.559541,14
0.1,5900000,3.63925,14
0.1,5950000,3.815374,14
0.1,6e+06,3.974688,14
0.1,6050000,4.009492,14
0.1,6100000,4.124066,14
0.1,6150000,4.109731,14
0.1,6200000,4.10485,14
0.1,6250000,4.074333,14
0.1,6300000,3.879678,14
0.1,6350000,3.96402,14
0.1,6400000,4.072445,14
0.1,6450000,3.985058,14
0.1,6500000,3.98212,14
0.1,6550000,3.967613,14
0.1,6600000,4.004576,14
0.1,6650000,3.952331,14
0.1,6700000,3.951519,14
0.1,6750000,3.951896,14
0.1,6800000,3.933556,14
0.1,6850000,3.953812,14
0.1,6900000,3.944061,14
0.1,6950000,3.944133,14
0.1,7e+06,3.953634,14
0.1,7050000,3.960824,14
0.1,7100000,3.965882,14
0.1,7150000,3.966069,14
0.1,7200000,4.035131,14
0.1,7250000,4.037088,14
0.1,7300000,4.038554,14
0.1,7350000,4.038125,14
0.1,7400000,4.038126,14
0.1,7450000,4.040059,14
0.1,7500000,4.045107,14
0.1,7550000,4.007021,14
0.1,7600000,4.02948,14
0.1,7650000,4.024506,14
0.1,7700000,4.019316,14
0.1,7750000,4.023102,14
0.1,7800000,4.034704,14
0.1,7850000,4.034818,14
0.1,7900000,4.039073,14
0.1,7950000,4.042975,14
0.1,8e+06,4.041936,14
0.1,8050000,4.048422,14
0.1,8100000,3.910044,14
0.1,8150000,3.905642,14
0.1,8200000,3.905586,14
0.1,8250000,3.904091,14
0.1,8300000,3.902625,14
0.1,8350000,3.898232,14
0.1,8400000,3.903151,14
0.1,8450000,3.925274,14
0.1,8500000,3.809878,14
0.1,8550000,3.693502,14
0.1,8600000,3.784385,14
0.1,8650000,3.707494,14
0.1,8700000,3.70519,14
0.1,8750000,3.70519,14
0.1,8800000,3.718956,14
0.1,8850000,3.770392,14
0.1,8900000,3.760355,14
0.1,8950000,3.777971,14
0.1,9e+06,3.725495,14
0.1,9050000,3.737903,14
0.1,9100000,3.674377,14
0.1,9150000,3.676973,14
0.1,9200000,3.679956,14
0.1,9250000,3.688089,14
0.1,9300000,3.701516,14
0.1,9350000,3.701931,14
0.1,9400000,3.707236,14
0.1,9450000,3.728421,14
0.1,9500000,3.724537,14
0.1,9550000,3.729259,14
0.1,9600000,3.736697,14
0.1,9650000,3.751552,14
0.1,9700000,3.754021,14
0.1,9750000,3.75544,14
0.1,9800000,3.754827,14
0.1,9850000,3.673006,14
0.1,9900000,3.820438,14
0.1,9950000,3.821582,14
0.1,1e+07,3.830277,14
0.1,10050000,3.797419,14
0.1,10100000,3.711659,14
0.1,10150000,3.719826,14
0.1,10200000,3.716795,14
0.1,10250000,3.717708,14
0.1,10300000,3.729649,14
0.1,10350000,3.737002,14
0.1,10400000,3.62365,14
0.1,10450000,3.636671,14
0.1,10500000,3.636671,14
0.1,10550000,3.642713,14
0.1,10600000,3.611769,14
0.1,10650000,3.630015,14
0.1,10700000,3.629765,14
0.1,10750000,3.630268,14
0.1,10800000,3.62981,14
0.1,10850000,3.626482,14
0.1,10900000,3.625811,14
0.1,10950000,3.617164,14
0.1,1.1e+07,3.612259,14
0.1,11050000,3.609953,14
0.1,11100000,3.526139,14
0.1,11150000,3.604927,14
0.1,11200000,3.6301,14
0.1,11250000,3.618949,14
0.1,11300000,3.625002,14
0.1,11350000,3.627703,14
0.1,11400000,3.625814,14
0.1,11450000,3.625221,14
0.1,11500000,3.625694,14
0.1,11550000,3.611096,14
0.1,11600000,3.599155,14
0.1,11650000,3.602714,14
0.1,11700000,3.636329,14
0.1,11750000,3.614535,14
0.1,11800000,3.617031,14
0.1,11850000,3.622135,14
0.1,11900000,3.616593,14
0.1,11950000,3.620936,14
0.1,1.2e+07,3.680267,14
0.1,12050000,3.703984,14
0.1,12100000,3.877114,14
0.1,12150000,3.616427,14
0.1,12200000,3.621609,14
0.1,12250000,3.613131,14
0.1,12300000,3.514646,14
0.1,12350000,3.468604,14
0.1,12400000,3.406502,14
0.1,12450000,3.56189,14
0.1,12500000,3.852788,14
0.1,12550000,3.817841,14
0.1,12600000,3.845705,14
