"specrich","time","bodysize","feedingcenter","feedingrange","popbiomass","trophicpos","popdensity","z","trophicposCLEAN","tfeedingcenter","tbodysize","replicate","maxattack","numberofsp","allmean","allsd","allmax","allmin","numberofspR","allmeanR","allsdR","allmaxR","allminR","bredth","totalspec","perccom"
6,3e+05,1.879284,-0.080899,0.300451,0.31497142,1.052016,0.167601820693413,5,1.052016,0.830043780959937,75.7327975766757,2,34.0878344483246,6,26.6653785032313,27.0864478000046,75.7327975766757,3.77241097788686,1,1,NA,1,1,0,7,0.142857142857143
6,3e+05,0.697652,0.007246,0.300309,0.52549044,1.092488,0.753227167699655,5,1.092488,1.01682449570939,4.98484891632969,2,4.43180576403583,6,26.6653785032313,27.0864478000046,75.7327975766757,3.77241097788686,2,2.38620548894343,1.96039060269983,3.77241097788686,1,2.77241097788686,7,0.285714285714286
6,3e+05,1.412996,0.904962,0.307961,0.2017603,2.66971,0.142789010018429,5,2.66971,8.03455818145112,25.8818907694097,2,14.8648778442878,6,26.6653785032313,27.0864478000046,75.7327975766757,3.77241097788686,5,16.8518946885424,13.9574741149416,36.1929514295765,3.77241097788686,32.4205404516896,7,0.714285714285714
6,3e+05,0.576619,0.087345,0.307809,0.27655948,1.164324,0.479622558396446,5,1.164324,1.22277063348148,3.77241097788686,2,3.50826993634619,6,26.6653785032313,27.0864478000046,75.7327975766757,3.77241097788686,3,3.25241996473885,2.04268162272281,4.98484891632969,1,3.98484891632969,7,0.428571428571429
6,3e+05,1.127991,1.623583,0.313835,0.24392597,3.092868,0.216248152689162,5,3.092868,42.0322849819346,13.4273713495094,2,8.91665451537768,6,26.6653785032313,27.0864478000046,75.7327975766757,3.77241097788686,4,37.8087527812928,26.9415774446797,75.7327975766757,13.4273713495094,62.3054262271663,7,0.571428571428571
12,350000,1.558624,0.738629,0.301591,0.01785756,2.310983,0.0114572597367935,5,2.310983,5.47808794348921,36.1929514295765,2,19.519095482503,12,22.0149243173654,18.623638949264,75.7327975766757,4.64796661519465,10,15.2253342802132,5.45310834717334,22.0504268035321,4.64796661519465,17.4024601883375,13,0.769230769230769
12,350000,1.879284,-0.080899,0.300451,0.634418,1.041583,0.337584952567042,5,1.041583,0.830043780959937,75.7327975766757,2,34.0878344483246,12,22.0149243173654,18.623638949264,75.7327975766757,4.64796661519465,1,1,NA,1,1,0,13,0.0769230769230769
12,350000,1.127991,1.623583,0.313835,0.00184789,2.75589,0.00163821342546173,5,2.75589,42.0322849819346,13.4273713495094,2,8.91665451537768,12,22.0149243173654,18.623638949264,75.7327975766757,4.64796661519465,11,23.5937386539263,18.6713919759785,75.7327975766757,10.1302461919367,65.602551384739,13,0.846153846153846
12,350000,0.667263,0.060565,0.300318,0.7369431,1.110955,1.10442674028082,5,1.110955,1.14964829614099,4.64796661519465,2,4.2050963661621,12,22.0149243173654,18.623638949264,75.7327975766757,4.64796661519465,2,2.82398330759733,2.57950193114627,4.64796661519465,1,3.64796661519465,13,0.153846153846154
12,350000,1.207524,0.853866,0.343103,8.42e-06,2.56908,6.97294629340701e-06,5,2.56908,7.14275904811374,16.1259013989986,2,9.35682593545755,12,22.0149243173654,18.623638949264,75.7327975766757,4.64796661519465,11,17.1314812937917,8.16885012670242,36.1929514295765,4.64796661519465,31.5449848143819,13,0.846153846153846
12,350000,1.228826,1.504221,0.324876,0.24330029,3.010455,0.197994093549453,5,3.010455,31.9316235043028,16.9365910030559,2,10.2520788210046,12,22.0149243173654,18.623638949264,75.7327975766757,4.64796661519465,11,23.5937386539263,18.6713919759785,75.7327975766757,10.1302461919367,65.602551384739,13,0.846153846153846
12,350000,1.343417,0.923809,0.300822,0.13113881,2.725932,0.0976158631311052,5,2.725932,8.39090878433297,22.0504268035321,2,13.4946996048391,12,22.0149243173654,18.623638949264,75.7327975766757,4.64796661519465,11,17.1314812937917,8.16885012670242,36.1929514295765,4.64796661519465,31.5449848143819,13,0.846153846153846
12,350000,1.301961,0.761203,0.32131,0.23800703,2.368817,0.182806574083248,5,2.368817,5.77036121343476,20.0429203221817,2,11.7613337396374,12,22.0149243173654,18.623638949264,75.7327975766757,4.64796661519465,10,15.2253342802132,5.45310834717334,22.0504268035321,4.64796661519465,17.4024601883375,13,0.769230769230769
12,350000,1.230245,1.67343,0.310902,0.01714853,2.638721,0.0139391178179956,5,2.638721,47.1443877437122,16.9920195861958,2,10.7391596817255,12,22.0149243173654,18.623638949264,75.7327975766757,4.64796661519465,10,24.9400879001253,19.1102549288331,75.7327975766757,11.0076598278441,64.7251377488316,13,0.769230769230769
12,350000,1.041695,0.758848,0.332224,0.02294482,2.369171,0.0220264280811562,5,2.369171,5.73915560661296,11.0076598278441,2,7.25688620468455,12,22.0149243173654,18.623638949264,75.7327975766757,4.64796661519465,10,15.2253342802132,5.45310834717334,22.0504268035321,4.64796661519465,17.4024601883375,13,0.769230769230769
12,350000,1.319985,1.370878,0.301338,2.316e-05,3.279823,1.75456539278855e-05,5,3.279823,23.4897286554855,20.8922397036833,2,12.9373376923682,12,22.0149243173654,18.623638949264,75.7327975766757,4.64796661519465,11,23.5937386539263,18.6713919759785,75.7327975766757,10.1302461919367,65.602551384739,13,0.846153846153846
12,350000,1.00562,0.816804,0.329236,1.31e-06,2.487824,1.30267894433285e-06,5,2.487824,6.5584921037337,10.1302461919367,2,6.88046435310398,12,22.0149243173654,18.623638949264,75.7327975766757,4.64796661519465,10,15.2253342802132,5.45310834717334,22.0504268035321,4.64796661519465,17.4024601883375,13,0.769230769230769
8,4e+05,1.558624,0.738629,0.301591,0.02180613,2.244053,0.0139906289137085,5,2.244053,5.47808794348921,36.1929514295765,2,19.519095482503,8,30.5991808341987,30.5775019040424,103.254502851892,4.64796661519465,6,17.5576653986868,6.5469462002591,22.0504268035321,4.64796661519465,17.4024601883375,9,0.666666666666667
8,4e+05,0.667263,0.060565,0.300318,0.68459243,1.10101,1.02597091401741,5,1.10101,1.14964829614099,4.64796661519465,2,4.2050963661621,8,30.5991808341987,30.5775019040424,103.254502851892,4.64796661519465,2,2.82398330759733,2.57950193114627,4.64796661519465,1,3.64796661519465,9,0.222222222222222
8,4e+05,1.343417,0.923809,0.300822,0.20393346,2.643516,0.151802054015991,5,2.643516,8.39090878433297,22.0504268035321,2,13.4946996048391,8,30.5991808341987,30.5775019040424,103.254502851892,4.64796661519465,7,20.2198491173853,9.23738647322015,36.1929514295765,4.64796661519465,31.5449848143819,9,0.777777777777778
8,4e+05,1.301961,0.761203,0.32131,0.18387904,2.297704,0.141232371783794,5,2.297704,5.77036121343476,20.0429203221817,2,11.7613337396374,8,30.5991808341987,30.5775019040424,103.254502851892,4.64796661519465,6,17.5576653986868,6.5469462002591,22.0504268035321,4.64796661519465,17.4024601883375,9,0.666666666666667
8,4e+05,1.319985,1.370878,0.301338,0.06933917,3.347193,0.052530271177324,5,3.347193,23.4897286554855,20.8922397036833,2,12.9373376923682,8,30.5991808341987,30.5775019040424,103.254502851892,4.64796661519465,7,34.3064971511992,31.0247494738241,103.254502851892,17.0124554132122,86.2420474386798,9,0.777777777777778
8,4e+05,2.013909,-0.038053,0.31746,0.76448032,1.067216,0.379600230199081,5,1.067216,0.916108684135323,103.254502851892,2,40.70547283782,8,30.5991808341987,30.5775019040424,103.254502851892,4.64796661519465,1,1,NA,1,1,0,9,0.111111111111111
8,4e+05,1.230767,1.708437,0.303566,0.15273575,2.628158,0.124098021802665,5,2.628158,51.1018943790446,17.0124554132122,2,11.0086024310216,8,30.5991808341987,30.5775019040424,103.254502851892,4.64796661519465,7,34.3064971511992,31.0247494738241,103.254502851892,17.0124554132122,86.2420474386798,9,0.777777777777778
8,4e+05,1.31597,1.738025,0.404418,1.83e-06,2.626408,1.39060920841661e-06,5,2.626408,54.7047452570353,20.6999835343168,2,9.57319904285387,8,30.5991808341987,30.5775019040424,103.254502851892,4.64796661519465,7,34.3064971511992,31.0247494738241,103.254502851892,17.0124554132122,86.2420474386798,9,0.777777777777778
5,450000,2.079369,0.052804,0.307476,0.14929808,1.050719,0.071799704621931,5,1.050719,1.12928614527129,120.051889549849,2,47.0571470143859,5,68.6654874899505,70.068503837254,165.332030690718,5.79550119880658,1,1,NA,1,1,0,6,0.166666666666667
5,450000,1.302009,0.936048,0.333064,0.42626567,2.477156,0.327390724641688,5,2.477156,8.63073932951957,20.0451356700226,2,11.3472107840634,5,68.6654874899505,70.068503837254,165.332030690718,5.79550119880658,3,19.3145057363952,13.1688995135982,32.1028803403563,5.79550119880658,26.3073791415497,6,0.5
5,450000,1.506544,1.759748,0.372633,0.1831292,2.701842,0.121555825784046,5,2.701842,57.5106134337109,32.1028803403563,2,14.4389879141249,5,68.6654874899505,70.068503837254,165.332030690718,5.79550119880658,4,84.3829840627365,69.9942544062353,165.332030690718,20.0451356700226,145.286895020695,6,0.666666666666667
5,450000,0.763091,0.009341,0.306626,0.66927815,1.035606,0.877062041093395,5,1.035606,1.02174142131206,5.79550119880658,2,4.85981053599775,5,68.6654874899505,70.068503837254,165.332030690718,5.79550119880658,1,1,NA,1,1,0,6,0.166666666666667
5,450000,2.218357,0.017514,0.318019,0.7191582,1.046457,0.324185061286348,5,1.046457,1.04115166984678,165.332030690718,2,57.8395290604365,5,68.6654874899505,70.068503837254,165.332030690718,5.79550119880658,1,1,NA,1,1,0,6,0.166666666666667
10,5e+05,0.759774,0.006652,0.304014,0.58975073,1.031594,0.776218625538647,5,1.031594,1.01543469935693,5.75140565368851,2,4.87356746353925,10,57.9867438685695,90.9273890872977,274.562992733925,4.73029253938077,1,1,NA,1,1,0,11,0.0909090909090909
10,5e+05,0.774937,0.037178,0.304665,0.00012668,1.040648,0.00016347135315516,5,1.040648,1.08937649385572,5.95575741341391,2,4.99218016730633,10,57.9867438685695,90.9273890872977,274.562992733925,4.73029253938077,2,2.86514626969038,2.63771515040573,4.73029253938077,1,3.73029253938077,11,0.181818181818182
10,5e+05,0.674888,0.078713,0.303478,0.02261514,1.055091,0.0335094712011474,5,1.055091,1.19870688558503,4.73029253938077,2,4.21646842568982,10,57.9867438685695,90.9273890872977,274.562992733925,4.73029253938077,2,2.86514626969038,2.63771515040573,4.73029253938077,1,3.73029253938077,11,0.181818181818182
10,5e+05,2.233882,-0.042338,0.30222,0.24553614,1.020562,0.109914552335352,5,1.020562,0.907114272146155,171.349167992751,2,62.5170338570647,10,57.9867438685695,90.9273890872977,274.562992733925,4.73029253938077,1,1,NA,1,1,0,11,0.0909090909090909
10,5e+05,1.428486,1.931658,0.34885,0.122826,2.494911,0.0859833418038399,5,2.494911,85.4393626499502,26.8216814332949,2,13.4783223400798,10,57.9867438685695,90.9273890872977,274.562992733925,4.73029253938077,6,92.9510007496372,105.897794941219,274.562992733925,23.4263161492773,251.136676584648,11,0.545454545454545
10,5e+05,1.369704,1.238874,0.322478,0.04653895,2.954182,0.0339773775939911,5,2.954182,17.333010495806,23.4263161492773,2,13.1730995597477,10,57.9867438685695,90.9273890872977,274.562992733925,4.73029253938077,8,16.7444097448774,12.2261955794813,32.101697648323,4.73029253938077,27.3714051089422,11,0.727272727272727
10,5e+05,1.468999,0.868767,0.346675,0.42667636,2.230054,0.290453812426013,5,2.230054,7.39208581530369,29.444148540252,2,14.5457725266677,10,57.9867438685695,90.9273890872977,274.562992733925,4.73029253938077,8,16.7444097448774,12.2261955794813,32.101697648323,4.73029253938077,27.3714051089422,11,0.727272727272727
10,5e+05,2.438642,0.082326,0.30708,0.73413321,1.059763,0.30104181343551,5,1.059763,1.20872081215904,274.562992733925,2,87.6274217891106,10,57.9867438685695,90.9273890872977,274.562992733925,4.73029253938077,2,2.86514626969038,2.63771515040573,4.73029253938077,1,3.73029253938077,11,0.181818181818182
10,5e+05,0.757698,-0.011517,0.300982,0.0043275,1.025695,0.00571137841197944,5,1.025695,0.973829665046162,5.72397858138843,2,4.905045520119,10,57.9867438685695,90.9273890872977,274.562992733925,4.73029253938077,1,1,NA,1,1,0,11,0.0909090909090909
10,5e+05,1.506528,0.914707,0.350603,8e-07,2.309368,5.31022324178508e-07,5,2.309368,8.21688104917171,32.101697648323,2,15.3458319475682,10,57.9867438685695,90.9273890872977,274.562992733925,4.73029253938077,8,16.7444097448774,12.2261955794813,32.101697648323,4.73029253938077,27.3714051089422,11,0.727272727272727
12,550000,0.674888,0.078713,0.303478,0.0997995,1.073895,0.147875647514847,5,1.073895,1.19870688558503,4.73029253938077,2,4.21646842568982,12,63.5100756966731,99.4981070266782,274.885606496109,4.73029253938077,3,3.65933890452216,2.3175410311369,5.24772417418572,1,4.24772417418572,13,0.230769230769231
12,550000,2.438642,0.082326,0.30708,0.68959018,1.079531,0.282776307469485,5,1.079531,1.20872081215904,274.562992733925,2,87.6274217891106,12,63.5100756966731,99.4981070266782,274.885606496109,4.73029253938077,3,3.65933890452216,2.3175410311369,5.24772417418572,1,4.24772417418572,13,0.230769230769231
12,550000,0.757698,-0.011517,0.300982,0.23161776,1.036087,0.30568611768805,5,1.036087,0.973829665046162,5.72397858138843,2,4.905045520119,12,63.5100756966731,99.4981070266782,274.885606496109,4.73029253938077,1,1,NA,1,1,0,13,0.0769230769230769
12,550000,0.75169,0.034462,0.302896,0.00643563,1.052859,0.00856154797855499,5,1.052859,1.08258498670909,5.64533865907692,2,4.82374151529526,12,63.5100756966731,99.4981070266782,274.885606496109,4.73029253938077,2,2.86514626969038,2.63771515040573,4.73029253938077,1,3.73029253938077,13,0.153846153846154
12,550000,2.439152,0.073303,0.30725,0.00133761,1.074771,0.000548391408161525,5,1.074771,1.18386723203869,274.885606496109,2,87.6561060890855,12,63.5100756966731,99.4981070266782,274.885606496109,4.73029253938077,3,3.65933890452216,2.3175410311369,5.24772417418572,1,4.24772417418572,13,0.230769230769231
12,550000,1.625528,0.812129,0.305457,0.28568286,2.111167,0.175747732429094,5,2.111167,6.48827128306315,42.2209499026016,2,21.6324637054794,12,63.5100756966731,99.4981070266782,274.885606496109,4.73029253938077,6,12.990121399616,11.873382350043,29.1307723958218,4.73029253938077,24.400479856441,13,0.461538461538462
12,550000,1.475658,0.900082,0.313414,0.17678714,2.236549,0.119802244151423,5,2.236549,7.94478227568941,29.8990920333332,2,16.2755312617807,12,63.5100756966731,99.4981070266782,274.885606496109,4.73029253938077,9,18.9390399141602,12.9577947416255,31.3979287790477,4.73029253938077,26.6676362396669,13,0.692307692307692
12,550000,1.464352,1.849655,0.385748,0.05188297,2.990704,0.035430668309259,5,2.990704,70.7383621336204,29.1307723958218,2,12.9679217953034,12,63.5100756966731,99.4981070266782,274.885606496109,4.73029253938077,8,92.5966968007557,112.499669064656,274.885606496109,27.4626220478425,247.422984448267,13,0.615384615384615
12,550000,1.438742,1.955079,0.460353,0.00047873,2.780737,0.000332742076063672,5,2.780737,90.1735152119647,27.4626220478425,2,10.3962230371704,12,63.5100756966731,99.4981070266782,274.885606496109,4.73029253938077,8,92.5966968007557,112.499669064656,274.885606496109,27.4626220478425,247.422984448267,13,0.615384615384615
12,550000,1.494344,0.706148,0.349455,0.02163816,1.978556,0.0144800394019048,5,1.978556,5.08332643963777,31.213610017365,2,15.0756764123146,12,63.5100756966731,99.4981070266782,274.885606496109,4.73029253938077,6,8.30165933364572,9.55236493737042,27.4626220478425,1,26.4626220478425,13,0.461538461538462
12,550000,1.496901,1.887987,0.450279,0.20346677,2.870657,0.1359253350756,5,2.870657,77.2657456325508,31.3979287790477,2,11.7517927256697,12,63.5100756966731,99.4981070266782,274.885606496109,4.73029253938077,8,92.5966968007557,112.499669064656,274.885606496109,27.4626220478425,247.422984448267,13,0.615384615384615
12,550000,0.719971,0.065841,0.301028,0.34325247,1.064922,0.476758744449429,5,1.064922,1.16369990803969,5.24772417418572,2,4.5949566936273,12,63.5100756966731,99.4981070266782,274.885606496109,4.73029253938077,2,2.86514626969038,2.63771515040573,4.73029253938077,1,3.73029253938077,13,0.153846153846154
12,6e+05,2.438642,0.082326,0.30708,3.2e-07,1.070571,1.31220572761398e-07,5,1.070571,1.20872081215904,274.562992733925,2,87.6274217891106,12,59.5872741440009,101.01380489138,274.885606496109,4.99191291063991,3,3.69088051684813,2.33079396888825,5.08072863990447,1,4.08072863990447,13,0.230769230769231
12,6e+05,0.757698,-0.011517,0.300982,0.00011869,1.03272,0.000156645523678299,5,1.03272,0.973829665046162,5.72397858138843,2,4.905045520119,12,59.5872741440009,101.01380489138,274.885606496109,4.99191291063991,1,1,NA,1,1,0,13,0.0769230769230769
12,6e+05,2.439152,0.073303,0.30725,0.7734035,1.066427,0.317078845434807,5,1.066427,1.18386723203869,274.885606496109,2,87.6561060890855,12,59.5872741440009,101.01380489138,274.885606496109,4.99191291063991,3,3.69088051684813,2.33079396888825,5.08072863990447,1,4.08072863990447,13,0.230769230769231
12,6e+05,1.475658,0.900082,0.313414,0.1357232,2.361313,0.09197469874456,5,2.361313,7.94478227568941,29.8990920333332,2,16.2755312617807,12,59.5872741440009,101.01380489138,274.885606496109,4.99191291063991,10,16.5598690497977,11.3537520803175,30.0721860778018,4.99191291063991,25.0802731671619,13,0.769230769230769
12,6e+05,1.438742,1.955079,0.460353,0.2393525,2.629202,0.16636234988622,5,2.629202,90.1735152119647,27.4626220478425,2,10.3962230371704,12,59.5872741440009,101.01380489138,274.885606496109,4.99191291063991,7,97.8702245785656,120.839916845282,274.885606496109,23.0320714956765,251.853535000433,13,0.538461538461538
