"speciesType","N","feedingRange","sd","se","ci","z"
"Invader",185,0.379131140540541,0.111274441137577,0.00818105961896635,0.0161407442019631,1.5
"Mutant",876,0.324878982876712,0.0431501559864851,0.00145790866419181,0.00286140648878805,1.5
"Invader",252,0.400209095238095,0.108562523828909,0.00683879618459088,0.0134687370876467,1.6
"Mutant",1847,0.341754652409312,0.0799354729825577,0.00185997069344634,0.00364786733755465,1.6
"Invader",140,0.365468628571429,0.0710485904784111,0.00600470185352931,0.0118723627470039,1.7
"Mutant",801,0.321538194756554,0.037346623730995,0.00131957806600833,0.00259024430665292,1.7
"Invader",57,0.389437649122807,0.123214142401189,0.0163201118458394,0.0326931125857371,1.8
"Mutant",556,0.343115230215827,0.0757715828933455,0.00321343088972319,0.00631197367285248,1.8
"Invader",173,0.406022560693642,0.111681220150506,0.00849096593506526,0.0167599115320325,1.9
"Mutant",1426,0.331241590462833,0.0546980117416566,0.00144847757976492,0.00284137725893881,1.9
"Invader",96,0.385520739583333,0.0909367980716329,0.00928119808825042,0.0184255078184324,2
"Mutant",973,0.32857977286742,0.0548901846549033,0.00175969853166755,0.00345324574240959,2
"Invader",99,0.377381323232323,0.0854711271925668,0.00859017149413595,0.0170469157587593,2.1
"Mutant",851,0.322078625146886,0.038090620356189,0.00130572964916515,0.00256283236272401,2.1
"Invader",96,0.374833072916667,0.0871270511920132,0.00889236742557421,0.0176535813551608,2.2
"Mutant",649,0.321460719568567,0.0368901474699739,0.00144806495416784,0.0028434661435556,2.2
"Invader",213,0.429304690140845,0.12728840423353,0.0087216577472778,0.0171922801290529,2.3
"Mutant",2887,0.340067570488396,0.0695791155157548,0.00129495748960358,0.00253913492583845,2.3
"Invader",119,0.404681050420168,0.107261050634189,0.00983260439060276,0.0194712336127901,2.4
"Mutant",1270,0.332158529133858,0.0540647295319419,0.00151709289428544,0.00297628615152705,2.4
"Invader",88,0.407103,0.128608330935888,0.0137096941424154,0.027249501615518,2.5
"Mutant",1069,0.338223758652947,0.0629816269557272,0.00192630487014662,0.00377977170127864,2.5
"Invader",178,0.408597651685393,0.134545478598551,0.0100846099820728,0.0199015461943863,2.6
"Mutant",2264,0.330923926678445,0.0498474795376567,0.00104762292266799,0.00205440198387825,2.6
"Invader",59,0.380889762711864,0.0949573834267408,0.0123623983379159,0.0247460288989743,2.7
"Mutant",649,0.315289080123267,0.0239373884318656,0.000939624687342344,0.00184507675461449,2.7
"Invader",76,0.410583157894737,0.119463452406282,0.0137033978022491,0.02729856827901,2.8
"Mutant",1452,0.338150993112948,0.0594514750263412,0.0015601965959172,0.00306048202880643,2.8
"Invader",52,0.366729653846154,0.0783238973951881,0.0108615703135589,0.0218055122816451,2.9
"Mutant",1093,0.331039430924062,0.0500125043047756,0.0015127547343836,0.002968234703249,2.9
"Invader",85,0.417660317647059,0.109610761507776,0.0118889563378667,0.0236424935037338,3
"Mutant",2074,0.335625574734812,0.0550911396920301,0.00120969916495975,0.00237235192922408,3
"Invader",62,0.382982274193548,0.0975667971661029,0.0123909956310969,0.0247773271055106,3.1
"Mutant",905,0.322344767955801,0.0401016200964201,0.00133302295693287,0.00261617970539047,3.1
"Invader",122,0.425945049180328,0.11716760242461,0.0106078562975253,0.0210010494957049,3.2
"Mutant",2246,0.332285304986643,0.0503006504173726,0.00106137468455768,0.00208137829550928,3.2
"Invader",135,0.450489874074074,0.145761838324551,0.0125451816076348,0.0248121833234608,3.3
"Mutant",3197,0.348487659993744,0.067227433897273,0.0011889818256808,0.00233124442197223,3.3
"Invader",105,0.493316142857143,0.18630546859229,0.0181815520389927,0.0360546999830392,3.4
"Mutant",3270,0.358137481651376,0.0802423410124154,0.00140323275636947,0.00275130434309046,3.4
"Invader",79,0.425371772151899,0.119618154834987,0.013458093873594,0.0267930067400371,3.5
"Mutant",1969,0.34039438547486,0.0600337220969704,0.00135292092051766,0.00265330810569827,3.5
"Invader",171,0.473041251461988,0.17881638140661,0.0136744304561585,0.0269935541877947,3.6
"Mutant",6526,0.352015261262642,0.0773674908293487,0.000957712106475093,0.00187742949176014,3.6
"Invader",32,0.39107328125,0.0916797102744938,0.0162068362080781,0.0330540603699195,3.7
"Mutant",632,0.324136825949367,0.0462744025844024,0.00184069690234508,0.00361463288017538,3.7
"Invader",68,0.441566088235294,0.149210219482521,0.0180943969220008,0.0361165674173632,3.8
"Mutant",2093,0.343082242713808,0.0607433199056409,0.00132774266317945,0.00260383428138618,3.8
"Invader",70,0.463751985714286,0.159928068868793,0.0191150603347582,0.0381335019743241,3.9
"Mutant",2629,0.346745934575884,0.0685241966605327,0.00133643751988965,0.00262057634269109,3.9
"Invader",105,0.491237857142857,0.183807103590413,0.0179377365802342,0.0355712047787843,4
"Mutant",5278,0.351735681697613,0.072964314627081,0.00100432856365539,0.00196889941034568,4
"Invader",65,0.446543015384615,0.161610668620752,0.0200453363891595,0.0400451629353976,4.1
"Mutant",2814,0.347151563965885,0.0629226033983599,0.00118616371991528,0.0023258389147122,4.1
"Invader",113,0.472776221238938,0.186330428814538,0.01752849228007,0.0347304605610076,4.2
"Mutant",5994,0.355012218718719,0.0881581344476232,0.00113868610728848,0.00223223458738952,4.2
"Invader",74,0.464132256756757,0.135080721909496,0.0157028149617895,0.0312956650872266,4.3
"Mutant",3792,0.34336890664557,0.0605612874672865,0.000983469588423684,0.00192818058623283,4.3
"Invader",64,0.432448515625,0.120166371179214,0.0150207963974018,0.0300166664218775,4.4
"Mutant",2383,0.343635671422577,0.0630695384606655,0.00129198547651429,0.00253353235409864,4.4
"Invader",44,0.395652340909091,0.077442622766627,0.0116749146589971,0.0235447093194501,4.5
"Mutant",1712,0.332612033294393,0.0492375065229186,0.00118999235463323,0.0023339932082162,4.5
"Invader",50,0.40883264,0.138920540794378,0.0196463312883614,0.0394807808575285,4.6
"Mutant",2682,0.351928943325876,0.0849480120279718,0.00164030207057676,0.00321638504060825,4.6
"Invader",85,0.480352235294118,0.152306888075535,0.0165200014795803,0.0328518346407464,4.7
"Mutant",3608,0.343036361419069,0.0607918616042922,0.00101207379101413,0.00198429402585391,4.7
"Invader",80,0.4528076375,0.135750742784106,0.0151773944430675,0.0302098479599493,4.8
"Mutant",3775,0.345481424370861,0.0712717769527919,0.00116000299040589,0.0022742934709318,4.8
"Invader",38,0.412616684210526,0.0993782923509973,0.0161212878147272,0.0326648318645232,4.9
"Mutant",2156,0.349104789424861,0.0697589022724103,0.00150236431574452,0.00294623469955852,4.9
"Invader",46,0.409244652173913,0.0882568829749505,0.0130127674699605,0.026209059059966,5
"Mutant",3052,0.345313479357798,0.061619837750318,0.00111539395334493,0.00218699957763784,5
"Invader",1260,0.329267803968254,0.0483484340327158,0.00136206282440703,0.00267216297503838,0.1
"Mutant",608,0.335796264802632,0.0617711011881552,0.00250514895488867,0.00491981154449053,0.1
"Invader",550,0.351108307272727,0.0688538036792604,0.00293593605364538,0.00576704287083942,0.2
"Mutant",526,0.349297446768061,0.0703348241751452,0.00306674406917725,0.00602459681032173,0.2
"Invader",471,0.34037355626327,0.0599575116226777,0.00276269630441953,0.00542876501823122,0.3
"Mutant",441,0.323169081632653,0.0450313019477225,0.00214434771179631,0.0042144369177926,0.3
"Invader",665,0.347557183458647,0.0583592743855908,0.00226307559265354,0.00444364644809489,0.4
"Mutant",695,0.317878361151079,0.0343385060507701,0.00130253377746494,0.00255737933243644,0.4
"Invader",437,0.340189455377574,0.0498542273251622,0.00238485111346271,0.00468723372302559,0.5
"Mutant",546,0.316306461538462,0.0282095314452888,0.00120725649708279,0.00237144568101218,0.5
"Invader",318,0.335599122641509,0.0476106177368846,0.00266987086659657,0.0052529059401055,0.6
"Mutant",516,0.309335488372093,0.0170411923587416,0.000750196662856165,0.00147382210792041,0.6
"Invader",505,0.351456461386139,0.0574933170541402,0.00255841902987983,0.00502647982513432,0.7
"Mutant",910,0.319941904395604,0.0340311132534667,0.00112812041933332,0.00221402337230172,0.7
"Invader",174,0.336166413793103,0.0473822235433154,0.00359203709686056,0.00708985986282004,0.8
"Mutant",301,0.316063558139535,0.0301011337337003,0.00173500050461385,0.00341431271756911,0.8
"Invader",512,0.385979287109375,0.097356289295369,0.00430258077199467,0.00845292428512837,0.9
"Mutant",1618,0.338248974660074,0.0679286806029228,0.00168874439508309,0.00331235754356479,0.9
"Invader",217,0.372332677419355,0.0874848989871072,0.00593886191784171,0.0117055412152688,1
"Mutant",731,0.323689949384405,0.0415635410640427,0.00153728309816887,0.0030180233470741,1
"Invader",149,0.389860624161074,0.0969816750034738,0.00794504838682493,0.0157003888300543,1.1
"Mutant",557,0.327239746858169,0.0459559396918308,0.00194721565841935,0.00382479850437373,1.1
"Invader",247,0.374156680161943,0.0922265886603078,0.00586823731057885,0.0115583981255906,1.2
"Mutant",866,0.330539954965358,0.0685788917578799,0.0023304056072186,0.00457391102052015,1.2
"Invader",264,0.362623939393939,0.0647619562895732,0.00398582287921097,0.00784818479072146,1.3
"Mutant",894,0.317178609619687,0.0297411874927517,0.000994694108027566,0.00195221057510407,1.3
"Invader",261,0.372570643678161,0.0801229637465455,0.00495948694955414,0.00976587455364028,1.4
"Mutant",912,0.316969791666667,0.0283279672027908,0.000938032729249343,0.00184095622426543,1.4
"Invader",134,0.413447104477612,0.134317792319439,0.0116032899778558,0.0229508581131042,1.5
"Mutant",1079,0.333539516218721,0.0603412525122045,0.00183697649064797,0.00360445471965717,1.5
"Invader",116,0.365492112068966,0.0718841555622682,0.0066742762883536,0.0132204568033818,1.6
"Mutant",569,0.319419769771529,0.0324492037064249,0.00136034138508454,0.00267191355333136,1.6
"Invader",173,0.377914895953757,0.0775853390655692,0.00589870409884888,0.011643169882719,1.7
"Mutant",1090,0.328135808256881,0.0452611190050924,0.00137091976544817,0.00268994303508222,1.7
"Invader",168,0.368727982142857,0.0774852285381572,0.00597811516800797,0.011802419153967,1.8
"Mutant",1198,0.328386934891486,0.052916866496802,0.00152885293123392,0.00299952964992204,1.8
"Invader",204,0.414592053921569,0.151378281497626,0.0105985996367756,0.0208974586711482,1.9
"Mutant",1738,0.353393410241657,0.100894574056114,0.00242015357171432,0.00474672137665772,1.9
"Invader",103,0.388421650485437,0.105562872640581,0.0104014189099893,0.02063116509029,2
"Mutant",778,0.326654834190231,0.0631440048008547,0.00226382225129607,0.00444393238812262,2
"Invader",99,0.371382212121212,0.0783820624576032,0.00787769368079006,0.015633026726115,2.1
"Mutant",570,0.324205605263158,0.0575859314847858,0.00241200924650203,0.00473752844836633,2.1
"Invader",137,0.388971700729927,0.0861089390197575,0.00735678314493954,0.0145484857890822,2.2
"Mutant",1266,0.324550398894155,0.0399863608562486,0.0011238155268941,0.00220474744772071,2.2
"Invader",90,0.385451033333333,0.125577880305988,0.0132370708500974,0.0263017778229991,2.3
"Mutant",1267,0.329843413575375,0.0458641735500848,0.00128850249755805,0.00252783519704566,2.3
"Invader",79,0.412103050632911,0.124774640705153,0.0140382438599759,0.0279479966398968,2.4
"Mutant",1117,0.348826622202328,0.0770330922029615,0.00230489287165823,0.00452241173453439,2.4
"Invader",196,0.41777225,0.118525559005356,0.00846611135752541,0.0166968991178014,2.5
"Mutant",2974,0.336300335911231,0.0584071311522437,0.00107101460444316,0.00210000499755168,2.5
"Invader",152,0.424087592105263,0.127153302498895,0.0103134947164203,0.0203773917615051,2.6
"Mutant",2238,0.343653978105451,0.0796403827201796,0.00168346192093522,0.00330131094502731,2.6
"Invader",108,0.449927555555556,0.146455064461931,0.0140926451485466,0.0279370253842659,2.7
"Mutant",1731,0.350607160023108,0.0800969109072047,0.00192516178870659,0.0037758894745985,2.7
"Invader",103,0.430639514563107,0.155025295406333,0.0152750962419929,0.0302980809700845,2.8
"Mutant",1735,0.336983873198847,0.0677015101053986,0.0016253564398352,0.00318786524753051,2.8
"Invader",178,0.457383623595506,0.156437577730406,0.0117254921858693,0.0231397569964356,2.9
"Mutant",3804,0.351661845425867,0.0856575432476806,0.00138881807499517,0.0027229000092146,2.9
"Invader",171,0.449289625730994,0.167429749735823,0.0128036729691361,0.0252746643601176,3
"Mutant",3473,0.34659527526634,0.0719472098237964,0.00122084791158279,0.00239365237713673,3
"Invader",114,0.407475824561404,0.111078836832324,0.0104034862544153,0.0206111826366879,3.1
"Mutant",1760,0.329886238068182,0.0495638446354588,0.00118143179097727,0.00231715817401085,3.1
"Invader",47,0.441403042553191,0.133153665382774,0.0194224582689718,0.0390953807698096,3.2
"Mutant",876,0.33709950456621,0.0591326121566963,0.00199790581583398,0.00392124747306019,3.2
"Invader",39,0.396875205128205,0.124889957051077,0.0199983982513857,0.0404846407076925,3.3
"Mutant",907,0.332968777287762,0.0472628690039035,0.00156933780741492,0.00307996013933195,3.3
"Invader",128,0.4120077109375,0.107285507924053,0.00948278877201764,0.0187647276655293,3.4
"Mutant",2835,0.335535400705467,0.0589403178267677,0.00110697023080764,0.00217054879085523,3.4
"Invader",103,0.448816291262136,0.127793636553014,0.0125918811658771,0.0249759365889044,3.5
"Mutant",2811,0.340216908573461,0.0594916359247292,0.0011220843073558,0.00220019252247579,3.5
"Invader",113,0.436696097345133,0.131675503292995,0.0123869893802634,0.024543231629226,3.6
"Mutant",2795,0.344150866905188,0.0705528491963112,0.00133451558747299,0.0026167360535726,3.6
"Invader",61,0.411504213114754,0.134672786367936,0.01724308337842,0.0344913021266638,3.7
"Mutant",1106,0.335919741410488,0.0739171468441901,0.00222263235215862,0.0043610561653611,3.7
"Invader",107,0.430986186915888,0.127353341093665,0.0123117121837125,0.0244091668630733,3.8
"Mutant",2888,0.344623352839335,0.0689534509098319,0.00128309086117252,0.00251586663756423,3.8
"Invader",65,0.418755292307692,0.104153932900378,0.0129187054237206,0.0258080809203614,3.9
"Mutant",1258,0.324764647853736,0.0373469154140301,0.00105296616809223,0.00206576485741598,3.9
"Invader",75,0.431001693333333,0.137774268422582,0.0159088021922363,0.0316989803242606,4
"Mutant",2490,0.339722534538153,0.0619969403914498,0.00124242614996339,0.00243629523265887,4
"Invader",95,0.425386452631579,0.146037477732621,0.0149831290746787,0.0297493540102876,4.1
"Mutant",3629,0.353864971617526,0.0735537611890306,0.00122098801576929,0.00239389117617601,4.1
"Invader",61,0.441581852459016,0.128565026084188,0.0164610648083108,0.0329270320840996,4.2
"Mutant",1893,0.337815173798204,0.0577399709393874,0.00132709268088812,0.00260271887163703,4.2
"Invader",76,0.392062407894737,0.0806797353831684,0.00925460035070615,0.0184361092930716,4.3
"Mutant",1268,0.327281046529968,0.0489665941810899,0.00137511896408094,0.00269776077168307,4.3
"Invader",51,0.429989333333333,0.170148420960133,0.0238255445199288,0.0478550145462654,4.4
"Mutant",2230,0.337024598654709,0.0582851335559944,0.00123425633346546,0.00242041225213876,4.4
"Invader",98,0.451205551020408,0.146582822588188,0.0148071011225103,0.0293879969154999,4.5
"Mutant",4542,0.345001817261118,0.0651589975068952,0.000966831583296044,0.00189546029880686,4.5
"Invader",49,0.381062428571429,0.0766924804565828,0.0109560686366547,0.0220286524077746,4.6
"Mutant",1259,0.336673860206513,0.0527839081788707,0.00148760859066203,0.00291846717106247,4.6
"Invader",122,0.490730229508197,0.189828306970237,0.0171862473915386,0.0340247097992206,4.7
"Mutant",5089,0.352863416584791,0.0839207136179009,0.00117639438459692,0.0023062392455625,4.7
"Invader",80,0.4306060125,0.138973229088113,0.0155376793646836,0.0309269771579227,4.8
"Mutant",2743,0.337148784177907,0.0552385633711044,0.00105470127554816,0.00206808939691379,4.8
"Invader",83,0.445468373493976,0.159196828206906,0.017474122040837,0.0347615952455061,4.9
"Mutant",4324,0.342415263876041,0.0609671883920075,0.000927157091864216,0.00181770343093435,4.9
"Invader",102,0.466776088235294,0.180702284949204,0.0178921923452726,0.0354932966661621,5
"Mutant",5042,0.346182554145181,0.0642551233200526,0.000904911986147042,0.00177402084993984,5
"Invader",1168,0.323417762842466,0.0407930545854194,0.00119361647657796,0.00234187415818137,0.1
"Mutant",371,0.337950805929919,0.0672920140016233,0.00349362729363508,0.00686985542106559,0.1
"Invader",543,0.347921186003683,0.0772951690414608,0.00331705319674454,0.00651585508182666,0.2
"Mutant",450,0.350813971111111,0.0825527879406113,0.00389157574391075,0.00764796385966293,0.2
"Invader",429,0.347205291375291,0.0711283199760041,0.00343410764887715,0.0067498145290707,0.3
"Mutant",540,0.336734668518519,0.064595688700453,0.00277975585081837,0.00546048279244679,0.3
"Invader",556,0.342257255395683,0.0548497707430841,0.00232614841698842,0.00456913127154358,0.4
"Mutant",515,0.314151153398058,0.024063224696445,0.00106035237117274,0.00208315766531982,0.4
"Invader",498,0.360137648594378,0.0887461655902543,0.00397681077115621,0.00781343344933329,0.5
"Mutant",651,0.329660267281106,0.0489332996765926,0.00191784722230667,0.00376592378092676,0.5
"Invader",475,0.350933389473684,0.0658994960002136,0.00302367624731783,0.005941467472892,0.6
"Mutant",736,0.31705958423913,0.0323882619034252,0.00119384717287454,0.00234375694417549,0.6
"Invader",260,0.334654546153846,0.0460465700488148,0.00285568704737407,0.00562332057342784,0.7
"Mutant",375,0.312151794666667,0.0251991612018318,0.00130127908897454,0.00255874044565656,0.7
"Invader",266,0.361908853383459,0.0712345557137345,0.00436767084388242,0.00859975294284176,0.8
"Mutant",666,0.322557563063063,0.0416654412037907,0.0016145030523867,0.00317013761156652,0.8
"Invader",234,0.365561393162393,0.0996101435369837,0.00651171879034433,0.0128293727259207,0.9
"Mutant",661,0.326600590015129,0.0481660530508135,0.00187344233492524,0.00367862546743884,0.9
"Invader",281,0.365775950177936,0.0788126949752953,0.00470157121055634,0.00925491363353543,1
"Mutant",804,0.324516991293532,0.0451940449164104,0.00159387107223533,0.0031286455926958,1
"Invader",425,0.388154221176471,0.096246625434487,0.00466864709147822,0.00917657459466976,1.1
"Mutant",1413,0.333505117480538,0.0539054169776897,0.00143404020972175,0.00281307849539678,1.1
"Invader",176,0.391887460227273,0.126294219303016,0.00951978496861286,0.0187883662491803,1.2
"Mutant",804,0.332628583333333,0.0607606328865686,0.00214286230116675,0.00420627289815663,1.2
"Invader",173,0.365320184971098,0.0863235074980617,0.00656305474253962,0.012954499842073,1.3
"Mutant",843,0.330515729537367,0.0584741495235829,0.00201395668897934,0.00395296477377681,1.3
"Invader",172,0.372496180232558,0.0809330716436061,0.0061710888591381,0.0121813218328401,1.4
"Mutant",915,0.329125945355191,0.0478731958042414,0.00158263903437487,0.00310602857267134,1.4
"Invader",192,0.376130515625,0.0883973170993682,0.00637952685287012,0.0125833742299855,1.5
"Mutant",1044,0.323335435823755,0.0490811356185024,0.00151902301279859,0.0029806893122507,1.5
"Invader",417,0.418994985611511,0.118144898100643,0.00578558055163452,0.0113726167853258,1.6
"Mutant",2710,0.340733920664207,0.0609496916321293,0.00117081119733186,0.00229577350925327,1.6
"Invader",145,0.386979834482759,0.100699701125633,0.00836265500110641,0.0165294153593291,1.7
"Mutant",1084,0.328429195571956,0.0529052227588537,0.00160688170526858,0.00315295395448406,1.7
"Invader",170,0.373246388235294,0.0784367372193139,0.00601582312866352,0.0118758391297677,1.8
"Mutant",1130,0.323262303539823,0.0393912701210013,0.00117181961286056,0.00229918907890701,1.8
"Invader",129,0.358358821705426,0.0740776865550671,0.00652217662659143,0.0129052407685301,1.9
"Mutant",958,0.321338328810021,0.0353903371545345,0.00114340989309338,0.00224388009285921,1.9
"Invader",219,0.420123109589041,0.154609235904844,0.0104475239746687,0.0205910835190867,2
"Mutant",1925,0.344115441558442,0.0779467110761227,0.00177657042547356,0.00348420589730561,2
"Invader",135,0.411946044444444,0.154832211560834,0.0133258350407016,0.0263561797915196,2.1
"Mutant",1341,0.355154227442207,0.124854895755013,0.00340950386785281,0.00668854617000172,2.1
"Invader",252,0.420658226190476,0.126182154392371,0.00794872858134688,0.0156547047979656,2.2
"Mutant",3010,0.339032995681063,0.0556855624886136,0.0010149843901183,0.00199013337147926,2.2
"Invader",95,0.383565389473684,0.084613788644477,0.00868119154371421,0.0172367093133787,2.3
"Mutant",710,0.328662791549296,0.0468135543569438,0.00175688138854713,0.00344931254311131,2.3
"Invader",111,0.38596072972973,0.0903439063316036,0.00857506410621564,0.0169937643377576,2.4
"Mutant",1165,0.334473218025751,0.0620978415740864,0.00181933863570866,0.00356954986809638,2.4
"Invader",77,0.388599038961039,0.0760386233183058,0.0086654053465514,0.0172586504801948,2.5
"Mutant",986,0.333824813387424,0.0570930576566757,0.00181821336212543,0.00356801698018625,2.5
"Invader",101,0.396782564356436,0.0947294201922946,0.00942592960983623,0.0187007758815229,2.6
"Mutant",1244,0.32843902733119,0.0476516790414386,0.00135103941034988,0.00265056952080342,2.6
"Invader",138,0.43899765942029,0.151900948523321,0.0129306674458926,0.025569505403485,2.7
"Mutant",1851,0.3391890545651,0.0684902473606812,0.00159193571176336,0.00312217932738371,2.7
"Invader",132,0.428395477272727,0.119091094758212,0.0103655493103537,0.0205055291260345,2.8
"Mutant",2330,0.341282051072961,0.0609151324442691,0.00126196477384688,0.00247469157463363,2.8
"Invader",100,0.43937819,0.16451932381836,0.016451932381836,0.0326442031183925,2.9
"Mutant",1663,0.339843423331329,0.0674070481465604,0.00165294797416958,0.00324207953835284,2.9
"Invader",94,0.41668070212766,0.119198613963295,0.0122943982966342,0.0244142384437464,3
"Mutant",1299,0.338697057736721,0.0593178053961274,0.00164581304143861,0.00322874499239504,3
"Invader",37,0.390857459459459,0.0900849797313609,0.0148098794392594,0.0300358276460056,3.1
"Mutant",665,0.336989496240601,0.056736385565787,0.00220014266354579,0.00432007492984526,3.1
"Invader",112,0.433984517857143,0.138250017187102,0.0130633987224099,0.0258859966427421,3.2
"Mutant",2046,0.339521608993157,0.0559481346289863,0.0012368948935716,0.0024257051203861,3.2
"Invader",21,0.373575380952381,0.0866887881173086,0.018917044450074,0.039460263253158,3.3
"Mutant",317,0.319497895899054,0.0354192639510488,0.00198934405659297,0.00391403347412217,3.3
"Invader",75,0.387168786666667,0.0887684962005701,0.0102501030353915,0.0204237761281036,3.4
"Mutant",1114,0.333613627468582,0.0565245865107442,0.00169353742585051,0.00332288586366616,3.4
"Invader",137,0.445645795620438,0.132610079439084,0.011329643685921,0.0224050589656658,3.5
"Mutant",4837,0.344808990283233,0.0635688975089047,0.000914021971880968,0.0017918986243749,3.5
"Invader",163,0.449179515337423,0.154262597384522,0.0120827791443712,0.0238600547142205,3.6
"Mutant",4198,0.345594562410672,0.0719222518532969,0.00111004876857541,0.00217628321850611,3.6
"Invader",89,0.467963719101124,0.181051149994903,0.0191913835167311,0.0381388419548877,3.7
"Mutant",2557,0.344948506452874,0.0750643967421791,0.00148446046159947,0.00291086743818152,3.7
"Invader",125,0.44273028,0.12299364729514,0.0110008862461026,0.0217738354119426,3.8
"Mutant",3874,0.350862367320599,0.0726775293783345,0.00116767060436762,0.0022893077660845,3.8
"Invader",43,0.460961651162791,0.131202293938077,0.0200081622499149,0.0403781061435759,3.9
"Mutant",1537,0.351778870527001,0.0753458868914929,0.00192186383988064,0.00376975442753749,3.9
"Invader",77,0.438139493506494,0.145483947273775,0.016579434496943,0.0330208055709592,4
"Mutant",1893,0.341624316957211,0.0616487659500134,0.00141693223510506,0.00277891387786931,4
"Invader",128,0.4632243515625,0.177585230059853,0.0156964650517369,0.0310604716701574,4.1
"Mutant",4564,0.354387922655565,0.0849363511277723,0.00125724750331703,0.00246481363065162,4.1
"Invader",95,0.441460747368421,0.149528554383504,0.0153413059816063,0.0304605226553277,4.2
"Mutant",3354,0.340490393559928,0.0581775339872498,0.0010045551383029,0.00196960287369367,4.2
"Invader",70,0.453801,0.160813396299896,0.0192208772021865,0.0383446008488412,4.3
"Mutant",2159,0.345843337656322,0.0678029907396112,0.0014592259004197,0.00286163520965742,4.3
"Invader",61,0.431500147540984,0.160356445342435,0.0205315389387753,0.0410691926218332,4.4
"Mutant",1889,0.339096719428269,0.0683550220812907,0.00157273100633309,0.00308447351157736,4.4
"Invader",60,0.483572383333333,0.170169196298321,0.0219687487766967,0.0439593647645523,4.5
"Mutant",2401,0.344456952936277,0.0632553662727311,0.00129092584230063,0.0025314448013675,4.5
"Invader",67,0.431275149253731,0.182938817905452,0.0223495337347083,0.0446222838348931,4.6
"Mutant",3019,0.354145885392514,0.105150397896776,0.00191372426671478,0.00375233549772089,4.6
"Invader",123,0.491537764227642,0.203974953984193,0.0183918022240234,0.0364084094478267,4.7
"Mutant",5634,0.346427004792332,0.065567861558476,0.000873539601740891,0.00171247411705362,4.7
"Invader",54,0.427122796296296,0.102959391359635,0.0140109985032569,0.0281025041383121,4.8
"Mutant",3034,0.347088394528675,0.0654563220778258,0.00118834846869266,0.00233005003522598,4.8
"Invader",50,0.46223238,0.218011289382266,0.0308314522194846,0.0619581229050095,4.9
"Mutant",3808,0.354426738707983,0.0808990457166181,0.00131097656663322,0.00257028402464858,4.9
"Invader",81,0.453984580246914,0.153540324571419,0.017060036063491,0.0339505537352351,5
"Mutant",3468,0.33598510467128,0.0547186585346362,0.000929171536313748,0.00182177874419555,5
"Invader",1383,0.340411979754158,0.0590879160983178,0.00158886714096639,0.00311685209098199,0.1
"Mutant",949,0.348490556375132,0.0690380761414488,0.00224107078626115,0.00439803311913416,0.1
"Invader",567,0.329388569664903,0.046980440699205,0.00197299305673514,0.00387528213372723,0.2
"Mutant",348,0.326739551724138,0.0458239502421245,0.00245642157251826,0.00483134891095987,0.2
"Invader",570,0.343336198245614,0.0565711927716206,0.00236950651891162,0.00465404705981661,0.3
"Mutant",570,0.318076449122807,0.0310158649582031,0.00129911162567908,0.00255163958976676,0.3
"Invader",452,0.342523028761062,0.0566208545410154,0.00266322097262227,0.00523386282839446,0.4
"Mutant",482,0.314669719917012,0.024621691070579,0.00112148729713026,0.00220361954584133,0.4
"Invader",503,0.343290817097415,0.0550970656461764,0.00245665673462279,0.004826595562101,0.5
"Mutant",615,0.31561998699187,0.0312730900201275,0.00126105270220358,0.00247649958013216,0.5
"Invader",355,0.362465467605634,0.0905097862237372,0.00480376067535666,0.00944749797773733,0.6
"Mutant",809,0.337547013597033,0.0617578374782598,0.00217128993633465,0.00426203433497084,0.6
"Invader",436,0.35849926146789,0.0730476994464496,0.0034983503302372,0.00687577118640006,0.7
"Mutant",865,0.320019421965318,0.0353260152709364,0.00120112055336896,0.00235745546972847,0.7
"Invader",262,0.34241077480916,0.0538993417361731,0.00332991245305497,0.006556913042833,0.8
"Mutant",422,0.31204182464455,0.0248658174312649,0.00121044905353207,0.00237927656459488,0.8
"Invader",315,0.368540393650794,0.0879765588554246,0.00495691753553573,0.0097529716866428,0.9
"Mutant",727,0.324931294360385,0.0430512360368307,0.00159668196375985,0.00313466500863572,0.9
"Invader",405,0.38934162962963,0.105105276831743,0.00522272319532691,0.0102671074973137,1
"Mutant",1267,0.330477359905288,0.0578957685460298,0.001626516659853,0.00319096475881865,1
"Invader",356,0.369861966292135,0.0850846139985566,0.00450947552298147,0.00886864523153325,1.1
"Mutant",1147,0.324345101133391,0.040197126183238,0.00118689772168286,0.00232873627199833,1.1
"Invader",165,0.386279224242424,0.0967521742091588,0.00753214654671618,0.0148724837869241,1.2
"Mutant",877,0.326795140250855,0.0399249980410722,0.00134817139070761,0.00264602328007365,1.2
"Invader",247,0.368698643724696,0.0789479748918938,0.00502333934915063,0.00989424132741844,1.3
"Mutant",970,0.325645346391753,0.0498850776292467,0.00160171331272509,0.00314322648311106,1.3
"Invader",93,0.366068129032258,0.0905880134426358,0.00939353940616038,0.0186563800823164,1.4
"Mutant",373,0.32196790080429,0.0468930379883599,0.00242802947043972,0.00477438368029228,1.4
"Invader",239,0.415975610878661,0.144045386103481,0.00931752145686646,0.0183553451710259,1.5
"Mutant",1660,0.348438890361446,0.0889832301664124,0.00218400748747127,0.00428370125904018,1.5
"Invader",295,0.397931044067797,0.104128401735361,0.00606258993935331,0.0119315752479,1.6
