"z","N","turnover","sd","se","ci","replicate","fit","se.fit"
2.5,2500,0.114696671928451,0.156077860522492,0.00312155721044984,0.00612110437694595,18,0.109815958944561,0.00192788434996846
2.6,2500,0.0340489898989899,0.0928887686424059,0.00185777537284812,0.00364293722634808,18,0.112845938149459,0.00198107743361355
2.7,2500,0.0548479186499775,0.134022290807889,0.00268044581615778,0.00525612298968097,18,0.11562712494755,0.00208602809057065
2.8,2500,0.134720142406613,0.219928880742722,0.00439857761485443,0.00862523121488519,18,0.11851590870458,0.00218695236025739
2.9,2500,0.0361451105430517,0.111664667745422,0.00223329335490844,0.00437929559130662,18,0.121839894297886,0.00223368978487956
3,2500,0.154745631100925,0.227066291605387,0.00454132583210773,0.00890514815329827,18,0.125789311812434,0.00223924590336593
3.1,2500,0.103036459977931,0.193993788135022,0.00387987576270044,0.00760810163387962,18,0.130349596744688,0.0022749860868104
3.2,2500,0.174104841613495,0.239136043551482,0.00478272087102964,0.00937850299823639,18,0.135288768958153,0.00239651463959034
3.3,2500,0.115746437092319,0.200007633623399,0.00400015267246799,0.00784395427702806,18,0.140208067478757,0.00256583920758123
3.4,2500,0.182448768127298,0.219594120741216,0.00439188241482431,0.00861210250525536,18,0.144654156866122,0.00268323067534357
3.5,2500,0.125389770295064,0.214825667425426,0.00429651334850852,0.00842509199418845,18,0.148267302734457,0.00269280849235758
3.6,2500,0.0675283324192148,0.125022691462995,0.0025004538292599,0.00490317423220585,18,0.150912753539289,0.00264556781385238
3.7,2500,0.179894587003983,0.256016474678479,0.00512032949356958,0.0100405243798103,18,0.152737650845758,0.00265729096070095
3.8,2500,0.191543943076188,0.227180829330744,0.00454361658661488,0.00890964012525166,18,0.154126687813647,0.00277270740254215
3.9,2500,0.051941789883663,0.135489583138881,0.00270979166277761,0.00531366766308581,18,0.155577913693638,0.00290340318288644
4,2500,0.0542763113357231,0.146471750760532,0.00292943501521063,0.00574436932744874,18,0.157550768694006,0.00293633744287041
4.1,2500,0.0891957285267192,0.165431916478833,0.00330863832957667,0.00648795431110625,18,0.160335936462118,0.00285925926579991
4.2,2500,0.0634103323800383,0.160051703351748,0.00320103406703495,0.00627695163583342,18,0.163975544661009,0.00279960760559432
4.3,2500,0.148104992286695,0.214013698511935,0.0042802739702387,0.00839324797445575,18,0.168245498801348,0.00292406987597004
4.4,2500,0.208127533587843,0.250424435336234,0.00500848870672468,0.00982121424588556,18,0.172705859344458,0.00321527352525145
4.5,2500,0.127499744496989,0.205528387720251,0.00411056775440503,0.00806046872663133,18,0.176818140615781,0.00344810215278666
4.6,2500,0.287619085223342,0.28739295125011,0.0057478590250022,0.0112710556507593,18,0.180107071362413,0.00342601124133236
4.7,2500,0.189439219342749,0.247791084092799,0.00495582168185597,0.0097179387539723,18,0.182314082911983,0.00321712924407922
4.8,2500,0.15617463051912,0.208481789320265,0.00416963578640531,0.00817629604128189,18,0.183476022007906,0.00330662257876611
4.9,2500,0.227897240875739,0.252930677478679,0.00505861354957358,0.00991950473818505,18,0.183886262979877,0.00421301638810187
5,2500,0.102177592060502,0.186639794612837,0.00373279589225674,0.0073196906972741,18,0.183945490658424,0.00579075697327836
0.1,2500,0.132156034349686,0.220943097290986,0.00441886194581971,0.00866500703787487,19,0.0720305609044311,0.00226758194155117
0.2,2500,0.0548304615888591,0.127264025481244,0.00254528050962489,0.00499107548497402,19,0.0628149893673991,0.00143915361231836
0.3,2500,0.072092317178641,0.157055224935203,0.00314110449870406,0.00615943492276767,19,0.0553239495343682,0.000997053558688479
0.4,2500,0.0229360904494617,0.0856129116805783,0.00171225823361157,0.00335759067081494,19,0.0498158064330037,0.000879053801731955
0.5,2500,0.0455391385910271,0.141310439595077,0.00282620879190155,0.00554195160939519,19,0.0463828489318215,0.00088229829424884
0.6,2500,0.0572065351469995,0.110700119684487,0.00221400239368973,0.00434146768068685,19,0.0449733043698424,0.000877017183165332
0.7,2500,0.0388861592415153,0.0908876607874205,0.00181775321574841,0.00356445722919226,19,0.0454536521072642,0.000846212889367039
0.8,2500,0.02937181589824,0.101905578371552,0.00203811156743104,0.00399656094539702,19,0.0476303969896491,0.000827805855194662
0.9,2500,0.0762272390440657,0.132795820706772,0.00265591641413543,0.00520802294859244,19,0.0512209879374938,0.000874512523755042
1,2500,0.0592901499687103,0.126396681479001,0.00252793362958002,0.00495705974981032,19,0.0558084318944093,0.000995227766929132
1.1,2500,0.0361764695761755,0.103728063695764,0.00207456127391529,0.00406803567510955,19,0.0608368522336577,0.00113384103804148
1.2,2500,0.0822800472643971,0.189053273504666,0.00378106547009333,0.00741434317494765,19,0.0656945049721939,0.00122599429640346
1.3,2500,0.0922480556338115,0.144651096330897,0.00289302192661793,0.00567296640226231,19,0.0698751242581997,0.00125703910875344
1.4,2500,0.0477780960542725,0.128576289420589,0.00257152578841177,0.00504254021236033,19,0.0731385613256988,0.00127244616381925
1.5,2500,0.0533272632596162,0.104888553711573,0.00209777107423146,0.00411354809110108,19,0.0755744920429599,0.00132485452029905
1.6,2500,0.0579492470481015,0.13404112975315,0.00268082259506299,0.00525686182060745,19,0.0775347147309141,0.00140817384837798
1.7,2500,0.033614405821217,0.093047397402064,0.00186094794804128,0.00364915837258754,19,0.0794823945464521,0.00147434131045557
1.8,2500,0.0812181882170118,0.148645388602782,0.00297290777205564,0.00582961565300417,19,0.0818370586929422,0.00149763660253812
1.9,2500,0.201178556862814,0.241380446069319,0.00482760892138639,0.0094665245922637,19,0.0848657214289132,0.00150331727733144
2,2500,0.0712259255106778,0.129622460910565,0.00259244921821129,0.00508356925302561,19,0.0886302653145231,0.00154686033172631
2.1,2500,0.176562110514185,0.239103273277552,0.00478206546555104,0.00937721780463804,19,0.0929847365822687,0.00165527330952995
2.2,2500,0.0840252074069721,0.163565112287855,0.0032713022457571,0.00641474147191148,19,0.0976205089389447,0.00178967599133098
2.3,2500,0.158916497042689,0.210203130939926,0.00420406261879853,0.00824380408942563,19,0.102159066685349,0.00188512254979835
2.4,2500,0.145997361309141,0.197941302286369,0.00395882604572739,0.00776291632744973,19,0.106276152965257,0.00191732727544606
2.5,2500,0.177081914196914,0.225480364506095,0.0045096072901219,0.0088429508289853,19,0.109815958944561,0.00192788434996846
2.6,2500,0.189539250424498,0.245472155710841,0.00490944311421682,0.00962699438414876,19,0.112845938149459,0.00198107743361355
2.7,2500,0.0754475310637075,0.121156680277394,0.00242313360554788,0.00475155594431874,19,0.11562712494755,0.00208602809057065
2.8,2500,0.159713463399346,0.21255238461969,0.00425104769239379,0.00833593776510274,19,0.11851590870458,0.00218695236025739
2.9,2500,0.146837549024763,0.216064131556355,0.00432128263112711,0.00847366242043048,19,0.121839894297886,0.00223368978487956
3,2500,0.0395428442799031,0.104079712613905,0.00208159425227809,0.00408182673890791,19,0.125789311812434,0.00223924590336593
3.1,2500,0.139243708317826,0.209323787949875,0.0041864757589975,0.0082093177746644,19,0.130349596744688,0.0022749860868104
3.2,2500,0.108836224324351,0.223245791504004,0.00446491583008008,0.00875531473160471,19,0.135288768958153,0.00239651463959034
3.3,2500,0.137728020764402,0.185720839241348,0.00371441678482697,0.00728365085326414,19,0.140208067478757,0.00256583920758123
3.4,2500,0.220286043366678,0.242559511872448,0.00485119023744896,0.00951276551858135,19,0.144654156866122,0.00268323067534357
3.5,2500,0.219082191808879,0.257311398674919,0.00514622797349837,0.010091309064556,19,0.148267302734457,0.00269280849235758
3.6,2500,0.25228946837536,0.270506522410972,0.00541013044821944,0.0106087990492643,19,0.150912753539289,0.00264556781385238
3.7,2500,0.162676877798844,0.254509195296531,0.00509018390593063,0.0099814114832647,19,0.152737650845758,0.00265729096070095
3.8,2500,0.162946440977323,0.20726797029784,0.0041453594059568,0.00812869215367018,19,0.154126687813647,0.00277270740254215
3.9,2500,0.208954741830237,0.262685565563478,0.00525371131126957,0.0103020746167866,19,0.155577913693638,0.00290340318288644
4,2500,0.124831138569033,0.198672895643312,0.00397345791286624,0.00779160815654281,19,0.157550768694006,0.00293633744287041
4.1,2500,0.156896200052098,0.221671319646459,0.00443342639292918,0.00869356666210701,19,0.160335936462118,0.00285925926579991
4.2,2500,0.204148860189854,0.248071978355627,0.00496143956711254,0.00972895494227667,19,0.163975544661009,0.00279960760559432
4.3,2500,0.21133486199559,0.271618880031197,0.00543237760062395,0.0106524237957537,19,0.168245498801348,0.00292406987597004
4.4,2500,0.111949711049185,0.184911248354119,0.00369822496708238,0.00725190009561814,19,0.172705859344458,0.00321527352525145
4.5,2500,0.179721343202721,0.235921858270897,0.00471843716541795,0.00925244819761675,19,0.176818140615781,0.00344810215278666
4.6,2500,0.158668614228908,0.203068453675172,0.00406136907350345,0.00796399435800579,19,0.180107071362413,0.00342601124133236
4.7,2500,0.220037076300033,0.254143043902996,0.00508286087805992,0.0099670516574054,19,0.182314082911983,0.00321712924407922
4.8,2500,0.0980165464892864,0.164985771849098,0.00329971543698197,0.00647045728855174,19,0.183476022007906,0.00330662257876611
4.9,2500,0.210896602826138,0.249948488672968,0.00499896977345936,0.00980254843899944,19,0.183886262979877,0.00421301638810187
5,2500,0.193137680913857,0.2607968562263,0.005215937124526,0.0102280026955553,19,0.183945490658424,0.00579075697327836
0.1,2500,0.140846572611327,0.227029836076725,0.0045405967215345,0.00890371843036827,20,0.0720305609044311,0.00226758194155117
0.2,2500,0.0714094607357465,0.172993547080585,0.0034598709416117,0.00678450841569407,20,0.0628149893673991,0.00143915361231836
0.3,2500,0.0308436286142478,0.104380420998169,0.00208760841996338,0.00409362000286567,20,0.0553239495343682,0.000997053558688479
0.4,2500,0.0283884384603297,0.0900350953875374,0.00180070190775075,0.00353102108531261,20,0.0498158064330037,0.000879053801731955
0.5,2500,0.0330000380682269,0.0935590271854143,0.00187118054370829,0.00366922360987205,20,0.0463828489318215,0.00088229829424884
0.6,2500,0.0347636506785268,0.0951424264347026,0.00190284852869405,0.00373132179626969,20,0.0449733043698424,0.000877017183165332
0.7,2500,0.0684872416506782,0.126316765740247,0.00252633531480494,0.00495392559243121,20,0.0454536521072642,0.000846212889367039
0.8,2500,0.0544389419352577,0.114994738901801,0.00229989477803603,0.00450989523601353,20,0.0476303969896491,0.000827805855194662
0.9,2500,0.099870950769217,0.176300679012424,0.00352601358024849,0.00691420842359623,20,0.0512209879374938,0.000874512523755042
1,2500,0.0534737374806729,0.0999528544198272,0.00199905708839654,0.00391997848144053,20,0.0558084318944093,0.000995227766929132
1.1,2500,0.0282362811990211,0.0977626376268521,0.00195525275253704,0.00383408195804471,20,0.0608368522336577,0.00113384103804148
1.2,2500,0.0932633980811071,0.147298916134046,0.00294597832268092,0.005776809326122,20,0.0656945049721939,0.00122599429640346
1.3,2500,0.131053368588756,0.214728920667018,0.00429457841334035,0.00842129775326045,20,0.0698751242581997,0.00125703910875344
1.4,2500,0.0583157009983481,0.136128635070495,0.00272257270140991,0.00533873017715801,20,0.0731385613256988,0.00127244616381925
1.5,2500,0.117040422224834,0.160425461217128,0.00320850922434255,0.00629160977439346,20,0.0755744920429599,0.00132485452029905
1.6,2500,0.0522592494004104,0.117729188268333,0.00235458376536666,0.00461713562186955,20,0.0775347147309141,0.00140817384837798
1.7,2500,0.03540454349572,0.103738972931163,0.00207477945862326,0.00406846351649798,20,0.0794823945464521,0.00147434131045557
1.8,2500,0.0229970777914896,0.0838969881151955,0.00167793976230391,0.00329029510941111,20,0.0818370586929422,0.00149763660253812
1.9,2500,0.162843290234018,0.21591194320651,0.00431823886413019,0.00846769385595091,20,0.0848657214289132,0.00150331727733144
2,2500,0.06634688521317,0.130900594293049,0.00261801188586099,0.00513369543886426,20,0.0886302653145231,0.00154686033172631
2.1,2500,0.130704290748811,0.186668544406698,0.00373337088813396,0.00732081821458148,20,0.0929847365822687,0.00165527330952995
2.2,2500,0.0482832872029931,0.114678983783858,0.00229357967567715,0.00449751186512405,20,0.0976205089389447,0.00178967599133098
2.3,2500,0.0613667651509138,0.147956883427957,0.00295913766855913,0.00580261366806494,20,0.102159066685349,0.00188512254979835
2.4,2500,0.158646654588538,0.244740480114167,0.00489480960228335,0.00959829932975533,20,0.106276152965257,0.00191732727544606
2.5,2500,0.0856815424427654,0.189521833907016,0.00379043667814033,0.00743271930542566,20,0.109815958944561,0.00192788434996846
2.6,2500,0.100779382463082,0.188803058551584,0.00377606117103168,0.00740453017623431,20,0.112845938149459,0.00198107743361355
2.7,2500,0.136520456160626,0.213577103904658,0.00427154207809315,0.00837612548730345,20,0.11562712494755,0.00208602809057065
2.8,2500,0.11866587788029,0.177964403911554,0.00355928807823108,0.00697945684337854,20,0.11851590870458,0.00218695236025739
2.9,2500,0.212444726324587,0.247447668318522,0.00494895336637044,0.00970447057986998,20,0.121839894297886,0.00223368978487956
3,2500,0.157306677276971,0.219892279663218,0.00439784559326435,0.0086237957837023,20,0.125789311812434,0.00223924590336593
3.1,2500,0.0886858177890221,0.158665398051708,0.00317330796103415,0.00622258313403917,20,0.130349596744688,0.0022749860868104
3.2,2500,0.084842415950063,0.137709148511847,0.00275418297023694,0.00540071518714784,20,0.135288768958153,0.00239651463959034
3.3,2500,0.191300942533559,0.241144698490944,0.00482289396981889,0.00945727897902289,20,0.140208067478757,0.00256583920758123
3.4,2500,0.121408482748362,0.21351161098107,0.0042702322196214,0.00837355696784856,20,0.144654156866122,0.00268323067534357
3.5,2500,0.253881314125742,0.291122379574712,0.00582244759149425,0.0114173173945122,20,0.148267302734457,0.00269280849235758
3.6,2500,0.151299286758993,0.236408656952798,0.00472817313905597,0.00927153960194854,20,0.150912753539289,0.00264556781385238
3.7,2500,0.0531113942266883,0.155525767235556,0.00311051534471112,0.00609945223087069,20,0.152737650845758,0.00265729096070095
3.8,2500,0.136529147264844,0.219651663273378,0.00439303326546756,0.00861435922407698,20,0.154126687813647,0.00277270740254215
3.9,2500,0.0828535316970611,0.176716063293746,0.00353432126587492,0.00693049907836304,20,0.155577913693638,0.00290340318288644
4,2500,0.2167449064489,0.237326522002473,0.00474653044004947,0.00930753668541831,20,0.157550768694006,0.00293633744287041
4.1,2500,0.203510820234117,0.237506475675083,0.00475012951350165,0.00931459415794752,20,0.160335936462118,0.00285925926579991
4.2,2500,0.182563534511061,0.238519946845249,0.00477039893690499,0.00935434074849438,20,0.163975544661009,0.00279960760559432
4.3,2500,0.0585295287718817,0.145665136243221,0.00291330272486443,0.00571273529789524,20,0.168245498801348,0.00292406987597004
4.4,2500,0.0562599474708298,0.104897320417267,0.00209794640834534,0.00411389190617143,20,0.172705859344458,0.00321527352525145
4.5,2500,0.194724756558887,0.242087478483498,0.00484174956966996,0.00949425318356155,20,0.176818140615781,0.00344810215278666
4.6,2500,0.0485503496984612,0.147353435125185,0.0029470687025037,0.00577894746688182,20,0.180107071362413,0.00342601124133236
4.7,2500,0.1361870751024,0.181162386163751,0.00362324772327502,0.00710487618918318,20,0.182314082911983,0.00321712924407922
4.8,2500,0.172629689502104,0.229278210353129,0.00458556420706258,0.0089918957899133,20,0.183476022007906,0.00330662257876611
4.9,2500,0.0723152018140099,0.175027940065316,0.00350055880130633,0.00686429379820495,20,0.183886262979877,0.00421301638810187
5,2500,0.16382619372028,0.2090513181222,0.00418102636244401,0.00819863197817038,20,0.183945490658424,0.00579075697327836
0.1,2500,0.0719883913341859,0.169913432344164,0.00339826864688328,0.00666371163047748,21,0.0720305609044311,0.00226758194155117
0.2,2500,0.0573353703639206,0.150580305146089,0.00301160610292178,0.00590549974112922,21,0.0628149893673991,0.00143915361231836
0.3,2500,0.0598072033659495,0.131530910130806,0.00263061820261612,0.00515841533840949,21,0.0553239495343682,0.000997053558688479
0.4,2500,0.0282127858209902,0.0794310932333739,0.00158862186466748,0.00311515041805907,21,0.0498158064330037,0.000879053801731955
0.5,2500,0.0524094818270824,0.103983569954174,0.00207967139908348,0.00407805618968769,21,0.0463828489318215,0.00088229829424884
0.6,2500,0.0414669654545661,0.110951948195012,0.00221903896390024,0.00435134396033892,21,0.0449733043698424,0.000877017183165332
0.7,2500,0.0454681890984832,0.114268112734517,0.00228536225469034,0.00448139821152794,21,0.0454536521072642,0.000846212889367039
0.8,2500,0.0459594548279378,0.117771166602314,0.00235542333204628,0.00461878193969456,21,0.0476303969896491,0.000827805855194662
0.9,2500,0.0407502220483335,0.10436407945875,0.002087281589175,0.00409297911588703,21,0.0512209879374938,0.000874512523755042
1,2500,0.0668216684777211,0.115235571204479,0.00230471142408959,0.00451934026336781,21,0.0558084318944093,0.000995227766929132
1.1,2500,0.0321187629192273,0.100540598843732,0.00201081197687463,0.00394302880359156,21,0.0608368522336577,0.00113384103804148
1.2,2500,0.122438855774429,0.202277645036288,0.00404555290072576,0.00793298020773108,21,0.0656945049721939,0.00122599429640346
1.3,2500,0.115291495339885,0.134224748015345,0.00268449496030689,0.00526406301201696,21,0.0698751242581997,0.00125703910875344
1.4,2500,0.0213699514864221,0.0661149179812077,0.00132229835962415,0.00259291300176345,21,0.0731385613256988,0.00127244616381925
1.5,2500,0.113584546354918,0.171300351448761,0.00342600702897522,0.00671810420462731,21,0.0755744920429599,0.00132485452029905
1.6,2500,0.0520879455992923,0.117702081262188,0.00235404162524376,0.00461607253186176,21,0.0775347147309141,0.00140817384837798
1.7,2500,0.0482142326455794,0.124997847064301,0.00249995694128603,0.00490219987775815,21,0.0794823945464521,0.00147434131045557
1.8,2500,0.052352792860734,0.0982652964423015,0.00196530592884603,0.00385379536944756,21,0.0818370586929422,0.00149763660253812
1.9,2500,0.135320333050163,0.164925479202316,0.00329850958404631,0.00646809271498004,21,0.0848657214289132,0.00150331727733144
2,2500,0.172892831382584,0.212657866898873,0.00425315733797746,0.00834007459808237,21,0.0886302653145231,0.00154686033172631
2.1,2500,0.130536590291374,0.172416163093927,0.00344832326187854,0.00676186441201489,21,0.0929847365822687,0.00165527330952995
2.2,2500,0.0458141619165149,0.103657467138303,0.00207314934276605,0.00406526699994045,21,0.0976205089389447,0.00178967599133098
2.3,2500,0.15692287212959,0.220273619236793,0.00440547238473587,0.00863875126377554,21,0.102159066685349,0.00188512254979835
2.4,2500,0.0340817699620641,0.103479308901575,0.0020695861780315,0.00405827994130847,21,0.106276152965257,0.00191732727544606
2.5,2500,0.0912144573726927,0.147173748774709,0.00294347497549418,0.00577190047826541,21,0.109815958944561,0.00192788434996846
2.6,2500,0.0425469129236776,0.115303043410026,0.00230606086820052,0.00452198640684589,21,0.112845938149459,0.00198107743361355
2.7,2500,0.0667554663791661,0.126922908128829,0.00253845816257658,0.00497769745101115,21,0.11562712494755,0.00208602809057065
2.8,2500,0.0429320280373222,0.124412333862151,0.00248824667724302,0.00487923706027434,21,0.11851590870458,0.00218695236025739
2.9,2500,0.0662560526401703,0.174512339950983,0.00349024679901965,0.0068440728513901,21,0.121839894297886,0.00223368978487956
3,2500,0.128720527358778,0.181478290278167,0.00362956580556334,0.00711726540345721,21,0.125789311812434,0.00223924590336593
3.1,2500,0.244822009992072,0.260136356125427,0.00520272712250854,0.0102020990212936,21,0.130349596744688,0.0022749860868104
3.2,2500,0.268454636846529,0.252836271794528,0.00505672543589055,0.00991580231014987,21,0.135288768958153,0.00239651463959034
3.3,2500,0.193393546570389,0.230923434501271,0.00461846869002541,0.00905641864216495,21,0.140208067478757,0.00256583920758123
3.4,2500,0.105277162323401,0.18145403517222,0.00362908070344439,0.00711631416005422,21,0.144654156866122,0.00268323067534357
3.5,2500,0.146359066750243,0.186996571001903,0.00373993142003806,0.00733368285163469,21,0.148267302734457,0.00269280849235758
3.6,2500,0.0519021212447683,0.134084715076186,0.00268169430152372,0.00525857116177036,21,0.150912753539289,0.00264556781385238
3.7,2500,0.103829370041723,0.162087016792458,0.00324174033584916,0.00635677311703954,21,0.152737650845758,0.00265729096070095
3.8,2500,0.193087625477378,0.224294890472525,0.00448589780945049,0.00879645858292715,21,0.154126687813647,0.00277270740254215
3.9,2500,0.146715917481212,0.199630090749376,0.00399260181498752,0.00782914769696005,21,0.155577913693638,0.00290340318288644
4,2500,0.104970058732118,0.160049074397584,0.00320098148795168,0.00627684853278739,21,0.157550768694006,0.00293633744287041
4.1,2500,0.257012364914068,0.251233227304641,0.00502466454609283,0.00985293367131389,21,0.160335936462118,0.00285925926579991
4.2,2500,0.0725810462413404,0.135426449180761,0.00270852898361522,0.00531119165818617,21,0.163975544661009,0.00279960760559432
4.3,2500,0.294297440342595,0.278981950117849,0.00557963900235698,0.0109411906995559,21,0.168245498801348,0.00292406987597004
4.4,2500,0.247173744621392,0.259156180251045,0.0051831236050209,0.0101636582147963,21,0.172705859344458,0.00321527352525145
4.5,2500,0.151708906715919,0.18104525471632,0.0036209050943264,0.00710028249592555,21,0.176818140615781,0.00344810215278666
4.6,2500,0.064330671136569,0.150777916873867,0.00301555833747735,0.00591324973211316,21,0.180107071362413,0.00342601124133236
4.7,2500,0.232600366915506,0.260990847872788,0.00521981695745576,0.0102356107131974,21,0.182314082911983,0.00321712924407922
4.8,2500,0.137471010949834,0.204765693320643,0.00409531386641286,0.00803055716830983,21,0.183476022007906,0.00330662257876611
4.9,2500,0.119590072053849,0.190030692769061,0.00380061385538121,0.00745267587195777,21,0.183886262979877,0.00421301638810187
5,2500,0.21116327233482,0.254155773975163,0.00508311547950325,0.00996755090887001,21,0.183945490658424,0.00579075697327836
0.1,2500,0.213848702008411,0.298634014383606,0.00597268028767212,0.011711910750372,22,0.0720305609044311,0.00226758194155117
0.2,2500,0.0558089185012203,0.107403939352385,0.0021480787870477,0.00421219717562941,22,0.0628149893673991,0.00143915361231836
0.3,2500,0.0676689018704034,0.155718985754588,0.00311437971509175,0.00610702992778806,22,0.0553239495343682,0.000997053558688479
0.4,2500,0.0686104142176305,0.148571332070201,0.00297142664140402,0.00582671128358108,22,0.0498158064330037,0.000879053801731955
0.5,2500,0.0601433428130177,0.115703801337899,0.00231407602675799,0.00453770344126826,22,0.0463828489318215,0.00088229829424884
0.6,2500,0.0702427805905824,0.155004524346491,0.00310009048692983,0.00607900998416751,22,0.0449733043698424,0.000877017183165332
0.7,2500,0.069015121067443,0.139465058411853,0.00278930116823706,0.00546957894359907,22,0.0454536521072642,0.000846212889367039
0.8,2500,0.052751909232838,0.116182736890721,0.00232365473781441,0.00455648646724539,22,0.0476303969896491,0.000827805855194662
0.9,2500,0.0342849389516572,0.105616333681501,0.00211232667363002,0.00414209036573546,22,0.0512209879374938,0.000874512523755042
1,2500,0.0380870363296834,0.107536235540412,0.00215072471080823,0.00421738560384639,22,0.0558084318944093,0.000995227766929132
1.1,2500,0.0391670708462504,0.108664698468854,0.00217329396937708,0.00426164197273425,22,0.0608368522336577,0.00113384103804148
1.2,2500,0.0546735082684773,0.105754303634253,0.00211508607268505,0.00414750130921488,22,0.0656945049721939,0.00122599429640346
1.3,2500,0.0320967087161205,0.0847632615080698,0.0016952652301614,0.00332426885712269,22,0.0698751242581997,0.00125703910875344
1.4,2500,0.0600552286997488,0.120671891002583,0.00241343782005165,0.00473254334546576,22,0.0731385613256988,0.00127244616381925
1.5,2500,0.171824816774213,0.217286114283585,0.0043457222856717,0.00852158647445812,22,0.0755744920429599,0.00132485452029905
1.6,2500,0.063679082266203,0.150485089237181,0.00300970178474361,0.00590176553747714,22,0.0775347147309141,0.00140817384837798
1.7,2500,0.0776471490274431,0.140207227970861,0.00280414455941722,0.0054986855530879,22,0.0794823945464521,0.00147434131045557
1.8,2500,0.156096791899191,0.184687739774842,0.00369375479549683,0.00724313447480351,22,0.0818370586929422,0.00149763660253812
1.9,2500,0.111405612562532,0.167041541097356,0.00334083082194712,0.00655108101123333,22,0.0848657214289132,0.00150331727733144
2,2500,0.0797860185720712,0.139026846239939,0.00278053692479878,0.00545239301835282,22,0.0886302653145231,0.00154686033172631
2.1,2500,0.164915428405444,0.200267725927693,0.00400535451855386,0.00785415464841252,22,0.0929847365822687,0.00165527330952995
2.2,2500,0.0507303823163421,0.128029203001365,0.00256058406002729,0.00502108442699738,22,0.0976205089389447,0.00178967599133098
2.3,2500,0.0790020167740756,0.161039702209527,0.00322079404419055,0.00631569924624099,22,0.102159066685349,0.00188512254979835
2.4,2500,0.186316781031146,0.209283664932914,0.00418567329865828,0.00820774421917155,22,0.106276152965257,0.00191732727544606
2.5,2500,0.136947456217673,0.23837579380951,0.0047675158761902,0.00934868731516911,22,0.109815958944561,0.00192788434996846
2.6,2500,0.124561157959687,0.188197646992734,0.00376395293985469,0.00738078697953542,22,0.112845938149459,0.00198107743361355
2.7,2500,0.0813158237187649,0.157621751502291,0.00315243503004582,0.00618165311718584,22,0.11562712494755,0.00208602809057065
2.8,2500,0.0638413083992031,0.156855655158019,0.00313711310316038,0.00615160814046468,22,0.11851590870458,0.00218695236025739
2.9,2500,0.198276840627553,0.270310898246564,0.00540621796493128,0.0106011270070862,22,0.121839894297886,0.00223368978487956
3,2500,0.262326241551706,0.259709119677259,0.00519418239354519,0.0101853435449941,22,0.125789311812434,0.00223924590336593
3.1,2500,0.198611748698573,0.268902582847732,0.00537805165695464,0.0105458953071959,22,0.130349596744688,0.0022749860868104
3.2,2500,0.162380390368146,0.232229895084564,0.00464459790169128,0.00910765577194065,22,0.135288768958153,0.00239651463959034
3.3,2500,0.130997646063946,0.19050174272785,0.00381003485455701,0.0074711496385436,22,0.140208067478757,0.00256583920758123
3.4,2500,0.0734030007944126,0.153010925796688,0.00306021851593375,0.00600082448900358,22,0.144654156866122,0.00268323067534357
3.5,2500,0.212038424973719,0.252353965877363,0.00504707931754727,0.00989688710429878,22,0.148267302734457,0.00269280849235758
3.6,2500,0.0616418737471679,0.152921268322752,0.00305842536645504,0.00599730827758003,22,0.150912753539289,0.00264556781385238
3.7,2500,0.269011364158717,0.275840037153976,0.00551680074307952,0.0108179702944917,22,0.152737650845758,0.00265729096070095
3.8,2500,0.14413804178106,0.204976044708834,0.00409952089417668,0.00803880678679281,22,0.154126687813647,0.00277270740254215
3.9,2500,0.183981952739383,0.239329513353168,0.00478659026706336,0.00938609055002587,22,0.155577913693638,0.00290340318288644
4,2500,0.107148212564869,0.20577432198004,0.0041154864396008,0.00807011384394004,22,0.157550768694006,0.00293633744287041
4.1,2500,0.173914402834867,0.227898324692599,0.00455796649385198,0.00893777905530354,22,0.160335936462118,0.00285925926579991
4.2,2500,0.198893097066332,0.271522519848773,0.00543045039697546,0.0106486447156687,22,0.163975544661009,0.00279960760559432
4.3,2500,0.146948741895696,0.216114734258778,0.00432229468517556,0.00847564697110441,22,0.168245498801348,0.00292406987597004
4.4,2500,0.0954289509836569,0.171836920576468,0.00343673841152936,0.00673914751996459,22,0.172705859344458,0.00321527352525145
4.5,2500,0.224828596702575,0.260759607838863,0.00521519215677727,0.0102265418780722,22,0.176818140615781,0.00344810215278666
4.6,2500,0.096553280379751,0.186263326180103,0.00372526652360207,0.00730492625493952,22,0.180107071362413,0.00342601124133236
4.7,2500,0.22319975353336,0.266783716655324,0.00533567433310648,0.0104627970312387,22,0.182314082911983,0.00321712924407922
4.8,2500,0.259219227989148,0.27347924635367,0.00546958492707341,0.0107253841528542,22,0.183476022007906,0.00330662257876611
4.9,2500,0.122972646644721,0.231561590659579,0.00463123181319158,0.00908144602555372,22,0.183886262979877,0.00421301638810187
5,2500,0.23609565665157,0.272273025535993,0.00544546051071986,0.010678078253722,22,0.183945490658424,0.00579075697327836
0.1,2500,0.0801745223845966,0.193471937262033,0.00386943874524066,0.007587635543096,23,0.0720305609044311,0.00226758194155117
0.2,2500,0.0279153981164486,0.102131405526171,0.00204262811052342,0.00400541749673584,23,0.0628149893673991,0.00143915361231836
0.3,2500,0.028422825800977,0.0858710096672835,0.00171742019334567,0.00336771282850478,23,0.0553239495343682,0.000997053558688479
0.4,2500,0.031056098722399,0.11179513053614,0.0022359026107228,0.00438441211684468,23,0.0498158064330037,0.000879053801731955
