"z","N","combm","sd","se","ci","replicate","fit","se.fit"
3,500,2.57182597582,0.140493175692709,0.00628304582447437,0.0123444847962673,27,0.175318872397801,0.00199779290079451
3.1,500,2.59985773886,0.121621939718673,0.00543909849532667,0.0106863566742452,27,0.180046025385781,0.00200966300094966
3.2,500,2.56649089996,0.215103189992197,0.00961970709999208,0.0189001212720474,27,0.185354519552034,0.00210096964082596
3.3,500,2.62490923734,0.137407468374194,0.00614504879801701,0.0120733579825176,27,0.190730777376015,0.00223639111851492
3.4,500,2.58551713522,0.103542710747632,0.00463057079612606,0.00909781854019812,27,0.19557097714356,0.00232589098676818
3.5,500,2.5859477638,0.135917360950944,0.00607840916817373,0.01194242914316,27,0.199375398524721,0.00232007937784937
3.6,500,2.4419338779,0.240358969313651,0.0107491798877422,0.0211192296544608,27,0.201923607504999,0.00226466571858202
3.7,500,2.58424980326,0.169337345324643,0.00757299630550517,0.0148788884192672,27,0.203357040371996,0.002262052711702
3.8,500,2.5508949968,0.145035672447168,0.00648619245508521,0.0127436129521085,27,0.204131868989229,0.00235069004299516
3.9,500,2.5109025527,0.227150815096068,0.0101584932739859,0.0199586903035508,27,0.204866131263373,0.00245121989416005
4,500,2.53440605048,0.136148115053014,0.00608872880534003,0.0119627044376049,27,0.206147329798444,0.0024643785094585
4.1,500,2.488597425,0.235858604885954,0.0105479174720651,0.0207238034710789,27,0.208366655142399,0.00238016303065341
4.2,500,2.59473185688,0.198576353869991,0.00888060451954706,0.0174479847092922,27,0.21161883166053,0.00230891095247236
4.3,500,2.49137306794,0.288573324048726,0.0129053913813205,0.0253556017490797,27,0.215681427163262,0.0023939976965107
4.4,500,2.552382417,0.172259005215232,0.00770365690795501,0.0151356011451445,27,0.22007588535752,0.00262160002479704
4.5,500,2.52002837024,0.25471301252057,0.011391112214995,0.0223804529648395,27,0.224203341810857,0.0028032876105691
4.6,500,2.58553168636,0.228740353302797,0.0102295795836475,0.0200983556654398,27,0.227526863104024,0.00277617933811467
4.7,500,2.42308061326,0.28910182225118,0.012929026539454,0.0254020384389251,27,0.229742164307203,0.00259420142557853
4.8,500,2.51644836996,0.198452609153363,0.00887507048758235,0.0174371118340405,27,0.230866082163795,0.00265249899083299
4.9,500,2.39928021828,0.265276212541635,0.0118635128811355,0.023308592437928,27,0.231197289456303,0.00337940166158057
5,500,2.36390839384,0.349543349038238,0.0156320537906487,0.030712755523988,27,0.231156493279298,0.00465567468111729
0.1,500,2.66743923526,0.110372064142431,0.00493598876478885,0.00969788219976567,28,0.118414628969875,0.00238496432502669
0.2,500,2.64218852432,0.121159489591512,0.00541841709691599,0.010645723322941,28,0.102921802257168,0.00150440392436505
0.3,500,2.6853251938,0.0636263775361894,0.0028454581066597,0.00559055517297849,28,0.0903165954233702,0.0010376781031272
0.4,500,2.63941567288,0.081975949340849,0.00366607590492435,0.00720284707999666,28,0.0809662197883378,0.000914253956961087
0.5,500,2.66691119818,0.0455934701729667,0.00203900197273725,0.00400608710411876,28,0.0749675077373231,0.000914719445302768
0.6,500,2.6326522743,0.0766559103661476,0.00342815652911674,0.00673539988966199,28,0.0721823632550307,0.000902519663533186
0.7,500,2.66022170998,0.0667522329696506,0.00298525061140083,0.00586520961568317,28,0.0723380159230808,0.000861708878415525
0.8,500,2.61426993232,0.122789882494066,0.00549133048411886,0.010788978397775,28,0.075067028041255,0.000833220989763763
0.9,500,2.62160048206,0.115874754049092,0.00518207653859679,0.0101813780817289,28,0.0798741776686695,0.00087148370582829
1,500,2.62898735352,0.0648430330418898,0.00289986859497861,0.00569745705855665,28,0.0860848191844542,0.000983343059296485
1.1,500,2.6388477546,0.0980099805006619,0.00438313957745818,0.00861168315263344,28,0.0928570559070781,0.00111005528547459
1.2,500,2.61241806974,0.116089341383694,0.00519167317594237,0.0102002328771764,28,0.09931566952408,0.00118831035388044
1.3,500,2.64001977636,0.0530052311635384,0.00237046600089524,0.00465732422229593,28,0.104782103787817,0.001206623195476
1.4,500,2.65191097244,0.084321835102183,0.00377098710552018,0.00740896919925109,28,0.10898340863329,0.00121228266588899
1.5,500,2.64613627914,0.083676061888165,0.00374210724942833,0.00735222809717993,28,0.112113643772505,0.00125740585152179
1.6,500,2.61371527138,0.155869504595954,0.00697069615791538,0.0136955316171013,28,0.114715317993894,0.00133491215852504
1.7,500,2.56999424822,0.172885009206738,0.00773165265753885,0.0151906052171747,28,0.117457719326861,0.00139690384891931
1.8,500,2.60642051862,0.136660470437457,0.00611164203470509,0.0120077227327809,28,0.120919806523047,0.00141783085604142
1.9,500,2.60528484372,0.124443446046524,0.0055652800942871,0.0109342693703246,28,0.12544045398069,0.0014218514130741
2,500,2.61780348364,0.0907829926710688,0.0040599388562675,0.0079766811965217,28,0.131045847305804,0.00146272593462878
2.1,500,2.60604481536,0.0837452993553859,0.00374520364309424,0.00735831167282142,28,0.137447028095306,0.00156623581482357
2.2,500,2.60229788996,0.147836365256398,0.00661144324519587,0.0129896968606834,28,0.144110357287337,0.00169315079420776
2.3,500,2.63072701016,0.12822950336357,0.00573459772483959,0.0112669326954835,28,0.150404552405445,0.00177901318393114
2.4,500,2.6005430532,0.12964256354601,0.00579779169732427,0.0113910917505574,28,0.155798656109048,0.00180005604392963
2.5,500,2.525268316,0.180698469533743,0.00808108122615247,0.0158771377959806,28,0.160042633618121,0.00179732349424414
2.6,500,2.49867072634,0.244178681724922,0.0109200026198642,0.0214548500969098,28,0.163250008779573,0.00183334321350268
2.7,500,2.53363559992,0.187042645282914,0.00836480139087952,0.0164345711424357,28,0.165844295767711,0.00191612068039217
2.8,500,2.5762321378,0.188703598992368,0.00843908149891592,0.0165805114538605,28,0.168399651234605,0.00199186257945622
2.9,500,2.62524308982,0.142635833231535,0.00637886838266072,0.0125327501926556,28,0.171448045819762,0.0020143409565413
3,500,2.57306385572,0.160279262931653,0.00716790654597476,0.0140829966627297,28,0.175318872397801,0.00199779290079451
3.1,500,2.60785602598,0.109362546870982,0.00489084177992045,0.00960918059168024,28,0.180046025385781,0.00200966300094966
3.2,500,2.58696880082,0.189711279674923,0.00848414634903206,0.0166690516893842,28,0.185354519552034,0.00210096964082596
3.3,500,2.63547606744,0.0988646276289941,0.00442136055897269,0.0086867770383674,28,0.190730777376015,0.00223639111851492
3.4,500,2.56531026232,0.162089945849848,0.0072488827477904,0.0142420929864074,28,0.19557097714356,0.00232589098676818
3.5,500,2.55725243854,0.129307594152989,0.00578281141066074,0.0113616595410641,28,0.199375398524721,0.00232007937784937
3.6,500,2.55846435692,0.192243218044242,0.00859737807520478,0.016891521389788,28,0.201923607504999,0.00226466571858202
3.7,500,2.53970682632,0.219278293098573,0.00980642338717063,0.0192669682492432,28,0.203357040371996,0.002262052711702
3.8,500,2.5757413781,0.152571818016241,0.00682321913070084,0.0134057791672374,28,0.204131868989229,0.00235069004299516
3.9,500,2.520666562,0.199372413149925,0.00891620537282811,0.0175179307520777,28,0.204866131263373,0.00245121989416005
4,500,2.5531945601,0.240220614558674,0.0107429924749994,0.0211070730627909,28,0.206147329798444,0.0024643785094585
4.1,500,2.56360494232,0.190666468748318,0.00852686370302156,0.0167529797302726,28,0.208366655142399,0.00238016303065341
4.2,500,2.55480097792,0.1990304210025,0.00890091101903984,0.0174878814856738,28,0.21161883166053,0.00230891095247236
4.3,500,2.44715898408,0.262166849866118,0.0117244579549524,0.0230353871374945,28,0.215681427163262,0.0023939976965107
4.4,500,2.50739670362,0.235114685711438,0.0105146483951855,0.0206584387379224,28,0.22007588535752,0.00262160002479704
4.5,500,2.46810740876,0.262422792938347,0.0117359040771099,0.0230578756701101,28,0.224203341810857,0.0028032876105691
4.6,500,2.5189844572,0.152760186285246,0.00683164321578683,0.013422330214798,28,0.227526863104024,0.00277617933811467
4.7,500,2.46168594218,0.214686619493031,0.00960107750092098,0.0188635191512101,28,0.229742164307203,0.00259420142557853
4.8,500,2.45477833754,0.278140766245074,0.0124388332127573,0.024438941202698,28,0.230866082163795,0.00265249899083299
4.9,500,2.43273801354,0.260025090309435,0.0116286755557484,0.0228472006426389,28,0.231197289456303,0.00337940166158057
5,500,2.58078586912,0.10156502665071,0.00454212607455129,0.00892404859624246,28,0.231156493279298,0.00465567468111729
0.1,500,2.63103259162,0.200480415120281,0.0089657567273265,0.017615285754624,29,0.118414628969875,0.00238496432502669
0.2,500,2.67424039044,0.0846738742742937,0.00378673077591183,0.00743990125119158,29,0.102921802257168,0.00150440392436505
0.3,500,2.64439969474,0.110702073372485,0.0049507472262209,0.00972687858270698,29,0.0903165954233702,0.0010376781031272
0.4,500,2.65053015836,0.0791382153790472,0.00353916858411138,0.0069535085368639,29,0.0809662197883378,0.000914253956961087
0.5,500,2.69007950808,0.0475492187521373,0.00212646570813573,0.00417792967570172,29,0.0749675077373231,0.000914719445302768
0.6,500,2.62014622106,0.0705252256763288,0.00315398397481569,0.00619672501402457,29,0.0721823632550307,0.000902519663533186
0.7,500,2.6531551428,0.0762966467407389,0.0034120897713516,0.00670383305846295,29,0.0723380159230808,0.000861708878415525
0.8,500,2.64726848782,0.0572884161047876,0.00256201585467198,0.00503366784985048,29,0.075067028041255,0.000833220989763763
0.9,500,2.63368310584,0.0910181494699705,0.00407045538802181,0.00799734333555065,29,0.0798741776686695,0.00087148370582829
1,500,2.63618083946,0.0966995358553065,0.00432453471130287,0.00849654044964321,29,0.0860848191844542,0.000983343059296485
1.1,500,2.6503035642,0.060806797532469,0.00271936265553334,0.00534281173408069,29,0.0928570559070781,0.00111005528547459
1.2,500,2.6825487731,0.0810036574397299,0.00362259368922685,0.00711741629283052,29,0.09931566952408,0.00118831035388044
1.3,500,2.6344868712,0.10532603907292,0.00471032366335696,0.00925451134246222,29,0.104782103787817,0.001206623195476
1.4,500,2.6283392921,0.0888396703218638,0.00397303083876716,0.00780593046022631,29,0.10898340863329,0.00121228266588899
1.5,500,2.62772777684,0.10048889171261,0.00449399985706021,0.00882949360226066,29,0.112113643772505,0.00125740585152179
1.6,500,2.61967721334,0.0802433703818571,0.00358859261835051,0.00705061338955472,29,0.114715317993894,0.00133491215852504
1.7,500,2.58181927748,0.138307686502256,0.0061853077765955,0.0121524559809819,29,0.117457719326861,0.00139690384891931
1.8,500,2.66598160326,0.0897004314667775,0.00401152524741551,0.00788156155628641,29,0.120919806523047,0.00141783085604142
1.9,500,2.60995170968,0.12897102043601,0.00576775937644867,0.0113320863670535,29,0.12544045398069,0.0014218514130741
2,500,2.58162172088,0.175498825311202,0.00784854606734415,0.0154202691350319,29,0.131045847305804,0.00146272593462878
2.1,500,2.59560602226,0.188817358020246,0.00844416895730368,0.0165905069328804,29,0.137447028095306,0.00156623581482357
2.2,500,2.5110692602,0.177701083517093,0.00794703404839173,0.0156137713660551,29,0.144110357287337,0.00169315079420776
2.3,500,2.59941748542,0.111863257594791,0.00500267696333043,0.00982890646347233,29,0.150404552405445,0.00177901318393114
2.4,500,2.52344844746,0.173915335639836,0.00777773025640728,0.0152811352299376,29,0.155798656109048,0.00180005604392963
2.5,500,2.62415638562,0.108698742063649,0.00486115552646068,0.00955085513699953,29,0.160042633618121,0.00179732349424414
2.6,500,2.6175635517,0.099105565367309,0.00443213562219704,0.00870794712177402,29,0.163250008779573,0.00183334321350268
2.7,500,2.56752601754,0.170550102723109,0.00762723246516887,0.0149854477962128,29,0.165844295767711,0.00191612068039217
2.8,500,2.45221890036,0.242792985422387,0.0108580323972914,0.021333095379255,29,0.168399651234605,0.00199186257945622
2.9,500,2.5743297334,0.192488814804018,0.00860836149620303,0.0169131008398369,29,0.171448045819762,0.0020143409565413
3,500,2.60414947086,0.0934500509731095,0.00417921332953387,0.0082110232597427,29,0.175318872397801,0.00199779290079451
3.1,500,2.60751188046,0.135351662316356,0.00605311035613936,0.011892723823599,29,0.180046025385781,0.00200966300094966
3.2,500,2.52786700748,0.192632450390611,0.00861478507491526,0.0169257214337281,29,0.185354519552034,0.00210096964082596
3.3,500,2.53656636648,0.144433861609675,0.00645927865624059,0.0126907346204954,29,0.190730777376015,0.00223639111851492
3.4,500,2.59245486172,0.140074916454958,0.00626434070271779,0.0123077342937901,29,0.19557097714356,0.00232589098676818
3.5,500,2.56402006732,0.19029538007955,0.00851026811324065,0.0167203738872693,29,0.199375398524721,0.00232007937784937
3.6,500,2.50829739718,0.196443316466378,0.00878521218688648,0.0172605645896391,29,0.201923607504999,0.00226466571858202
3.7,500,2.48179072532,0.223105495074386,0.00997758106280145,0.0196032467650482,29,0.203357040371996,0.002262052711702
3.8,500,2.49642365124,0.242612017011328,0.0108499392439133,0.0213171945229472,29,0.204131868989229,0.00235069004299516
3.9,500,2.5139683313,0.249619582742367,0.0111633271105413,0.0219329168752902,29,0.204866131263373,0.00245121989416005
4,500,2.48733741662,0.227408773721495,0.0101700295344226,0.0199813559334929,29,0.206147329798444,0.0024643785094585
4.1,500,2.4547789773,0.24913763705217,0.0111417738440464,0.0218905705391359,29,0.208366655142399,0.00238016303065341
4.2,500,2.49433225474,0.281326126683215,0.0125812868622077,0.0247188240746268,29,0.21161883166053,0.00230891095247236
4.3,500,2.5191342641,0.184172420363469,0.00823644103026765,0.0161823777693038,29,0.215681427163262,0.0023939976965107
4.4,500,2.59957663464,0.122872881769977,0.00549504232457928,0.0107962711598222,29,0.22007588535752,0.00262160002479704
4.5,500,2.53424202698,0.224598611668806,0.0100443552668706,0.0197344400063426,29,0.224203341810857,0.0028032876105691
4.6,500,2.43327982578,0.253602577033657,0.0113414520303277,0.0222828841404618,29,0.227526863104024,0.00277617933811467
4.7,500,2.53039232876,0.287209129214454,0.0128443827336408,0.0252357362658788,29,0.229742164307203,0.00259420142557853
4.8,500,2.47746076726,0.250624898465925,0.0112082861964758,0.0220212493128176,29,0.230866082163795,0.00265249899083299
4.9,500,2.5624863849,0.162856631335161,0.00728316996504086,0.0143094580898746,29,0.231197289456303,0.00337940166158057
5,500,2.56358391908,0.156429419564059,0.00699573631652142,0.0137447287526696,29,0.231156493279298,0.00465567468111729
0.1,500,2.65767065552,0.142708471487461,0.00638211686422106,0.0125391325798533,30,0.118414628969875,0.00238496432502669
0.2,500,2.67731902962,0.097099646163148,0.00434242818823951,0.00853169628968759,30,0.102921802257168,0.00150440392436505
0.3,500,2.64512158702,0.0577145552287658,0.00258107337565372,0.00507111072144268,30,0.0903165954233702,0.0010376781031272
0.4,500,2.62188940156,0.135779727902376,0.00607225403112275,0.0119303359644903,30,0.0809662197883378,0.000914253956961087
0.5,500,2.63874326288,0.0501341859866667,0.00224206895725608,0.00440505877694214,30,0.0749675077373231,0.000914719445302768
0.6,500,2.64995171492,0.0652708796132656,0.00291900247532934,0.00573504995564537,30,0.0721823632550307,0.000902519663533186
0.7,500,2.61071912302,0.111944991100593,0.00500633219683068,0.00983608800816121,30,0.0723380159230808,0.000861708878415525
0.8,500,2.63965825156,0.0737235630534143,0.00329701797061853,0.00647774810948881,30,0.075067028041255,0.000833220989763763
0.9,500,2.66491261372,0.0619849468741916,0.00277205109584811,0.00544633026133241,30,0.0798741776686695,0.00087148370582829
1,500,2.62580397448,0.0966012074917494,0.00432013733320227,0.00848790079164567,30,0.0860848191844542,0.000983343059296485
1.1,500,2.63470509928,0.0716689576148671,0.00320513322206788,0.00629721944342783,30,0.0928570559070781,0.00111005528547459
1.2,500,2.6013752472,0.0729626105853817,0.00326298714169518,0.00641088673970344,30,0.09931566952408,0.00118831035388044
1.3,500,2.6317987208,0.080913744163848,0.00361857264528782,0.00710951602962105,30,0.104782103787817,0.001206623195476
1.4,500,2.66086881806,0.0904554313016638,0.00404528986649165,0.00794789989576081,30,0.10898340863329,0.00121228266588899
1.5,500,2.59291548706,0.143059384955338,0.00639781019158894,0.0125699657213754,30,0.112113643772505,0.00125740585152179
1.6,500,2.59563129966,0.139956229991038,0.00625903288269109,0.0122973058637816,30,0.114715317993894,0.00133491215852504
1.7,500,2.5515521583,0.165480384463319,0.00740050777205564,0.0145399951279905,30,0.117457719326861,0.00139690384891931
1.8,500,2.61004312098,0.0514523591150509,0.0023010194516797,0.00452088054594947,30,0.120919806523047,0.00141783085604142
1.9,500,2.56591775572,0.160170533199868,0.00716304400454583,0.0140734430846693,30,0.12544045398069,0.0014218514130741
2,500,2.57941003976,0.133615489642479,0.00597546635375002,0.0117401743700707,30,0.131045847305804,0.00146272593462878
2.1,500,2.58068138402,0.152553878185399,0.00682241683707549,0.0134042028773715,30,0.137447028095306,0.00156623581482357
2.2,500,2.65785713916,0.0571189097795237,0.00255443530135385,0.0050187741139464,30,0.144110357287337,0.00169315079420776
2.3,500,2.6529556188,0.148955782775587,0.00666150511855809,0.013088054894646,30,0.150404552405445,0.00177901318393114
2.4,500,2.61715266968,0.130085042852783,0.0058175799734959,0.0114299703583488,30,0.155798656109048,0.00180005604392963
2.5,500,2.5544275904,0.214855392727515,0.00960862526942276,0.0188783484738219,30,0.160042633618121,0.00179732349424414
2.6,500,2.53725071942,0.158955286099248,0.00710869650201693,0.013966664949124,30,0.163250008779573,0.00183334321350268
2.7,500,2.63615627058,0.0940775053382301,0.00420727394179764,0.00826615476938644,30,0.165844295767711,0.00191612068039217
2.8,500,2.6259924338,0.123451841967899,0.00552093421175568,0.0108471417115458,30,0.168399651234605,0.00199186257945622
2.9,500,2.58661623248,0.152545739715772,0.00682205287364912,0.0134034877877304,30,0.171448045819762,0.0020143409565413
3,500,2.57011946526,0.154567224242108,0.00691245640997616,0.0135811062726014,30,0.175318872397801,0.00199779290079451
3.1,500,2.51055787328,0.232251862717733,0.010386619058756,0.0204068957377308,30,0.180046025385781,0.00200966300094966
3.2,500,2.53400951272,0.207297710886544,0.00927063546244823,0.0182142899662048,30,0.185354519552034,0.00210096964082596
3.3,500,2.59247728768,0.137446482583773,0.00614679356651113,0.0120767859804584,30,0.190730777376015,0.00223639111851492
3.4,500,2.42988976562,0.268528398002153,0.0120089550364386,0.0235943469151406,30,0.19557097714356,0.00232589098676818
3.5,500,2.42934586018,0.24403380383373,0.0109135234836014,0.021442120347466,30,0.199375398524721,0.00232007937784937
3.6,500,2.32876643764,0.310475350952439,0.0138848798013551,0.0272800314360538,30,0.201923607504999,0.00226466571858202
3.7,500,2.52662987664,0.179690371008609,0.00803599768954814,0.0157885608465644,30,0.203357040371996,0.002262052711702
3.8,500,2.49318584354,0.234367607319568,0.0104812380338106,0.0205927964189657,30,0.204131868989229,0.00235069004299516
3.9,500,2.47062799606,0.225269222101523,0.0100743458771501,0.0197933634398124,30,0.204866131263373,0.00245121989416005
4,500,2.40323425944,0.257709010793357,0.0115250973309635,0.0226436974601377,30,0.206147329798444,0.0024643785094585
4.1,500,2.4358347902,0.256554653505251,0.0114734729036329,0.0225422694304684,30,0.208366655142399,0.00238016303065341
4.2,500,2.45846652996,0.305789176510849,0.0136753077092388,0.026868278987142,30,0.21161883166053,0.00230891095247236
4.3,500,2.38491160974,0.279678605224166,0.0125076074626712,0.0245740639928471,30,0.215681427163262,0.0023939976965107
4.4,500,2.47297239634,0.23903015711776,0.0106897535997553,0.0210024730798558,30,0.22007588535752,0.00262160002479704
4.5,500,2.4642630206,0.262843149193171,0.011754702980321,0.0230948104277672,30,0.224203341810857,0.0028032876105691
4.6,500,2.49492242342,0.207557389232047,0.0092822486311048,0.0182371066999868,30,0.227526863104024,0.00277617933811467
4.7,500,2.4292618848,0.277569187521183,0.012413271435135,0.0243887192269177,30,0.229742164307203,0.00259420142557853
4.8,500,2.54573294814,0.174333289576592,0.00779642172468831,0.01531785890703,30,0.230866082163795,0.00265249899083299
4.9,500,2.47079204724,0.296282770056625,0.0132501682881711,0.0260329950713027,30,0.231197289456303,0.00337940166158057
5,500,2.33412651998,0.275637495374301,0.0123268835360944,0.024218990382647,30,0.231156493279298,0.00465567468111729
0.1,500,2.6390236188,0.175209168780518,0.00783559223348946,0.0153948183569316,31,0.118414628969875,0.00238496432502669
0.2,500,2.67484074264,0.0880829314683629,0.0039391884484143,0.00773943932123876,31,0.102921802257168,0.00150440392436505
0.3,500,2.66447421638,0.0918837538903245,0.00410916639453253,0.00807339998779697,31,0.0903165954233702,0.0010376781031272
0.4,500,2.68978620198,0.0894539883528914,0.00400050397631079,0.00785990774102093,31,0.0809662197883378,0.000914253956961087
0.5,500,2.68490340484,0.062004779699324,0.00277293804675175,0.00544807287984115,31,0.0749675077373231,0.000914719445302768
0.6,500,2.6656945024,0.0616393883464287,0.00275659724868246,0.00541596763360222,31,0.0721823632550307,0.000902519663533186
0.7,500,2.63556933484,0.0959784406551009,0.0042922863535847,0.00843318115342324,31,0.0723380159230808,0.000861708878415525
0.8,500,2.64455272022,0.0641204710570587,0.00286755464065782,0.00563396888276356,31,0.075067028041255,0.000833220989763763
0.9,500,2.63304581566,0.114878502493043,0.00513752281455647,0.0100938420706289,31,0.0798741776686695,0.00087148370582829
1,500,2.62447049804,0.12573597899562,0.00562308392503385,0.0110478382555044,31,0.0860848191844542,0.000983343059296485
1.1,500,2.62682462504,0.111631610875664,0.00499231740711581,0.00980855273889988,31,0.0928570559070781,0.00111005528547459
1.2,500,2.65749182564,0.095605420422617,0.00427560438164837,0.00840040559286028,31,0.09931566952408,0.00118831035388044
1.3,500,2.6318627722,0.134245067114049,0.00600362191422071,0.0117954924272472,31,0.104782103787817,0.001206623195476
1.4,500,2.634425529,0.113422415444274,0.00507240462211239,0.00996590244404601,31,0.10898340863329,0.00121228266588899
1.5,500,2.65288681516,0.116592996800484,0.00521419733092598,0.0102444867464798,31,0.112113643772505,0.00125740585152179
1.6,500,2.59987773508,0.146219531233002,0.00653913622950293,0.0128476331417768,31,0.114715317993894,0.00133491215852504
1.7,500,2.58479641748,0.136958080981306,0.00612495158284243,0.0120338723931871,31,0.117457719326861,0.00139690384891931
1.8,500,2.61649059594,0.0966562932960827,0.00432260084526396,0.00849274092619834,31,0.120919806523047,0.00141783085604142
1.9,500,2.61927628838,0.0726441015126829,0.00324874298293508,0.00638290082233757,31,0.12544045398069,0.0014218514130741
2,500,2.56383091084,0.17223516847094,0.007702590896343,0.0151335067207993,31,0.131045847305804,0.00146272593462878
2.1,500,2.61046416122,0.104922948510412,0.00469229690537983,0.00921909364124033,31,0.137447028095306,0.00156623581482357
2.2,500,2.62225937164,0.105102661941782,0.00470033393436011,0.00923488422829411,31,0.144110357287337,0.00169315079420776
2.3,500,2.60574410448,0.138885059687824,0.00621112869042181,0.0122031870892786,31,0.150404552405445,0.00177901318393114
2.4,500,2.53532151006,0.191300841678134,0.00855523372290464,0.0168087191421598,31,0.155798656109048,0.00180005604392963
2.5,500,2.55973575968,0.178690788267937,0.00799129499040258,0.0157007321396966,31,0.160042633618121,0.00179732349424414
2.6,500,2.50232190916,0.212589483959302,0.00950729074869203,0.0186792535626206,31,0.163250008779573,0.00183334321350268
2.7,500,2.62229005688,0.103493738556918,0.00462838069317721,0.00909351558056525,31,0.165844295767711,0.00191612068039217
2.8,500,2.52709326072,0.195669261336966,0.00875059538913254,0.01719255194967,31,0.168399651234605,0.00199186257945622
2.9,500,2.5757405982,0.160344168281882,0.00717080920147907,0.0140886995953109,31,0.171448045819762,0.0020143409565413
3,500,2.57828622566,0.165877659882157,0.00741827446890186,0.0145749018794651,31,0.175318872397801,0.00199779290079451
3.1,500,2.57284181892,0.10090463153364,0.00451259230707577,0.0088660227352567,31,0.180046025385781,0.00200966300094966
3.2,500,2.53004793482,0.164122927847235,0.0073398004666542,0.0144207217008207,31,0.185354519552034,0.00210096964082596
3.3,500,2.47554305984,0.218765385009957,0.00978348544012353,0.0192219013905108,31,0.190730777376015,0.00223639111851492
3.4,500,2.64849817994,0.0788205001464408,0.00352495992695947,0.00692559237055109,31,0.19557097714356,0.00232589098676818
3.5,500,2.54353396268,0.261626617654029,0.0117002980359551,0.0229879194345565,31,0.199375398524721,0.00232007937784937
3.6,500,2.57744922424,0.151576918533972,0.00677872587323817,0.0133183619565997,31,0.201923607504999,0.00226466571858202
3.7,500,2.55436596652,0.191015396728709,0.00854246823668967,0.016783638416203,31,0.203357040371996,0.002262052711702
3.8,500,2.50572677836,0.209134482081543,0.00935277836747084,0.0183756785459638,31,0.204131868989229,0.00235069004299516
3.9,500,2.50995611966,0.203102853439051,0.00908303573427792,0.0178457072665273,31,0.204866131263373,0.00245121989416005
4,500,2.44713224928,0.26970711275722,0.0120616687628069,0.0236979151226448,31,0.206147329798444,0.0024643785094585
4.1,500,2.38908579354,0.251947535185588,0.0112674363087699,0.022137463276922,31,0.208366655142399,0.00238016303065341
4.2,500,2.4892634942,0.22746312013282,0.0101724599798237,0.0199861311010057,31,0.21161883166053,0.00230891095247236
4.3,500,2.63592053486,0.105942006026477,0.0047378705429579,0.00930863350644418,31,0.215681427163262,0.0023939976965107
4.4,500,2.53934800722,0.2175741692884,0.00973021265353819,0.0191172347809668,31,0.22007588535752,0.00262160002479704
4.5,500,2.45306944754,0.211295633997497,0.00944942801934639,0.0185655689576324,31,0.224203341810857,0.0028032876105691
4.6,500,2.5302631084,0.216566174714602,0.00968513376577894,0.0190286669652732,31,0.227526863104024,0.00277617933811467
4.7,500,2.3936477271,0.302662451659999,0.01353547632297,0.0265935481527572,31,0.229742164307203,0.00259420142557853
4.8,500,2.537303608,0.249385827633713,0.0111528732642805,0.0219123778962928,31,0.230866082163795,0.00265249899083299
4.9,500,2.51740420614,0.196465228767154,0.00878619213476809,0.0172624899220437,31,0.231197289456303,0.00337940166158057
5,500,2.43219902664,0.259109409005016,0.0115877250429002,0.0227667439664702,31,0.231156493279298,0.00465567468111729
0.1,500,2.64389069334,0.162467117356193,0.00726575037033768,0.0142752333001821,32,0.118414628969875,0.00238496432502669
0.2,500,2.6278511249,0.126754750283739,0.00566864476210903,0.011137352971184,32,0.102921802257168,0.00150440392436505
0.3,500,2.66772684078,0.10061264858837,0.00449953443279785,0.00884036754587906,32,0.0903165954233702,0.0010376781031272
0.4,500,2.65943078968,0.0664965645187794,0.00297381677068383,0.00584274521277461,32,0.0809662197883378,0.000914253956961087
0.5,500,2.6565753553,0.0664391669714677,0.00297124987433321,0.00583770195607093,32,0.0749675077373231,0.000914719445302768
0.6,500,2.63443502362,0.0594466053376627,0.00265853301133231,0.0052232979442756,32,0.0721823632550307,0.000902519663533186
0.7,500,2.62166825578,0.0868184316467527,0.00388263829724116,0.0076283335771641,32,0.0723380159230808,0.000861708878415525
0.8,500,2.64370666492,0.0706344790414234,0.00315886993383814,0.00620632460131912,32,0.075067028041255,0.000833220989763763
0.9,500,2.62773303984,0.0577519605670035,0.00258274619323414,0.00507439735530869,32,0.0798741776686695,0.00087148370582829
1,500,2.61282609436,0.0822140818101518,0.00367672551270457,0.00722377067740494,32,0.0860848191844542,0.000983343059296485
1.1,500,2.63312843548,0.0741597585428813,0.00331652522593707,0.00651607458735064,32,0.0928570559070781,0.00111005528547459
1.2,500,2.66368865842,0.0943185796970191,0.00421805511487532,0.0082873368570015,32,0.09931566952408,0.00118831035388044
1.3,500,2.60963577498,0.0541763458994411,0.00242283984407385,0.00476022465130792,32,0.104782103787817,0.001206623195476
1.4,500,2.64101308146,0.0958994924920656,0.00428875568439979,0.00842624434390578,32,0.10898340863329,0.00121228266588899
1.5,500,2.59614812518,0.119646035459602,0.00535073337052039,0.0105127431164,32,0.112113643772505,0.00125740585152179
1.6,500,2.63181504404,0.0859996343253642,0.00384602056783277,0.0075563896479642,32,0.114715317993894,0.00133491215852504
1.7,500,2.61666713374,0.127644184377978,0.00570842146403351,0.0112155034265316,32,0.117457719326861,0.00139690384891931
1.8,500,2.57878462176,0.204414043960134,0.0091416739570098,0.0179609155061639,32,0.120919806523047,0.00141783085604142
1.9,500,2.6129321936,0.129555908459714,0.00579391636405321,0.0113834777693799,32,0.12544045398069,0.0014218514130741
